Luke Farrell,JAC,TE,4,4,4,40,10,0,8,2,2
Ihmir Smith-Marsette,CHI,WR,3,4,1,15,15,0,0.4,0.13,0.2
Ke'Shawn Vaughn,TB,RB,5,4,3,19,6.3,0,10.2,2.04,0.51
Chris Evans,CIN,RB,4,4,3,38,12.7,1,12.8,3.2,4.27
Elijah Mitchell,SF,RB,5,4,3,7,2.3,0,43.6,8.72,0.91
Trevon Wesco,CHI,TE,3,4,2,26,13,0,4.6,1.53,2.3
Ty Montgomery,NE,WR,1,4,3,15,5,1,10.3,10.3,2.06
Lance McCutcheon,LA,WR,2,4,0,0,0,0,0,0,0
Keith Kirkwood,NO,WR,3,4,2,18,9,0,3.8,1.27,1.9
Spencer Brown,CAR,RB,2,4,2,10,5,0,7.3,3.65,0.66
Juwann Winfree,GB,WR,3,4,1,17,17,0,2.7,0.9,2.7
Penny Hart,SEA,WR,3,4,3,20,6.7,0,5,1.67,1.67
Michael Ojemudia,CHI,CB,1,4,0,0,0,0,0,0,0
Jalen Guyton,LAC,WR,2,4,2,64,32,0,8.4,4.2,4.2
Jesper Horsted,LV,TE,2,4,3,19,6.3,0,4.9,2.45,1.63
Cade Johnson,SEA,WR,2,4,2,21,10.5,0,4.1,2.05,2.05
Tim Jones,JAC,WR,4,4,3,30,10,0,6,1.5,2
Simi Fehoko,DAL,WR,2,4,3,24,8,0,5.4,2.7,1.8
Demetric Felton,CLE,RB,4,4,2,8,4,0,2.4,0.6,0.8
Isaiah Spiller,LAC,RB,5,3,3,13,4.3,0,8.4,1.68,0.4
D'Ernest Johnson,CLE,RB,3,3,3,7,2.3,0,5.4,1.8,0.77
Julius Chestnut,TEN,RB,3,3,3,41,13.7,0,8.3,2.77,0.69
Richard Rodgers,LAC,TE,3,3,1,4,4,0,1.4,0.47,1.4
Maxx Williams,ARI,TE,2,3,3,18,6,0,4.8,2.4,1.6
Tanner Conner,MIA,WR,2,3,0,0,0,0,0,0,0
Braylon Sanders,MIA,WR,2,3,2,17,8.5,0,1.7,0.85,0.85
Kadarius Toney,NYG,WR,2,3,2,0,0,0,4.3,2.15,1.08
Tevin Coleman,SF,RB,2,3,3,44,14.7,1,22,11,1.47
Jonathan Ward,TEN,RB,2,3,2,7,3.5,0,5.2,2.6,0.74
Jalen Tolbert,DAL,WR,2,3,2,12,6,0,3.2,1.6,1.6
Michael Burton,KC,FB,6,3,2,11,5.5,0,3.8,0.63,0.54
James Robinson,NYJ,RB,4,3,2,5,2.5,1,17,4.25,0.55
Quintez Cephus,DET,WR,1,3,2,15,7.5,0,3.5,3.5,1.75
Nsimba Webster,CHI,WR,1,3,2,14,7,0,3.4,3.4,1.7
Miles Boykin,PIT,WR,3,3,2,11,5.5,0,3.1,1.03,1.55
Adam Prentice,NO,FB,5,3,3,9,3,0,4.8,0.96,0.69
Sean McKeon,DAL,TE,2,3,2,11,5.5,0,3.1,1.55,1.55
Ben Ellefson,MIN,TE,2,3,3,26,8.7,0,5.6,2.8,1.87
Trayveon Williams,CIN,RB,4,3,2,30,15,0,8,2,1
Caleb Huntley,ATL,RB,12,2,2,3,1.5,0,44.9,3.74,0.58
Gus Edwards,BAL,RB,9,2,0,0,0,0,58.3,6.48,0.68
Tyrion Davis-Price,SF,RB,5,2,0,0,0,0,9.9,1.98,0.29
Tony Jones,NO,RB,1,2,2,12,6,0,4,4,1
Nick Vannett,NO,TE,2,2,2,13,6.5,0,3.3,1.65,1.65
Deonte Harty,NO,WR,2,2,2,13,6.5,0,3.3,1.65,1.65
Kendall Blanton,LA,TE,2,2,2,35,17.5,0,5.5,2.75,2.75
Charlie Woerner,SF,TE,2,2,0,0,0,0,0,0,0
Kene Nwangwu,MIN,RB,2,2,2,21,10.5,0,5.5,2.75,0.5
Cole Beasley,BUF,WR,2,2,2,18,9,0,3.8,1.9,1.9
Pharoh Cooper,ARI,WR,2,2,2,6,3,0,4.1,2.05,0.68
Keith Smith,ATL,FB,2,2,1,8,8,0,2,1,1
Larry Rountree,LAC,RB,2,2,2,14,7,0,5.3,2.65,0.35
Anthony McFarland,PIT,RB,1,2,2,11,5.5,0,6.1,6.1,0.76
Daylen Baldwin,CLE,WR,1,2,2,25,12.5,0,4.5,4.5,2.25
Mike Davis,BAL,RB,5,2,2,4,2,0,4.2,0.84,0.42
Justin Herbert,LAC,QB,17,2,2,-10,-5,0,289.3,17.02,5.17
Jason Moore,LAC,WR,1,2,1,5,5,0,1.5,1.5,1.5
Dareke Young,SEA,WR,1,2,2,24,12,0,4.4,4.4,2.2
Giovani Bernard,TB,RB,2,2,2,-1,-0.5,0,4.7,2.35,0.47
Benny Snell,PIT,RB,3,2,2,17,8.5,0,18.7,6.23,0.85
KaVontae Turpin,DAL,WR,5,2,1,9,9,0,3.6,0.72,0.9
Jaelon Darden,TB,WR,3,2,2,26,13,0,4.8,1.6,1.6
Feleipe Franks,ATL,TE,2,2,0,0,0,0,0,0,0
Mason Schreck,HOU,TE,2,2,2,6,3,0,2.6,1.3,1.3
Drew Sample,CIN,TE,2,2,2,-2,-1,0,1.8,0.9,0.9
Chris Conley,HOU,WR,1,2,0,0,0,0,0,0,0
Blake Bell,KC,TE,2,2,2,20,10,1,10,5,5
John Brown,BUF,WR,2,2,1,42,42,1,11.2,5.6,11.2
Jeremy Ruckert,NYJ,TE,2,2,1,8,8,0,1.8,0.9,1.8
Jake Gervase,LA,ILB,1,1,1,12,12,0,2.2,2.2,2.2
Ty'Son Williams,ARI,RB,1,1,1,5,5,0,1.5,1.5,1.5
Devine Ozigbo,DEN,RB,3,1,1,3,3,0,1.7,0.57,0.43
-,LV,WR,2,1,0,0,0,0,2.6,1.3,0.65
Eno Benjamin,NO,RB,2,1,1,9,9,0,3.2,1.6,0.64
Godwin Igwebuike,SEA,RB,1,1,1,3,3,0,1.7,1.7,0.43
Maurice Alexander,DET,WR,1,1,1,7,7,0,1.7,1.7,1.7
Cody White,PIT,WR,1,1,1,2,2,0,1.2,1.2,1.2
Erik Ezukanma,MIA,WR,1,1,1,3,3,0,1.3,1.3,1.3
Penei Sewell,DET,T,1,1,1,9,9,0,1.9,1.9,1.9
Patrick Taylor,GB,RB,4,1,1,17,17,0,5.8,1.45,0.53
Josh Gordon,TEN,WR,1,1,0,0,0,0,0,0,0
David Bakhtiari,GB,T,1,1,0,0,0,0,0,0,0
Tanner Gentry,BUF,WR,1,1,0,0,0,0,0,0,0
Jack Conklin,CLE,T,1,1,0,0,0,0,0,0,0
Tommy Sweeney,BUF,TE,1,1,1,7,7,0,1.7,1.7,1.7
Frank Darby,ATL,WR,1,1,1,15,15,0,2.5,2.5,2.5
Khari Blasingame,CHI,FB,1,1,0,0,0,0,0,0,0
Patrick Mahomes,KC,QB,17,1,1,6,6,0,423.4,24.91,6.83
Mason Kinsey,TEN,WR,1,1,1,3,3,0,1.3,1.3,1.3
Jacob Harris,LA,WR,1,1,1,6,6,0,1.6,1.6,1.6
C.J. Board,TEN,WR,1,1,1,6,6,0,1.6,1.6,1.6
Jalen Camp,HOU,WR,1,1,1,7,7,0,1.7,1.7,1.7
Josh Ali,ATL,WR,1,1,0,0,0,0,0,0,0
Jared Goff,DET,QB,17,1,1,5,5,0,287.3,16.9,9.58
Zach Wilson,NYJ,QB,9,1,1,2,2,1,105.9,11.77,3.65
Russell Wilson,DEN,QB,15,1,1,1,1,0,237.8,15.85,4.25
Tom Brady,TB,QB,17,1,0,0,0,0,276.7,16.27,9.54
Jeff Driskel,HOU,QB,7,1,1,4,4,0,17.2,2.46,0.82
J.J. Taylor,NE,RB,1,1,1,8,8,0,2.7,2.7,0.25
Jaret Patterson,WAS,RB,1,1,0,0,0,0,7.8,7.8,0.46
Bailey Zappe,NE,QB,4,1,1,-6,-6,0,42.6,10.66,3.88
Dwayne Washington,NO,RB,3,1,1,7,7,0,5.5,1.83,0.46
Keke Coutee,IND,WR,1,1,1,20,20,0,1,1,1
Miller Forristall,CLE,TE,1,1,0,0,0,0,0,0,0
Latavius Murray,NO,RB,1,1,1,8,8,0,13.5,13.5,1.13
Salvon Ahmed,MIA,RB,6,1,1,8,8,0,14.2,2.37,1.09
James Washington,DAL,WR,1,1,0,0,0,0,0,0,0
Ronald Jones,KC,RB,5,1,1,22,22,0,16.2,3.24,0.9
Stanley Morgan,CIN,WR,1,1,0,0,0,0,0,0,0
Tyler Badie,DEN,RB,1,1,1,24,24,1,9.4,9.4,4.7
Tyron Billy-Johnson,HOU,WR,1,1,1,8,8,0,1.8,1.8,1.8
Jake Tonges,CHI,TE,1,1,0,0,0,0,0,0,0
Noah Togiai,PHI,TE,1,1,0,0,0,0,0,0,0
Kamu Grugier-Hill,ARI,ILB,1,1,1,4,4,0,1.4,1.4,1.4
Tyler Mabry,SEA,TE,1,1,1,7,7,1,7.7,7.7,7.7
Lawrence Cager,NYJ,TE,1,1,0,0,0,0,0,0,0
Darrynton Evans,CHI,RB,3,1,1,33,33,0,10.7,3.57,0.71
