Chase Claypool,PIT,WR,8,8,55,6.9,0,0,0,79.2,9.91,1.98
Giovani Bernard,TB,RB,2,8,28,3.5,0,1,0,4.7,2.35,0.47
Joshua Dobbs,TEN,QB,2,8,44,5.5,0,3,2,22.8,11.42,2.86
John Wolford,LA,QB,2,8,32,4,0,3,1,17.8,8.9,2.23
Kyle Juszczyk,SF,FB,13,7,26,3.7,1,0,0,53.6,4.12,2.06
Christian Watson,GB,WR,14,7,80,11.4,2,0,0,164.1,11.72,3.42
Terry McLaurin,WAS,WR,17,7,29,4.1,0,1,0,229,13.47,2.73
Gardner Minshew,PHI,QB,5,7,3,0.4,1,2,1,39.8,7.96,5.69
Greg Dortch,ARI,WR,11,7,44,6.3,0,0,0,114.1,10.37,1.97
Diontae Johnson,PIT,WR,17,7,25,3.6,0,1,0,175.7,10.34,1.89
Tyreek Hill,MIA,WR,17,7,32,4.6,1,1,0,341.2,20.07,2.71
Patrick Ricard,BAL,FB,12,7,16,2.3,0,0,0,20,1.67,1.11
Kalif Raymond,DET,WR,16,7,36,5.1,0,1,1,110.2,6.89,2.04
Anthony McFarland,PIT,RB,1,6,30,5,0,0,0,6.1,6.1,0.76
Brett Rypien,DEN,QB,4,6,7,1.2,0,2,1,22,5.51,3.67
Kendrick Bourne,NE,WR,16,6,39,6.5,0,2,0,88.3,5.52,2.15
Trayveon Williams,CIN,RB,4,6,30,5,0,0,0,8,2,1
P.J. Walker,CAR,QB,6,6,39,6.5,0,0,0,42.1,7.02,7.02
Ty Chandler,MIN,RB,1,6,20,3.3,0,0,0,2,2,0.33
Rondale Moore,ARI,WR,8,6,-5,-0.8,0,0,0,87.9,10.99,1.87
Mike White,NYJ,QB,4,6,9,1.5,1,2,1,60.6,15.15,10.1
Equanimeous St. Brown,CHI,WR,16,6,54,9,0,0,0,63.8,3.99,2.36
Davis Webb,NYG,QB,1,6,41,6.8,1,0,0,20.8,20.82,3.47
Nyheim Hines,BUF,RB,8,6,-3,-0.5,0,0,0,16,2,1.45
Kyle Allen,HOU,QB,2,6,13,2.2,0,4,1,19.9,9.97,3.32
Parris Campbell,IND,WR,17,5,58,11.6,0,1,0,149.1,8.77,2.19
Case Keenum,BUF,QB,2,5,0,0,0,0,0,0.3,0.16,0.06
Nate Sudfeld,DET,QB,2,5,-4,-0.8,0,0,0,-0.4,-0.2,-0.08
Montrell Washington,DEN,WR,9,5,30,6,0,0,0,7.2,0.8,0.8
Julio Jones,TB,WR,10,5,45,9,0,0,0,70.4,7.04,2.43
Jonathan Ward,TEN,RB,2,5,25,5,0,0,0,5.2,2.6,0.74
Michael Burton,KC,FB,6,5,7,1.4,0,0,0,3.8,0.63,0.54
Ja'Marr Chase,CIN,WR,12,5,8,1.6,0,2,2,242.4,20.2,2.63
Tyrod Taylor,NYG,QB,2,5,70,14,0,2,1,10.3,5.16,2.06
Chad Henne,KC,QB,2,5,-5,-1,0,0,0,-0.5,-0.25,-0.1
Jameis Winston,NO,QB,3,5,16,3.2,0,3,0,46.9,15.64,9.38
Sam Howell,WAS,QB,1,5,35,7,1,0,0,19.3,19.26,3.85
Elijah Moore,NYJ,WR,14,5,5,1,0,0,0,88.5,6.32,2.11
Alec Ingold,MIA,FB,12,5,7,1.4,0,0,0,32.2,2.68,1.61
Christian Kirk,JAC,WR,17,5,11,2.2,0,1,1,240.4,14.14,2.7
Kadarius Toney,KC,WR,7,5,59,11.8,1,0,0,55,7.86,2.89
-,LV,WR,2,4,26,6.5,0,0,0,2.6,1.3,0.65
Nick Mullens,MIN,QB,4,4,8,2,0,0,0,12.8,3.19,3.19
C.J. Beathard,JAC,QB,4,4,-4,-1,0,0,0,0,0,0
David Blough,ARI,QB,2,4,5,1.3,0,1,1,20.6,10.29,5.15
Eno Benjamin,NO,RB,2,4,13,3.3,0,0,0,3.2,1.6,0.64
Trevor Siemian,CHI,QB,2,4,8,2,0,0,0,11.2,5.58,2.79
Justin Jefferson,MIN,WR,17,4,24,6,1,0,0,367.7,21.63,2.79
Pharoh Cooper,ARI,WR,2,4,15,3.8,0,0,0,4.1,2.05,0.68
Zander Horvath,LAC,RB,8,4,8,2,0,0,0,18.6,2.33,2.07
Treylon Burks,TEN,WR,11,4,47,11.8,0,0,0,88.1,8.01,2.38
Mecole Hardman,KC,WR,8,4,31,7.8,2,0,0,93.8,11.73,3.23
Rashid Shaheed,NO,WR,11,4,57,14.3,1,1,0,100.5,9.14,3.14
Ameer Abdullah,LV,RB,13,4,20,5,0,0,0,54.1,4.16,1.87
Ray-Ray McCloud,SF,WR,14,4,78,19.5,1,0,0,58.1,4.15,3.23
Jalen Reagor,MIN,WR,10,4,25,6.3,0,0,0,26.9,2.69,2.24
C.J. Ham,MIN,FB,9,4,7,1.8,2,0,0,31.3,3.48,2.24
Anthony Schwartz,CLE,WR,6,4,57,14.3,1,1,1,18.8,3.13,2.35
Trent Taylor,CIN,WR,6,4,15,3.8,0,0,0,13.7,2.28,1.37
Jerry Jeudy,DEN,WR,15,4,40,10,0,0,0,204.2,13.61,2.88
Mack Hollins,LV,WR,17,4,40,10,0,0,0,154.2,9.07,2.53
D'Ernest Johnson,CLE,RB,3,4,17,4.3,0,0,0,5.4,1.8,0.77
Garrett Wilson,NYJ,WR,17,4,4,1,0,2,1,215,12.65,2.47
Adam Prentice,NO,FB,5,4,9,2.3,0,1,0,4.8,0.96,0.69
Zay Jones,JAC,WR,16,4,18,4.5,0,0,0,197.2,12.33,2.29
Reggie Bonnafon,WAS,RB,1,3,8,2.7,0,0,0,0.8,0.8,0.27
KaVontae Turpin,DAL,WR,5,3,17,5.7,0,0,0,3.6,0.72,0.9
Devine Ozigbo,DEN,RB,3,3,4,1.3,0,0,0,1.7,0.57,0.43
