Tony Jones,NO,RB,3,6,4,21,5.3,0,25.1,8.37,1
Deuce Vaughn,DAL,RB,5,6,6,30,5,0,12.8,2.56,0.47
Jalen Brooks,DAL,WR,2,5,5,63,12.6,0,11.3,5.65,2.26
Ben Sims,GB,TE,5,5,3,15,5,1,10.5,2.1,3.5
Nate Adkins,DEN,TE,4,5,4,22,5.5,0,6.2,1.55,1.55
Jason Brownlee,NYJ,WR,2,5,3,28,9.3,1,11.8,5.9,3.93
Ko Kieft,TB,TE,3,5,1,2,2,1,7.2,2.4,7.2
Donovan Peoples-Jones,DET,WR,5,5,3,33,11,0,6.3,1.26,2.1
Khari Blasingame,CHI,FB,6,5,3,2,0.7,0,5.8,0.97,0.53
Ihmir Smith-Marsette,CAR,WR,4,5,4,33,8.3,0,20.7,5.18,1.88
Craig Reynolds,DET,RB,6,5,5,47,9.4,0,31.6,5.27,0.69
Lawrence Cager,NYG,TE,3,5,4,36,9,1,13.6,4.53,3.4
Equanimeous St. Brown,CHI,WR,4,5,4,44,11,0,8.4,2.1,2.1
Peyton Hendershot,DAL,TE,5,5,2,8,4,0,2.8,0.56,0.93
Emanuel Wilson,GB,RB,5,5,4,23,5.8,0,14.8,2.96,0.82
David Moore,TB,WR,4,5,4,86,21.5,1,18.6,4.65,4.65
Ke'Shawn Vaughn,TB,RB,5,5,2,2,1,0,6.4,1.28,0.25
-,MIA,WR,4,5,4,126,31.5,1,22.6,5.65,5.65
Marcedes Lewis,CHI,TE,5,5,4,29,7.3,1,12.9,2.58,3.23
Boston Scott,PHI,RB,9,5,4,52,13,0,17.3,1.92,0.82
Eric Gray,NYG,RB,3,5,4,7,1.8,0,7.4,2.47,0.44
Greg Dulcich,DEN,TE,2,4,3,25,8.3,0,5.5,2.75,1.83
Tank Bigsby,JAC,RB,11,4,1,6,6,0,20,1.82,0.53
Chris Manhertz,DEN,TE,4,4,2,16,8,0,3.6,0.9,1.8
-,NYJ,RB,4,4,3,16,5.3,0,10.7,2.68,0.54
Keaontay Ingram,ARI,RB,7,4,4,26,6.5,0,14,2,0.36
Ronnie Rivers,LA,RB,5,4,4,18,4.5,0,13.5,2.7,0.59
Trey Sermon,IND,RB,7,4,1,4,4,0,14.2,2.03,0.46
Charlie Kolar,BAL,TE,4,4,3,45,15,0,7.5,1.88,2.5
Nick Chubb,CLE,RB,2,4,4,21,5.3,0,23.1,11.55,0.72
Isaiah Spiller,LAC,RB,8,4,4,24,6,0,16.1,2.01,0.4
Elijah Cooks,JAC,WR,2,4,3,38,12.7,0,6.8,3.4,2.27
Trishton Jackson,MIN,WR,2,4,2,9,4.5,0,2.9,1.45,1.45
Brycen Hopkins,LA,TE,3,4,3,31,10.3,0,6.1,2.03,2.03
Hunter Luepke,DAL,RB,6,4,3,18,6,0,12.7,2.12,1.41
Miles Boykin,PIT,WR,4,4,3,17,5.7,0,4.7,1.18,1.57
Tony Jones,ARI,RB,3,4,3,16,5.3,0,7.1,2.37,0.89
Chase Claypool,MIA,WR,2,4,3,23,7.7,0,5.3,2.65,1.77
Malik Taylor,NYJ,WR,2,4,2,13,6.5,0,3.3,1.65,1.65
Mecole Hardman,NYJ,WR,2,3,1,6,6,0,1.6,0.8,1.6
Melvin Gordon,BAL,RB,2,3,3,46,15.3,0,12.9,6.45,0.81
Kenyan Drake,BAL,RB,1,3,2,31,15.5,0,3.1,3.1,1.03
Keith Smith,ATL,FB,3,3,3,33,11,0,6.3,2.1,2.1
J.K. Dobbins,BAL,RB,1,3,2,15,7.5,0,11.7,11.7,1.17
Steven Sims,HOU,WR,2,3,3,25,8.3,0,5.6,2.8,1.4
Willie Snead,SF,WR,2,3,2,14,7,0,3.4,1.7,1.7
Trevon Wesco,TEN,TE,3,3,1,21,21,0,3.1,1.03,3.1
Teagan Quitoriano,HOU,TE,3,3,2,33,16.5,0,5.3,1.77,2.65
Quintin Morris,BUF,TE,2,3,2,26,13,1,10.6,5.3,5.3
Jordan Mason,SF,RB,7,3,2,19,9.5,0,38.6,5.51,1.14
Michael Burton,DEN,FB,7,3,3,8,2.7,0,4.7,0.67,0.47
Mike Strachan,CAR,WR,2,3,1,45,45,0,5.5,2.75,5.5
Jashaun Corbin,NYG,RB,1,3,3,12,4,0,4.3,4.3,1.08
Anthony McFarland,PIT,RB,1,2,2,11,5.5,0,3.1,3.1,1.55
JaMycal Hasty,JAC,RB,1,2,0,0,0,0,0,0,0
-,PIT,TE,1,2,0,0,0,0,0,0,0
Adam Prentice,NO,FB,1,2,1,5,5,0,0,0,0
Trent Taylor,CHI,WR,3,2,0,0,0,0,-0.2,-0.07,-0.2
Sean Tucker,TB,RB,3,2,2,9,4.5,0,5.2,1.73,0.31
Jakob Johnson,LV,FB,1,2,1,12,12,0,2.2,2.2,2.2
Damien Harris,BUF,RB,6,2,2,16,8,0,19,3.17,0.76
Sean McKeon,DAL,TE,2,2,0,0,0,0,0,0,0
Damiere Byrd,ATL,WR,1,2,0,0,0,0,0,0,0
