Curtis Samuel,CAR,99,81,0.031,-0.047,41,200,2,0,2020
Robert Woods,LA,94,80,0.323,0.214,24,155,2,1,2020
Tyreek Hill,KC,73,82,0.536,0.639,13,123,2,0,2020
Cordarrelle Patterson,CHI,67,83,-0.206,-0.162,64,232,1,0,2020
CeeDee Lamb,DAL,62,57,0.662,0.573,10,82,1,0,2020
Brandon Aiyuk,SF,61,57,1.386,1.272,6,77,2,0,2020
David Moore,SEA,47,40,0.576,0.432,8,61,0,0,2020
Laviska Shenault,JAC,45,46,0.046,0.05,18,91,0,0,2020
Odell Beckham,CLE,43,42,2.165,2.147,3,72,1,0,2020
Devin Duvernay,BAL,42,41,0.959,0.929,4,70,0,0,2020
Deonte Harty,NO,33,31,0.599,0.528,6,51,0,0,2020
Tyler Boyd,CIN,31,30,0.66,0.612,5,49,0,0,2020
Sterling Shepard,NYG,27,28,0.426,0.465,6,49,1,0,2020
Jamal Agnew,DET,26,21,0.347,0.216,6,33,0,0,2020
Jarvis Landry,CLE,24,21,0.195,0.117,4,10,1,0,2020
Cooper Kupp,LA,24,19,0.522,0.356,4,33,0,0,2020
Evan Engram,NYG,23,18,0.094,-0.012,6,26,1,0,2020
Joe Reed,LAC,22,27,0.296,0.457,5,29,1,0,2020
Terry McLaurin,WAS,20,22,0.781,0.898,2,30,0,0,2020
Tee Higgins,CIN,19,18,0.323,0.295,5,28,0,0,2020
George Kittle,SF,19,17,1.658,1.387,2,17,0,0,2020
Trey Burton,IND,19,19,0.121,0.141,2,3,2,0,2020
Lynn Bowden,MIA,18,23,0.027,0.137,9,32,0,0,2020
Ray-Ray McCloud,PIT,18,16,0.14,0.077,4,65,0,0,2020
Parris Campbell,IND,16,18,1.021,1.181,2,16,0,0,2020
Steven Sims,WAS,15,14,1.923,1.668,1,18,0,0,2020
DeMichael Harris,IND,15,16,0.032,0.05,6,46,0,0,2020
Antonio Gandy-Golden,WAS,15,14,2.065,1.99,1,22,0,0,2020
Michael Pittman,IND,15,15,0.66,0.691,3,26,0,0,2020
KJ Hamler,DEN,15,11,-0.104,-0.165,9,40,0,0,2020
Penny Hart,SEA,13,12,2.634,2.415,1,19,0,0,2020
Mecole Hardman,KC,13,12,0.264,0.211,4,31,0,0,2020
Jalen Reagor,PHI,13,12,0.222,0.195,4,26,0,0,2020
Josh Malone,NYJ,11,10,2.095,1.8,1,12,0,0,2020
Jamison Crowder,NYJ,10,11,1.957,1.992,1,14,0,0,2020
Scott Miller,TB,10,9,0.293,0.182,3,14,0,0,2020
Equanimeous St. Brown,GB,10,9,1.412,1.16,1,7,0,0,2020
-,LAC,10,9,0.242,0.195,3,17,0,0,2020
DeSean Jackson,PHI,10,9,1.213,1.074,1,12,0,0,2020
Anthony Miller,CHI,9,9,0.477,0.465,2,12,0,0,2020
Emmanuel Sanders,NO,9,10,2.765,3.112,1,12,0,0,2020
Gerald Everett,LA,9,10,0.128,0.144,1,2,1,0,2020
Logan Thomas,WAS,9,13,0.128,0.306,3,5,0,0,2020
DJ Moore,CAR,9,10,0.621,0.728,2,22,0,0,2020
Donte Moncrief,NE,9,8,1.363,1.283,1,4,0,0,2020
Mohamed Sanu,DET,9,7,0.799,0.655,1,3,0,0,2020
Julian Edelman,NE,8,10,0.313,0.418,2,22,0,0,2020
Danny Amendola,DET,8,7,0.98,0.809,1,2,0,0,2020
Chase Claypool,PIT,8,8,-0.29,-0.288,10,16,2,0,2020
Jonnu Smith,TEN,8,9,0.041,0.095,2,4,1,0,2020
Isaiah Wright,WAS,8,7,0.138,0.082,3,16,0,0,2020
Gunner Olszewski,NE,8,5,-0.085,-0.197,5,23,0,0,2020
Jakobi Meyers,NE,7,5,0.878,0.469,2,9,0,0,2020
Ashton Dulin,IND,6,5,0.202,0.126,2,11,0,0,2020
Allen Lazard,GB,6,6,0.288,0.306,2,17,0,0,2020
Adam Thielen,MIN,6,6,-0.01,-0.028,3,15,0,0,2020
Blake Bell,DAL,5,5,0.064,0.033,1,2,0,0,2020
Braxton Berrios,NYJ,5,9,0.054,0.449,3,29,0,0,2020
Diontae Johnson,PIT,5,6,-0.085,-0.023,3,15,0,0,2020
Marquez Valdes-Scantling,GB,5,4,-0.054,-0.07,4,13,0,0,2020
Cam Sims,WAS,5,4,0.579,0.42,1,5,0,0,2020
Breshad Perriman,NYJ,4,4,0.547,0.582,1,6,0,0,2020
Jordan Akins,HOU,4,6,0.008,0.204,1,4,0,0,2020
Amari Cooper,DAL,3,-2,-0.276,-0.438,6,14,0,0,2020
Josh Reynolds,LA,3,3,0.24,0.218,1,5,0,0,2020
Christian Kirk,ARI,2,3,-0.227,-0.193,2,3,0,0,2020
C.J. Board,NYG,2,1,0.086,-0.272,1,3,0,0,2020
Robbie Chosen,CAR,2,3,-0.299,-0.263,4,15,0,0,2020
Jakeem Grant,MIA,2,2,-0.273,-0.243,3,20,0,0,2020
