J.D. McKissic,WAS,30,67,-0.09,-0.032,110,589,2,0.73,80,6.3,2,0,0,2020
Alvin Kamara,NO,195,194,0.191,0.189,107,756,5,0.78,83,8.8,0,0,0,2020
Nyheim Hines,IND,158,173,0.237,0.272,76,482,4,0.83,63,7.5,0,1,18,2020
Ezekiel Elliott,DAL,35,31,-0.052,-0.06,71,338,2,0.73,52,6.9,1,0,0,2020
Mike Davis,CAR,55,48,0.002,-0.017,70,373,2,0.84,59,7.2,0,0,0,2020
David Montgomery,CHI,113,136,0.141,0.199,68,438,2,0.79,54,7.3,1,1,32,2020
Chase Edmonds,ARI,135,128,0.24,0.221,67,402,4,0.79,53,6.2,1,0,0,2020
Austin Ekeler,LAC,111,119,0.166,0.187,65,403,2,0.83,54,8.8,0,0,0,2020
Aaron Jones,GB,30,32,-0.056,-0.052,63,355,2,0.75,47,7.8,1,0,0,2020
James White,NE,66,68,0.06,0.068,62,375,1,0.79,49,8.4,0,0,0,2020
James Robinson,JAC,50,71,0.012,0.074,60,344,3,0.82,49,7.8,1,0,0,2020
Giovani Bernard,CIN,40,57,-0.017,0.035,59,355,3,0.8,47,7.4,0,0,0,2020
D'Andre Swift,DET,94,70,0.171,0.094,57,357,2,0.81,46,7.6,1,0,0,2020
Dalvin Cook,MIN,58,53,0.059,0.043,54,361,1,0.81,44,10,1,0,0,2020
Clyde Edwards-Helaire,KC,2,13,-0.132,-0.094,54,297,1,0.67,36,8.2,0,0,0,2020
Miles Sanders,PHI,-59,-69,-0.335,-0.37,52,197,0,0.54,28,7.5,0,0,0,2020
Kareem Hunt,CLE,148,122,0.351,0.265,51,304,6,0.75,38,7.4,1,0,0,2020
Devin Singletary,BUF,32,35,-0.022,-0.01,50,269,0,0.76,38,7.1,0,0,0,2020
Myles Gaskin,MIA,137,134,0.378,0.368,47,388,2,0.87,41,9.5,0,0,0,2020
Leonard Fournette,TB,-9,11,-0.174,-0.098,47,233,0,0.77,36,6.5,0,0,0,2020
Chris Carson,SEA,108,95,0.235,0.191,46,287,4,0.8,37,6.9,0,0,0,2020
Jerick McKinnon,SF,83,79,0.227,0.208,46,253,1,0.72,33,5.4,0,1,27,2020
David Johnson,HOU,39,34,0.001,-0.016,46,314,2,0.72,33,7.1,2,0,0,2020
Josh Jacobs,LV,20,27,-0.052,-0.022,45,238,0,0.73,33,7.2,0,0,0,2020
Antonio Gibson,WAS,-34,-41,-0.272,-0.298,44,247,0,0.82,36,8.4,2,0,0,2020
Melvin Gordon,DEN,-93,-96,-0.519,-0.53,44,158,1,0.73,32,5.1,2,0,0,2020
James Conner,PIT,-23,-19,-0.235,-0.218,43,215,0,0.81,35,6.7,0,0,0,2020
Ronald Jones,TB,-89,-98,-0.534,-0.576,42,165,1,0.67,28,5.6,2,0,0,2020
Tony Pollard,DAL,12,10,-0.083,-0.093,40,193,1,0.7,28,8.3,0,0,0,2020
Jonathan Taylor,IND,76,88,0.222,0.276,39,299,1,0.92,36,10.1,0,1,4,2020
Kalen Ballage,-,-19,-19,-0.233,-0.234,37,166,0,0.78,29,7.3,0,0,0,2020
Boston Scott,PHI,40,39,0.081,0.075,36,212,1,0.69,25,7.2,0,0,0,2020
Jamaal Williams,GB,58,47,0.14,0.087,35,236,1,0.89,31,7.1,0,0,0,2020
Duke Johnson,HOU,30,43,0.014,0.08,35,249,1,0.8,28,7.9,1,1,15,2020
Todd Gurley,ATL,-29,-25,-0.286,-0.266,35,164,0,0.71,25,4.9,1,0,0,2020
Rex Burkhead,NE,42,50,0.084,0.125,33,192,3,0.76,25,8,0,0,0,2020
Malcolm Brown,LA,-7,-18,-0.175,-0.238,33,162,0,0.7,23,7.7,1,0,0,2020
Kenyan Drake,ARI,10,-3,-0.081,-0.154,31,137,0,0.81,25,6.6,0,0,0,2020
Derrick Henry,TEN,-75,-63,-0.533,-0.468,31,114,0,0.61,19,6.7,0,0,0,2020
Brian Hill,ATL,29,26,0.037,0.02,30,199,0,0.83,25,6.5,1,0,0,2020
Dion Lewis,NYG,25,15,0.019,-0.043,30,127,1,0.63,19,4.2,0,0,0,2020
Kyle Juszczyk,SF,66,60,0.22,0.188,29,202,4,0.66,19,5.3,1,0,0,2020
Jeff Wilson,SF,32,26,0.089,0.045,28,133,3,0.46,13,8.5,0,0,0,2020
Wayne Gallman,NYG,-11,-24,-0.21,-0.303,27,114,0,0.78,21,4.8,0,0,0,2020
Kerryon Johnson,DET,72,69,0.371,0.35,26,187,1,0.73,19,9.6,0,0,0,2020
Latavius Murray,NO,48,46,0.216,0.197,26,176,1,0.88,23,8.6,0,0,0,2020
Joe Mixon,CIN,13,10,-0.048,-0.066,26,138,1,0.81,21,8.1,0,0,0,2020
Darrel Williams,KC,8,2,-0.084,-0.127,26,116,0,0.69,18,8.7,0,0,0,2020
Ito Smith,ATL,-77,-83,-0.621,-0.659,26,75,0,0.65,17,4.8,1,0,0,2020
Darrell Henderson,LA,43,38,0.172,0.138,25,159,1,0.67,16,9.4,0,0,0,2020
Justin Jackson,LAC,50,48,0.231,0.217,24,173,0,0.79,19,11.6,0,0,0,2020
J.K. Dobbins,BAL,-9,-11,-0.2,-0.218,24,120,0,0.75,18,7.2,0,0,0,2020
Chris Thompson,JAC,35,48,0.167,0.271,23,146,1,0.87,20,5.4,0,1,8,2020
Joshua Kelley,LAC,27,29,0.073,0.083,23,148,0,1,23,7.5,0,0,0,2020
Jalen Richard,LV,19,25,0.015,0.066,23,138,0,0.83,19,5.1,0,0,0,2020
Ty Johnson,-,16,17,0.007,0.016,21,99,1,0.76,16,8.1,0,0,0,2020
Devontae Booker,LV,-26,-20,-0.375,-0.327,21,84,0,0.81,17,4.8,0,0,0,2020
Christian McCaffrey,CAR,60,76,0.425,0.573,20,149,1,0.89,17,6.8,0,1,25,2020
DeeJay Dallas,SEA,31,31,0.137,0.135,20,111,1,0.85,17,6.5,0,0,0,2020
Le'Veon Bell,-,14,15,-0.021,-0.012,20,138,0,0.8,16,8.5,1,0,0,2020
Carlos Hyde,SEA,-19,-19,-0.336,-0.327,20,93,0,0.8,16,6.8,1,0,0,2020
Dare Ogunbowale,JAC,-36,-40,-0.503,-0.545,20,54,0,0.5,10,6.3,0,0,0,2020
Raheem Mostert,SF,35,40,0.211,0.256,19,156,1,0.84,16,8.5,0,0,0,2020
Frank Gore,NYJ,5,16,-0.093,0,19,89,0,0.84,16,4.6,0,1,6,2020
LeSean McCoy,TB,-16,-14,-0.303,-0.274,19,101,0,0.79,15,6.8,0,0,0,2020
Nick Chubb,CLE,63,58,0.527,0.477,18,150,0,0.89,16,8.3,0,0,0,2020
Zack Moss,BUF,29,22,0.134,0.073,18,95,1,0.78,14,6.2,0,0,0,2020
Adrian Peterson,DET,22,13,0.09,-0.006,18,101,0,0.67,12,8.6,0,0,0,2020
Alec Ingold,LV,41,48,0.263,0.33,17,110,1,0.71,12,7.3,0,0,0,2020
Jeremy McNichols,TEN,-32,-23,-0.5,-0.399,17,55,0,0.71,12,4.3,0,0,0,2020
Jordan Wilkins,IND,-6,-3,-0.211,-0.167,16,105,0,0.75,12,11.9,0,0,0,2020
Alexander Mattison,MIN,53,62,0.529,0.631,15,125,1,0.87,13,8.3,0,0,0,2020
Tyler Ervin,GB,31,30,0.17,0.156,15,84,0,0.73,11,7.6,0,1,19,2020
La'Mical Perine,NYJ,-8,-8,-0.228,-0.226,15,63,0,0.73,11,6.1,0,0,0,2020
Keith Smith,ATL,-10,-14,-0.255,-0.293,15,59,0,0.73,11,4,0,0,0,2020
Cam Akers,LA,46,43,0.37,0.333,14,123,1,0.79,11,8.3,0,1,11,2020
Salvon Ahmed,MIA,-10,-16,-0.271,-0.356,14,61,0,0.79,11,6.5,0,0,0,2020
Benny Snell,PIT,-11,-15,-0.265,-0.311,14,61,0,0.71,10,8.8,0,0,0,2020
Jaylen Samuels,PIT,-12,-17,-0.295,-0.367,14,46,0,0.64,9,6.2,0,0,0,2020
Phillip Lindsay,DEN,-38,-37,-0.623,-0.6,14,28,0,0.5,7,5.6,0,0,0,2020
C.J. Ham,MIN,47,44,0.462,0.434,13,97,1,0.62,8,9.4,0,0,0,2020
Gus Edwards,BAL,35,37,0.463,0.496,13,129,0,0.69,9,10.3,0,0,0,2020
Royce Freeman,DEN,11,15,0.021,0.074,13,81,0,0.92,12,5.3,0,0,0,2020
Patrick Laird,MIA,18,16,0.165,0.138,12,68,0,0.83,10,4,0,0,0,2020
Samaje Perine,CIN,17,19,0.118,0.161,12,66,0,0.92,11,8.1,0,0,0,2020
Patrick Ricard,BAL,7,7,-0.053,-0.044,12,45,1,0.75,9,5,0,0,0,2020
Darwin Thompson,KC,4,3,-0.061,-0.084,11,65,1,0.64,7,12.6,1,0,0,2020
Rodney Smith,CAR,3,3,-0.08,-0.079,11,59,0,0.82,9,5.1,0,0,0,2020
Matt Breida,MIA,42,41,0.499,0.485,10,96,0,0.9,9,10.7,0,1,15,2020
Travis Homer,SEA,37,33,0.485,0.431,10,90,1,0.9,9,10.2,0,0,0,2020
Devonta Freeman,NYG,2,-4,-0.104,-0.207,10,58,0,0.7,7,10,0,0,0,2020
Troymaine Pope,LAC,-3,-11,-0.18,-0.316,10,42,0,0.8,8,5.5,0,0,0,2020
DeAndre Washington,-,-13,-6,-0.386,-0.253,10,30,0,0.5,5,4.6,0,0,0,2020
Ke'Shawn Vaughn,TB,-25,-19,-0.619,-0.496,10,34,1,0.5,5,4.6,1,0,0,2020
Sony Michel,NE,64,62,1.015,0.98,9,114,1,0.78,7,15.7,0,0,0,2020
Ryan Nall,CHI,32,33,0.545,0.575,9,67,1,0.89,8,5.9,0,0,0,2020
Ameer Abdullah,MIN,25,27,0.315,0.353,9,58,2,0.89,8,7.9,0,0,0,2020
Saquon Barkley,NYG,17,10,0.172,0.042,9,60,0,0.67,6,9.2,0,0,0,2020
Anthony McFarland,PIT,7,8,0.009,0.016,9,54,0,0.67,6,7.8,0,0,0,2020
Jakob Johnson,NE,-6,-11,-0.24,-0.315,9,35,1,0.89,8,2.5,1,0,0,2020
Tarik Cohen,CHI,-12,-11,-0.388,-0.366,9,41,0,0.67,6,10.2,0,0,0,2020
Alex Armah,CAR,-30,-33,-0.643,-0.683,9,18,0,0.56,5,4,0,0,0,2020
Mark Ingram,BAL,1,1,-0.109,-0.114,8,50,0,0.75,6,8.2,0,0,0,2020
Josh Adams,NYJ,-3,-5,-0.188,-0.23,8,29,0,0.75,6,4,0,0,0,2020
JaMycal Hasty,SF,-14,-16,-0.549,-0.587,8,33,0,0.88,7,6.7,0,0,0,2020
Damien Harris,NE,20,18,0.365,0.306,7,52,0,0.71,5,11,0,0,0,2020
Peyton Barber,WAS,-20,-23,-0.623,-0.681,7,12,0,0.57,4,2.8,0,0,0,2020
Theo Riddick,LV,12,5,0.25,0.031,6,43,0,0.83,5,6.6,0,0,0,2020
Corey Clement,PHI,5,1,0.012,-0.108,6,25,0,0.83,5,6.4,0,0,0,2020
Ty Montgomery,NO,-19,-17,-0.676,-0.624,6,27,0,0.5,3,11,0,0,0,2020
Tevin Coleman,SF,8,9,0.132,0.179,5,34,0,0.8,4,5.3,0,0,0,2020
Trayveon Williams,CIN,4,7,0.022,0.107,5,30,0,1,5,8.2,0,0,0,2020
C.J. Prosise,HOU,3,3,-0.027,-0.03,5,18,1,1,5,5.2,0,0,0,2020
Justice Hill,BAL,-7,-12,-0.433,-0.669,5,20,0,1,5,5.4,0,0,0,2020
Alfred Morris,NYG,21,19,0.817,0.739,4,19,1,0.75,3,5.7,0,0,0,2020
Darrynton Evans,TEN,13,19,0.47,0.73,4,27,1,0.5,2,14.5,0,0,0,2020
T.J. Yeldon,BUF,5,5,0.061,0.098,4,22,1,0.25,1,0,0,0,0,2020
Jonathan Williams,DET,4,7,0.011,0.14,4,21,0,1,4,5.8,0,0,0,2020
D'Ernest Johnson,CLE,-12,-10,-0.688,-0.596,4,14,0,0.75,3,4,0,0,0,2020
Marlon Mack,IND,11,13,0.519,0.624,3,30,0,1,3,10.3,0,0,0,2020
Elijhaa Penny,NYG,10,9,0.49,0.393,3,20,0,0.67,2,8,0,0,0,2020
Trenton Cannon,CAR,-4,-6,-0.344,-0.482,3,16,0,1,3,4.3,0,0,0,2020
Reggie Bonnafon,CAR,19,20,1.027,1.119,2,18,1,1,2,10,0,0,0,2020
AJ Dillon,GB,15,13,1.537,1.395,2,21,0,1,2,8,0,0,0,2020
Anthony Sherman,KC,9,13,0.68,1.018,2,5,1,0.5,1,7,0,0,0,2020
Mike Boone,MIN,2,0,0.005,-0.136,2,10,0,1,2,8.5,0,0,0,2020
Alex Collins,SEA,-2,-3,-0.345,-0.503,2,4,0,0.5,1,1,0,0,0,2020
J.J. Taylor,NE,-5,-5,-0.672,-0.591,2,4,0,0.5,1,8,0,0,0,2020
Bruce Miller,JAC,-6,-3,-0.516,-0.36,2,2,0,0.5,1,3,0,0,0,2020
Buddy Howell,HOU,-6,-9,-0.624,-0.835,2,3,0,0.5,1,7,0,0,0,2020
Taiwan Jones,BUF,-11,-10,-1.131,-1.084,2,0,0,0,0,,0,0,0,2020
D'Onta Foreman,TEN,14,15,1.865,1.944,1,5,1,1,1,3,0,0,0,2020
Antonio Williams,BUF,10,11,1.523,1.753,1,20,0,1,1,16,0,0,0,2020
D.J. Foster,ARI,4,6,0.415,0.656,1,7,0,1,1,3,0,0,0,2020
Dontrell Hilliard,CLE,-5,-6,-0.81,-1.018,1,2,0,1,1,2,0,0,0,2020
Jordan Howard,MIA,-27,-27,-3.915,-3.93,1,-3,0,1,1,0,1,0,0,2020
