Player,GSIS,Full Name,Team,DYAR,YAR,DVOA,VOA,Passes,Yards,TD,Catch Rate,Catches,YAC,FUM,DPI,DPI Yards
14-T.Sherfield,00-0034487,Trent Sherfield,MIA,43,45,-1.4%,-0.9%,51,417,2,59%,30,4.6,0,0,0
84-C.Davis,00-0033871,Corey Davis,NYJ,43,39,-4.1%,-4.9%,64,536,2,50%,32,3.4,0,0,0
25-Ma.Jones,,,NE,41,42,109.9%,113.0%,4,78,1,100%,4,23.8,0,0,0
85-R.Cracraft,00-0034054,River Cracraft,MIA,38,37,23.5%,22.6%,14,102,2,64%,9,2.9,0,0,0
17-W.Robinson,00-0038117,Wan'Dale Robinson,NYG,38,45,2.9%,5.7%,31,227,1,74%,23,5.5,0,0,0
16-J.Smith,00-0035510,Jeff Smith,NYJ,38,38,32.7%,33.4%,11,134,0,73%,8,4.6,0,0,0
11-D.Mooney,00-0036309,Darnell Mooney,CHI,38,36,-4.9%,-5.3%,61,493,2,66%,40,4.2,0,1,20
13-B.Pringle,00-0034297,Byron Pringle,CHI,38,40,16.0%,17.7%,16,135,2,63%,10,1.4,0,0,0
84-K.Bourne,00-0033307,Kendrick Bourne,NE,38,44,-2.4%,-0.5%,48,434,1,73%,35,4.1,2,0,0
82-S.Watkins,00-0031325,Sammy Watkins,2TM,37,57,4.4%,13.6%,27,325,0,59%,16,7.9,1,0,0
24-S.Moore,00-0038090,Skyy Moore,KC,37,35,1.5%,0.7%,33,250,0,67%,22,6.9,0,0,0
2-D.Moore,00-0034827,DJ Moore,CAR,34,25,-9.1%,-10.0%,119,888,7,53%,63,2.9,0,1,6
13-M.Gallup,00-0034764,Michael Gallup,DAL,33,29,-7.2%,-7.9%,74,424,4,53%,39,2.7,0,3,116
3-Z.Pascal,00-0033251,Zach Pascal,PHI,32,38,8.2%,11.6%,19,150,1,79%,15,5.7,0,0,0
1-Al.Robinson,00-0031428,Allen Robinson,LA,32,32,-5.2%,-5.1%,52,339,3,63%,33,2.2,0,1,1
1-P.Campbell,00-0035639,Parris Campbell,IND,31,42,-8.4%,-6.9%,91,622,3,69%,63,4.4,1,2,48
84-Ju.Watson,00-0034386,Justin Watson,KC,31,32,-0.5%,0.0%,34,315,2,44%,15,4.0,0,0,0
15-C.Moore,00-0032398,Chris Moore,HOU,31,34,-7.5%,-6.8%,74,548,2,65%,48,5.6,0,2,47
16-T.Hilton,00-0029608,T.Y. Hilton,DAL,30,37,31.0%,40.9%,10,121,0,70%,7,4.7,0,0,0
11-C.Wilson,00-0034418,Cedrick Wilson,MIA,29,27,9.7%,7.9%,18,136,0,67%,12,3.8,0,0,0
15-L.Shenault,00-0036268,Laviska Shenault,CAR,29,27,-0.5%,-1.3%,32,272,1,84%,27,12.2,0,0,0
1-K.Hamler,00-0036412,KJ Hamler,DEN,27,21,12.1%,6.3%,14,165,0,50%,7,3.3,0,1,21
84-K.Cole,00-0033681,Keelan Cole,LV,27,27,3.8%,3.6%,21,141,1,48%,10,2.0,0,1,36
19-E.St. Brown,00-0034279,Equanimeous St. Brown,CHI,27,31,-3.7%,-2.3%,39,323,1,55%,21,4.5,1,0,0
11-M.Jones,00-0029293,Marvin Jones,JAC,26,23,-8.6%,-9.1%,81,529,3,57%,46,2.1,0,2,24
16-T.Burks,00-0037742,Treylon Burks,TEN,25,30,-6.6%,-5.5%,54,444,1,61%,33,5.0,0,0,0
85-T.Kennedy,00-0035544,Tom Kennedy,DET,25,27,8.9%,10.4%,15,141,0,53%,8,9.1,0,1,6
16-J.Brown,,,BUF,24,23,143.0%,139.2%,2,42,1,50%,1,0.0,0,0,0
83-G.Dortch,00-0035500,Greg Dortch,ARI,21,34,-8.2%,-5.4%,64,467,2,81%,52,5.6,0,0,0
15-N.Westbrook-Ikhine,00-0036182,Nick Westbrook-Ikhine,TEN,21,15,-7.3%,-8.7%,50,397,3,50%,25,4.3,0,1,6
10-K.Shakir,00-0037261,Khalil Shakir,BUF,20,19,-0.5%,-1.2%,20,161,1,50%,10,7.4,0,1,20
15-J.Virgil,,,DEN,19,21,39.7%,43.1%,5,75,1,40%,2,21.5,0,0,0
39-J.Agnew,00-0033572,Jamal Agnew,JAC,18,18,-4.6%,-4.6%,30,187,3,77%,23,5.4,0,0,0
7-R.Bateman,00-0036550,Rashod Bateman,BAL,16,10,-4.9%,-8.1%,28,285,2,54%,15,8.9,1,0,0
5-J.Reagor,00-0036387,Jalen Reagor,MIN,16,18,2.4%,4.5%,13,104,1,62%,8,3.5,0,0,0
86-F.Swain,00-0036247,Freddie Swain,DEN,15,16,21.3%,22.0%,6,74,0,67%,4,6.8,0,0,0
15-J.Guyton,00-0035414,Jalen Guyton,LAC,15,15,39.5%,40.0%,4,64,0,50%,2,3.5,0,0,0
15-J.Jennings,00-0036259,Jauan Jennings,SF,14,13,-9.4%,-9.6%,56,416,1,63%,35,5.0,1,0,0
14-A.Pierce,00-0037664,Alec Pierce,IND,13,11,-10.5%,-10.8%,78,593,2,53%,41,2.8,1,2,24
17-D.Baldwin,,,CLE,13,12,57.9%,52.8%,2,25,0,100%,2,0.0,0,0,0
15-J.Kumerow,00-0031787,Jake Kumerow,BUF,12,9,8.1%,2.3%,7,64,0,57%,4,4.3,0,0,0
83-D.Young,,,SEA,12,13,61.6%,67.0%,2,24,0,100%,2,11.5,0,0,0
10-D.Hopkins,00-0030564,DeAndre Hopkins,ARI,11,26,-11.2%,-9.2%,96,717,3,67%,64,2.6,2,1,11
17-K.White,,,NO,11,9,13.1%,8.2%,5,74,0,40%,2,34.0,0,0,0
88-F.Darby,,,ATL,9,8,99.9%,90.5%,1,15,0,100%,1,1.0,0,0,0
2-D.Brown,00-0036626,Dyami Brown,WAS,9,14,-4.8%,-0.4%,14,143,2,36%,5,6.2,0,0,0
6-J.Jones,00-0027944,Julio Jones,TB,7,12,-10.5%,-9.1%,43,299,2,56%,24,4.8,0,1,30
15-D.Milne,00-0036671,Dax Milne,WAS,7,9,-0.5%,3.2%,7,37,1,86%,6,2.2,0,0,0
17-J.Camp,,,HOU,7,6,64.3%,51.6%,1,7,0,100%,1,0.0,0,0,0
88-C.Johnson,,,SEA,7,5,15.2%,6.9%,4,21,0,50%,2,3.0,0,0,0
4-R.Moore,00-0036936,Rondale Moore,ARI,7,6,-11.1%,-11.2%,56,414,1,73%,41,6.9,0,2,15
2-M.Brown,00-0035662,Marquise Brown,ARI,7,4,-11.9%,-12.2%,107,709,3,63%,67,3.5,1,4,124
87-Q.Cephus,00-0036277,Quintez Cephus,DET,6,4,15.4%,7.1%,3,15,0,67%,2,2.0,0,0,0
8-C.Hollister,,,TEN,5,6,0.7%,2.6%,5,54,0,60%,3,2.7,0,0,0
1-J.Darden,00-0036877,Jaelon Darden,TB,5,5,17.4%,20.2%,2,26,0,100%,2,8.0,0,0,0
12-V.Jones,00-0037745,Velus Jones,CHI,5,6,-8.1%,-6.9%,14,107,1,50%,7,5.3,0,0,0
83-S.Toure,00-0037098,Samori Toure,GB,4,12,-7.3%,2.1%,10,82,1,50%,5,2.2,1,1,17
15-T.Jones,,,JAC,4,3,0.3%,-1.9%,4,30,0,75%,3,7.0,0,0,0
18-T.Johnson,00-0036427,Tyler Johnson,HOU,4,3,35.7%,19.8%,1,8,0,100%,1,10.0,0,0,0
15-D.Jackson,00-0026189,DeSean Jackson,BAL,4,5,-9.8%,-9.0%,17,153,0,53%,9,2.6,0,0,0
89-G.Olszewski,00-0035645,Gunner Olszewski,PIT,4,5,-5.4%,-3.4%,7,53,0,71%,5,2.6,0,0,0
81-S.Fehoko,00-0036646,Simi Fehoko,DAL,2,0,-4.5%,-13.7%,4,24,0,75%,3,3.3,0,0,0
80-C.Board,,,TEN,1,0,2.2%,-12.4%,1,6,0,100%,1,0.0,0,0,0
19-C.Conley,00-0032128,Chris Conley,2TM,0,-3,-13.1%,-17.6%,7,46,0,57%,4,0.8,0,0,0
18-E.Ezukanma,00-0038092,Erik Ezukanma,MIA,-1,-2,-42.1%,-85.0%,1,3,0,100%,1,7.0,0,0,0
12-N.Collins,00-0036554,Nico Collins,HOU,-2,-19,-13.0%,-16.5%,66,481,2,56%,37,3.9,0,0,0
15-M.Alexander,,,DET,-2,-3,-46.0%,-52.3%,1,7,0,100%,1,4.0,0,0,0
13-D.Sills,00-0035359,David Sills,NYG,-4,0,-15.6%,-12.4%,17,106,0,65%,11,3.6,0,0,0
18-J.Tolbert,00-0037666,Jalen Tolbert,DAL,-4,-6,-30.2%,-38.6%,3,12,0,67%,2,1.0,0,0,0
19-A.Rodgers,00-0036991,Amari Rodgers,2TM,-4,0,-14.8%,-12.7%,26,204,1,64%,16,3.7,2,0,0
9-K.Turpin,00-0037801,Kavontae Turpin,DAL,-4,-3,-42.6%,-31.5%,2,9,0,50%,1,5.0,0,0,0
15-C.White,,,PIT,-5,-5,-73.7%,-73.1%,1,2,0,100%,1,2.0,0,0,0
11-C.Beasley,00-0029000,Cole Beasley,2TM,-5,-8,-23.2%,-29.6%,7,35,0,86%,6,2.3,0,0,0
11-M.Pittman,00-0036252,Michael Pittman,IND,-6,-13,-13.2%,-13.9%,141,925,4,70%,99,3.5,2,0,0
18-K.Philips,00-0037273,Kyle Philips,TEN,-6,-15,-18.7%,-28.5%,13,78,0,62%,8,2.6,0,0,0
11-D.Harty,00-0035215,Deonte Harty,NO,-6,-7,-48.9%,-53.2%,2,13,0,100%,2,4.0,0,0,0
12-M.Kinsey,,,TEN,-6,-6,-108.8%,-103.3%,1,3,0,100%,1,0.0,0,0,0
83-L.Humphrey,00-0035406,Lil'Jordan Humphrey,NE,-6,-7,-33.3%,-35.1%,4,20,0,50%,2,7.5,0,0,0
15-P.Cooper,,,ARI,-7,-7,-55.6%,-55.9%,2,6,0,100%,2,6.0,0,0,0
80-J.Ali,,,ATL,-7,-7,-103.2%,-103.4%,1,0,0,0%,0,,0,0,0
83-J.Washington,00-0034676,James Washington,DAL,-7,-7,-105.0%,-103.5%,1,0,0,0%,0,,0,0,0
19-J.Gordon,00-0029664,Josh Gordon,TEN,-7,-7,-105.2%,-103.5%,1,0,0,0%,0,,0,0,0
19-D.Turner,,,LV,-7,-6,-120.7%,-105.6%,1,0,0,0%,0,,0,0,0
5-J.Landry,00-0031382,Jarvis Landry,NO,-8,-3,-15.2%,-13.8%,39,272,1,64%,25,2.4,0,0,0
87-T.Gentry,,,BUF,-8,-9,-103.4%,-108.0%,1,0,0,0%,0,,0,0,0
88-J.Winfree,00-0035593,Juwann Winfree,GB,-9,-13,-38.6%,-52.1%,4,17,0,25%,1,5.0,0,0,0
11-J.Moore,,,LAC,-9,-11,-67.7%,-81.7%,2,5,0,50%,1,0.0,0,0,0
81-A.Trammell,00-0036841,Austin Trammell,LA,-9,-8,-40.9%,-38.2%,4,13,0,50%,2,0.0,0,0,0
13-M.Boykin,00-0035703,Miles Boykin,PIT,-9,-9,-50.6%,-50.9%,3,11,0,67%,2,0.0,0,0,0
17-M.Strachan,00-0036482,Mike Strachan,IND,-9,-8,-27.6%,-25.2%,9,59,0,33%,3,4.3,0,0,0
18-K.Kirkwood,00-0034317,Keith Kirkwood,NO,-9,-10,-40.3%,-41.7%,4,18,0,50%,2,2.0,0,0,0
1-D.Eskridge,00-0036620,D'Wayne Eskridge,SEA,-9,-14,-21.4%,-25.8%,13,58,0,54%,7,6.6,0,1,27
17-S.Morgan,00-0035399,Stanley Morgan,CIN,-10,-10,-109.4%,-106.4%,1,0,0,0%,0,,0,0,0
13-H.Renfrow,00-0034983,Hunter Renfrow,LV,-12,-13,-15.8%,-16.1%,50,330,2,72%,36,4.1,3,0,0
83-A.Isabella,00-0035527,Andy Isabella,ARI,-13,-9,-44.6%,-35.1%,5,21,0,40%,2,2.5,0,0,0
16-T.Wallace,00-0036630,Tylan Wallace,BAL,-13,-16,-35.3%,-40.5%,7,33,0,57%,4,2.3,0,0,0
19-P.Hart,00-0035022,Penny Hart,SEA,-13,-10,-51.5%,-43.9%,4,20,0,75%,3,4.0,0,0,0
12-S.Smith,00-0036572,Shi Smith,CAR,-14,-26,-16.8%,-20.6%,41,296,2,54%,22,4.4,1,1,7
15-K.Coutee,00-0034366,Keke Coutee,IND,-14,-13,-209.5%,-190.2%,1,20,0,100%,1,8.0,1,0,0
8-E.Moore,00-0036980,Elijah Moore,NYJ,-16,1,-16.0%,-12.6%,65,450,1,57%,37,2.6,0,0,0
82-A.Baccellia,00-0035876,Andre Baccellia,ARI,-16,-12,-32.6%,-27.0%,10,45,0,70%,7,1.6,0,0,0
18-L.Treadwell,00-0032951,Laquon Treadwell,SEA,-17,-20,-32.1%,-35.1%,10,42,0,60%,6,1.8,0,1,14
13-R.McMath,00-0036652,Racey McMath,TEN,-17,-17,-47.4%,-47.1%,8,40,0,25%,2,3.5,0,0,0
89-B.Edwards,00-0036365,Bryan Edwards,ATL,-20,-19,-70.3%,-66.4%,5,15,0,60%,3,3.0,0,0,0
1-M.Callaway,00-0036219,Marquez Callaway,NO,-21,-29,-20.8%,-23.9%,32,158,1,50%,16,2.2,0,0,0
11-D.Mims,00-0036255,Denzel Mims,NYJ,-21,-16,-24.6%,-21.5%,25,186,0,44%,11,6.8,0,0,0
10-D.Patmon,00-0036228,Dezmon Patmon,IND,-22,-21,-58.4%,-56.6%,6,24,0,33%,2,3.5,0,0,0
80-J.Crowder,00-0031941,Jamison Crowder,BUF,-22,-23,-33.7%,-34.7%,13,60,0,46%,6,5.0,0,0,0
12-M.Woods,00-0037300,Michael Woods,CLE,-22,-23,-39.0%,-39.9%,10,45,0,50%,5,3.4,0,0,0
11-T.Taylor,00-0033292,Trent Taylor,CIN,-22,-24,-43.7%,-45.5%,10,62,0,60%,6,7.2,0,0,0
83-N.Webster,,,CHI,-22,-21,-117.3%,-113.0%,3,14,0,67%,2,2.0,1,0,0
19-D.Samuel,00-0035719,Deebo Samuel,SF,-23,-32,-15.7%,-16.9%,94,632,2,60%,56,8.8,0,3,28
16-T.Cleveland,00-0036439,Tyrie Cleveland,DEN,-25,-23,-60.5%,-57.3%,7,28,0,29%,2,8.5,0,0,0
4-P.Dorsett,00-0032208,Phillip Dorsett,HOU,-25,-19,-20.9%,-18.8%,40,257,1,50%,20,3.1,0,0,0
18-Dav.Bell,00-0037257,David Bell,CLE,-25,-26,-23.2%,-23.7%,35,214,0,69%,24,2.9,0,0,0
17-D.Houston,00-0037570,Dennis Houston,DAL,-25,-29,-73.2%,-80.7%,6,16,0,33%,2,3.0,0,0,0
2-R.Woods,00-0030431,Robert Woods,TEN,-27,-24,-16.5%,-16.1%,91,527,2,58%,53,2.9,0,1,5
86-B.Sanders,00-0037355,Braylon Sanders,MIA,-28,-27,-133.1%,-128.9%,3,17,0,67%,2,1.5,1,0,0
9-J.Williams,00-0037240,Jameson Williams,DET,-30,-27,-54.7%,-51.1%,9,41,1,11%,1,5.0,0,0,0
6-D.Gray,00-0037828,Danny Gray,SF,-32,-35,-72.2%,-78.4%,7,10,0,14%,1,4.0,0,0,0
10-D.Robinson,00-0032775,Demarcus Robinson,BAL,-32,-48,-18.2%,-21.1%,75,458,2,64%,48,3.1,2,1,32
19-B.Powell,00-0034646,Brandon Powell,LA,-35,-42,-27.8%,-30.6%,32,156,0,75%,24,7.7,0,0,0
87-R.Doubs,00-0037816,Romeo Doubs,GB,-35,-51,-19.5%,-22.6%,67,425,3,63%,42,4.5,2,0,0
17-I.Smith-Marsette,00-0036635,Ihmir Smith-Marsette,CHI,-36,-37,-131.3%,-132.8%,4,15,0,25%,1,5.0,1,0,0
16-Q.Watkins,00-0036271,Quez Watkins,PHI,-37,-32,-21.8%,-20.4%,51,354,3,65%,33,4.4,1,2,40
80-Mi.Thomas,00-0033114,Mike Thomas,CIN,-38,-41,-57.6%,-60.9%,10,38,0,20%,2,12.0,0,1,12
82-L.McCutcheon,,,LA,-38,-37,-108.5%,-106.1%,5,0,0,0%,0,,0,0,0
19-K.Golladay,00-0033932,Kenny Golladay,NYG,-40,-35,-43.0%,-39.3%,17,81,1,35%,6,1.8,0,0,0
18-D.Pettis,00-0034860,Dante Pettis,CHI,-41,-51,-26.2%,-29.4%,41,245,3,46%,19,3.3,0,0,0
83-D.Thompkins,00-0037487,Deven Thompkins,TB,-43,-38,-71.0%,-65.3%,10,32,0,50%,5,6.4,0,0,0
89-C.Sims,00-0034104,Cam Sims,WAS,-43,-41,-42.6%,-41.3%,18,89,0,44%,8,2.3,0,0,0
3-J.Proche,00-0036133,James Proche,BAL,-43,-45,-45.6%,-47.1%,17,62,0,47%,8,2.0,0,0,0
83-M.Bandy,00-0036959,Michael Bandy,LAC,-44,-45,-41.2%,-42.1%,21,89,0,48%,10,2.5,0,0,0
16-B.Perriman,00-0032054,Breshad Perriman,TB,-44,-41,-43.4%,-41.2%,19,110,1,47%,9,5.8,1,0,0
84-M.Johnson,00-0023484,Marcus Johnson,NYG,-45,-49,-39.9%,-41.9%,22,99,0,41%,9,4.0,0,0,0
89-B.Johnson,00-0022156,Bryant Johnson,DEN,-45,-45,-53.8%,-53.0%,14,42,1,43%,6,2.2,0,0,0
18-B.Skowronek,00-0036862,Ben Skowronek,LA,-46,-35,-22.3%,-20.0%,61,376,0,64%,39,3.6,0,0,0
10-A.Schwartz,00-0036999,Anthony Schwartz,CLE,-48,-47,-71.3%,-70.1%,10,51,0,40%,4,6.8,1,0,0
3-S.Shepard,00-0032385,Sterling Shepard,NYG,-49,-35,-39.5%,-32.1%,24,154,1,54%,13,4.2,0,1,13
82-S.Sims,00-0034928,Steven Sims,PIT,-51,-53,-42.4%,-43.4%,23,104,0,61%,14,4.3,0,0,0
11-T.Thornton,00-0038104,Tyquan Thornton,NE,-53,-48,-27.5%,-26.2%,45,247,2,49%,22,2.9,0,0,0
15-N.Agholor,00-0031549,Nelson Agholor,NE,-57,-60,-26.4%,-27.1%,53,362,2,58%,31,4.7,2,2,20
10-C.Claypool,00-0036326,Chase Claypool,2TM,-59,-88,-22.3%,-26.9%,80,451,1,58%,46,3.0,1,1,28
10-S.Miller,00-0035298,Scott Miller,TB,-62,-54,-31.5%,-29.0%,40,185,0,58%,23,1.4,0,2,43
