Justin Jefferson,MIN,489,461,0.207,0.187,184,1809,8,0.7,128,4.8,0,4,49,2022
Stefon Diggs,BUF,434,436,0.223,0.224,154,1429,11,0.7,108,3.9,1,3,55,2022
Jaylen Waddle,MIA,397,413,0.308,0.325,117,1356,8,0.64,75,6.8,1,4,96,2022
Tyreek Hill,MIA,388,403,0.155,0.166,170,1710,7,0.7,119,4.1,1,5,130,2022
CeeDee Lamb,DAL,314,318,0.126,0.129,156,1359,9,0.69,107,4.6,0,2,48,2022
Terry McLaurin,WAS,309,322,0.2,0.214,120,1191,5,0.64,77,5,0,3,53,2022
Amari Cooper,CLE,302,288,0.158,0.145,132,1160,9,0.59,78,3.8,0,3,70,2022
DeVonta Smith,PHI,280,292,0.147,0.159,136,1210,7,0.7,95,5.2,0,1,30,2022
Amon-Ra St. Brown,DET,274,257,0.11,0.096,146,1161,6,0.73,106,5,0,1,5,2022
Tee Higgins,CIN,274,266,0.189,0.18,109,1029,7,0.68,74,3.9,0,2,19,2022
A.J. Brown,PHI,265,295,0.108,0.135,145,1496,11,0.61,88,6.3,2,1,24,2022
Brandon Aiyuk,SF,262,268,0.164,0.171,114,1015,8,0.68,78,4.8,1,4,63,2022
Tyler Lockett,SEA,257,263,0.156,0.162,117,1033,9,0.72,84,3.2,1,1,14,2022
Davante Adams,LV,236,220,0.04,0.029,180,1516,14,0.56,100,4.9,1,4,66,2022
Mike Evans,TB,236,249,0.097,0.109,127,1124,6,0.61,77,2.8,0,5,110,2022
Tyler Boyd,CIN,234,225,0.235,0.221,82,762,5,0.71,58,4.3,0,0,0,2022
Jerry Jeudy,DEN,232,222,0.17,0.157,100,972,6,0.67,67,5.9,0,2,47,2022
Mike Williams,LAC,219,217,0.174,0.17,93,895,4,0.68,63,5.1,0,0,0,2022
DeVante Parker,NE,196,200,0.401,0.414,47,539,3,0.66,31,3.4,0,2,47,2022
George Pickens,PIT,194,172,0.157,0.125,84,801,4,0.62,52,2,0,4,25,2022
Ja'Marr Chase,CIN,190,166,0.045,0.023,134,1046,9,0.65,87,4.8,2,3,61,2022
JuJu Smith-Schuster,KC,185,196,0.106,0.119,101,933,3,0.77,78,5.9,3,0,0,2022
Jakobi Meyers,NE,179,172,0.102,0.092,96,804,6,0.7,67,3.6,1,4,65,2022
Christian Kirk,JAC,178,174,0.044,0.041,134,1099,8,0.63,84,4.3,1,0,0,2022
Allen Lazard,GB,160,165,0.07,0.076,100,788,6,0.6,60,4.1,0,2,55,2022
Chris Olave,NO,155,153,0.038,0.036,119,1042,4,0.61,72,2.9,2,3,65,2022
Rashid Shaheed,NO,155,158,0.441,0.451,34,488,2,0.82,28,6.3,1,0,0,2022
Darius Slayton,NYG,148,161,0.135,0.158,71,724,2,0.65,46,5.7,2,3,55,2022
Gabe Davis,BUF,146,136,0.07,0.057,93,836,7,0.52,48,3,1,3,40,2022
Keenan Allen,LAC,146,143,0.08,0.076,89,752,4,0.74,66,3.9,1,0,0,2022
Christian Watson,GB,133,151,0.114,0.147,66,611,7,0.62,41,6.4,0,2,54,2022
Cooper Kupp,LA,132,155,0.045,0.075,98,812,6,0.77,75,5.5,2,0,0,2022
Richie James,NYG,128,149,0.122,0.163,70,569,4,0.81,57,3.1,0,0,0,2022
Donovan Peoples-Jones,CLE,127,125,0.039,0.036,96,839,3,0.64,61,3.1,1,3,62,2022
DJ Chark,DET,124,119,0.163,0.15,52,502,3,0.58,30,4.4,0,1,34,2022
Jahan Dotson,WAS,121,120,0.124,0.122,61,523,7,0.57,35,3.9,0,0,0,2022
Drake London,ATL,119,113,0.001,-0.006,117,866,4,0.62,72,3.1,3,2,17,2022
Olamide Zaccheaus,ATL,118,112,0.115,0.104,61,533,3,0.66,40,4.8,1,3,78,2022
Mack Hollins,LV,113,105,0.034,0.022,94,690,4,0.61,57,3.4,0,1,47,2022
Adam Thielen,MIN,111,105,0.001,-0.005,107,716,6,0.65,70,2.2,0,4,85,2022
Trenton Irwin,CIN,110,110,0.522,0.523,23,231,4,0.65,15,3.9,0,0,0,2022
Marquise Goodwin,SEA,107,108,0.204,0.206,42,387,4,0.64,27,4.2,0,0,0,2022
Devin Duvernay,BAL,100,90,0.144,0.115,49,407,3,0.76,37,4.3,0,0,0,2022
Van Jefferson,LA,100,85,0.152,0.109,44,369,3,0.55,24,1.6,0,2,18,2022
Mecole Hardman,KC,97,100,0.243,0.253,34,297,4,0.74,25,6.4,0,0,0,2022
Isaiah Hodgins,-,96,109,0.121,0.153,48,392,4,0.77,37,2.4,1,1,9,2022
Courtland Sutton,DEN,93,108,-0.018,-0.001,109,829,2,0.59,64,2.3,0,5,122,2022
Isaiah McKenzie,BUF,93,80,0.052,0.028,65,423,4,0.65,42,3,0,1,21,2022
Tre'Quan Smith,NO,90,90,0.296,0.294,27,278,1,0.7,19,3.5,0,0,0,2022
Zay Jones,JAC,89,88,-0.034,-0.035,121,834,5,0.68,82,3.6,0,1,7,2022
Joshua Palmer,LAC,87,92,-0.026,-0.02,107,769,3,0.67,72,3.5,1,5,101,2022
Kalif Raymond,DET,86,70,0.051,0.018,64,616,0,0.73,47,4.6,1,0,0,2022
Terrace Marshall,CAR,85,80,0.105,0.09,47,490,1,0.6,28,4.7,1,1,27,2022
DeAndre Carter,LAC,82,73,0.027,0.01,65,538,3,0.71,46,4.5,1,1,11,2022
Noah Brown,DAL,80,73,0.008,-0.005,74,555,3,0.58,43,3,1,3,67,2022
Michael J. Thomas,NO,78,78,0.311,0.312,22,171,3,0.73,16,1.3,0,0,0,2022
Josh Reynolds,DET,74,78,0.016,0.024,59,479,3,0.64,38,3,0,2,7,2022
Marquez Valdes-Scantling,KC,73,70,-0.014,-0.019,81,687,2,0.52,42,2.9,0,1,9,2022
Russell Gage,TB,71,75,0,0.008,70,426,5,0.73,51,3.4,1,0,0,2022
K.J. Osborn,MIN,69,76,-0.029,-0.019,90,650,5,0.67,60,5,1,1,13,2022
Chris Godwin,TB,64,75,-0.07,-0.061,143,1023,3,0.73,104,4.9,2,0,0,2022
Garrett Wilson,NYJ,64,71,-0.072,-0.066,147,1103,4,0.56,83,4.6,1,4,71,2022
Curtis Samuel,WAS,61,56,-0.042,-0.049,92,656,4,0.7,64,4.5,0,1,17,2022
Jalen Nailor,MIN,61,64,0.424,0.453,13,179,1,0.69,9,7.4,0,0,0,2022
Ashton Dulin,IND,59,62,0.21,0.228,22,207,1,0.68,15,2.3,0,0,0,2022
Ray-Ray McCloud,SF,53,59,0.17,0.199,25,243,1,0.56,14,6.6,0,0,0,2022
KhaDarel Hodge,ATL,52,50,0.262,0.246,20,202,1,0.65,13,4.7,0,0,0,2022
DK Metcalf,SEA,52,53,-0.079,-0.079,141,1048,6,0.64,90,2.4,2,2,37,2022
Damiere Byrd,ATL,51,55,0.183,0.206,23,268,2,0.57,13,8.1,0,0,0,2022
N'Keal Harry,CHI,51,53,0.553,0.574,9,116,1,0.78,7,2.3,0,1,6,2022
Kendall Hinton,DEN,50,59,0.076,0.112,33,311,0,0.73,24,5.8,0,0,0,2022
Tutu Atwell,LA,48,44,0.039,0.026,35,298,1,0.51,18,3.3,0,2,81,2022
Randall Cobb,GB,47,50,-0.009,-0.001,50,417,1,0.68,34,5.4,1,1,11,2022
Kadarius Toney,-,44,47,0.142,0.162,20,171,2,0.8,16,6.8,0,0,0,2022
Brandin Cooks,HOU,44,47,-0.069,-0.064,93,699,3,0.61,57,3.6,0,3,58,2022
Trent Sherfield,MIA,43,45,-0.014,-0.009,51,417,2,0.59,30,4.6,0,0,0,2022
Corey Davis,NYJ,43,39,-0.041,-0.049,64,536,2,0.5,32,3.4,0,0,0,2022
River Cracraft,MIA,38,37,0.235,0.226,14,102,2,0.64,9,2.9,0,0,0,2022
Wan'Dale Robinson,NYG,38,45,0.029,0.057,31,227,1,0.74,23,5.5,0,0,0,2022
Jeff Smith,NYJ,38,38,0.327,0.334,11,134,0,0.73,8,4.6,0,0,0,2022
Darnell Mooney,CHI,38,36,-0.049,-0.053,61,493,2,0.66,40,4.2,0,1,20,2022
Byron Pringle,CHI,38,40,0.16,0.177,16,135,2,0.63,10,1.4,0,0,0,2022
Kendrick Bourne,NE,38,44,-0.024,-0.005,48,434,1,0.73,35,4.1,2,0,0,2022
Sammy Watkins,-,37,57,0.044,0.136,27,325,0,0.59,16,7.9,1,0,0,2022
Skyy Moore,KC,37,35,0.015,0.007,33,250,0,0.67,22,6.9,0,0,0,2022
DJ Moore,CAR,34,25,-0.091,-0.1,119,888,7,0.53,63,2.9,0,1,6,2022
Michael Gallup,DAL,33,29,-0.072,-0.079,74,424,4,0.53,39,2.7,0,3,116,2022
Zach Pascal,PHI,32,38,0.082,0.116,19,150,1,0.79,15,5.7,0,0,0,2022
Allen Robinson,LA,32,32,-0.052,-0.051,52,339,3,0.63,33,2.2,0,1,1,2022
Parris Campbell,IND,31,42,-0.084,-0.069,91,622,3,0.69,63,4.4,1,2,48,2022
Justin Watson,KC,31,32,-0.005,0,34,315,2,0.44,15,4,0,0,0,2022
Chris Moore,HOU,31,34,-0.075,-0.068,74,548,2,0.65,48,5.6,0,2,47,2022
