Deebo Samuel,SF,255,255,0.442,0.444,59,365,8,0,2021
Kendrick Bourne,NE,90,93,1.402,1.454,12,125,0,0,2021
Jamal Agnew,JAC,65,62,1.292,1.21,7,111,1,0,2021
Braxton Berrios,NYJ,57,56,0.836,0.815,7,40,2,0,2021
Isaiah McKenzie,BUF,49,51,0.878,0.914,9,47,1,0,2021
Chase Claypool,PIT,48,44,0.063,0.021,14,96,0,0,2021
Elijah Moore,NYJ,48,49,1.161,1.171,5,54,1,0,2021
Tyreek Hill,KC,47,46,0.567,0.565,9,96,0,0,2021
Chris Godwin,TB,40,42,1.159,1.239,4,21,1,0,2021
CeeDee Lamb,DAL,39,38,0.258,0.23,9,76,0,0,2021
Scott Miller,TB,38,37,5.354,5.2,2,43,1,0,2021
Dee Eskridge,SEA,38,40,1.681,1.794,4,59,0,0,2021
DJ Moore,CAR,37,37,0.349,0.349,8,48,0,0,2021
Amon-Ra St. Brown,DET,36,40,1.19,1.365,7,61,1,0,2021
Robert Woods,LA,34,32,0.568,0.509,8,46,1,0,2021
Diontae Johnson,PIT,32,31,0.819,0.811,5,53,0,0,2021
DeAndre Carter,WAS,29,30,0.134,0.141,10,85,0,1,2021
Jarvis Landry,CLE,29,29,0.117,0.126,6,34,2,1,2021
Rondale Moore,ARI,28,24,-0.108,-0.147,18,76,0,0,2021
Devin Duvernay,BAL,26,30,0.379,0.47,7,50,0,0,2021
Jonnu Smith,NE,26,29,0.445,0.513,9,40,0,0,2021
Allen Lazard,GB,25,24,1.576,1.503,3,32,0,0,2021
Blake Bell,KC,25,27,0.333,0.398,4,10,0,0,2021
Freddie Swain,SEA,24,21,0.558,0.441,5,32,0,0,2021
Emmanuel Sanders,BUF,24,24,1.9,1.946,2,31,0,0,2021
Michael Pittman,IND,23,23,0.601,0.594,5,44,0,0,2021
Deonte Harty,NO,22,22,0.49,0.486,5,41,0,0,2021
Eric Ebron,PIT,22,21,0,0,1,1,1,0,2021
Kalif Raymond,DET,20,19,0.577,0.516,4,28,0,0,2021
Tommy Tremble,CAR,20,21,0.927,0.977,3,11,1,0,2021
Robbie Chosen,CAR,19,19,0.977,0.976,3,36,0,0,2021
Anthony Schwartz,CLE,19,21,0.115,0.173,6,39,0,0,2021
Darnell Mooney,CHI,18,21,0.135,0.225,6,32,1,0,2021
Tavon Austin,JAC,18,19,0.585,0.645,3,21,0,0,2021
Tyler Boyd,CIN,17,15,1.112,0.917,2,22,0,0,2021
Laviska Shenault,JAC,16,9,-0.118,-0.226,11,41,0,0,2021
Henry Ruggs,LV,16,16,0.695,0.685,3,16,0,0,2021
George Kittle,SF,15,17,0.603,0.696,3,20,0,0,2021
Zach Pascal,IND,15,16,2.921,3.257,2,21,0,0,2021
Greg Dortch,ARI,14,14,2.189,2.209,1,24,0,0,2021
Van Jefferson,LA,14,14,1.174,1.116,2,20,0,0,2021
Brandin Cooks,HOU,13,13,0.85,0.829,2,21,0,0,2021
Jakeem Grant,CHI,13,15,0.033,0.119,5,33,0,0,2021
Andre Roberts,LAC,12,13,0.46,0.483,3,19,0,0,2021
Gerald Everett,SEA,12,11,0.323,0.264,3,20,0,0,2021
Ray-Ray McCloud,PIT,12,13,0.8,0.9,2,15,0,0,2021
Cyril Grayson,TB,11,11,2.063,1.999,1,14,0,0,2021
Marquise Brown,BAL,11,9,1.363,1.04,1,5,0,0,2021
JuJu Smith-Schuster,PIT,10,10,-0.035,-0.04,3,9,1,0,2021
Durham Smythe,MIA,10,10,0.074,0.062,2,3,0,0,2021
John Ross,NYG,10,10,1.297,1.257,1,16,0,0,2021
Jordan Akins,HOU,10,8,1.258,0.947,1,3,0,0,2021
Terry McLaurin,WAS,10,10,1.619,1.62,1,12,0,0,2021
Christian Kirk,ARI,9,8,1.193,1.008,1,11,0,0,2021
Cameron Batson,TEN,9,11,0.678,0.831,2,15,0,0,2021
A.J. Brown,TEN,9,7,0.128,0.001,2,10,0,0,2021
Cedrick Wilson,DAL,9,11,0.671,0.86,2,11,0,0,2021
Amari Rodgers,GB,9,8,1.099,1.008,1,11,0,0,2021
Chris Conley,HOU,9,7,0.811,0.648,1,3,0,0,2021
Odell Beckham,CLE,8,10,0.696,0.897,2,14,0,0,2021
Jaylen Waddle,MIA,8,8,-0.041,-0.049,2,3,1,0,2021
Olamide Zaccheaus,ATL,8,8,0.957,0.866,1,2,0,0,2021
K.J. Osborn,MIN,8,8,0.958,0.937,1,10,0,0,2021
Mike Evans,TB,8,9,1.308,1.44,1,10,0,0,2021
Jaelon Darden,TB,8,8,0.869,1.008,1,11,0,0,2021
James Washington,PIT,7,7,0.159,0.154,2,13,0,0,2021
Jakobi Meyers,NE,7,7,1.203,1.214,1,9,0,0,2021
Equanimeous St. Brown,GB,7,7,0.076,0.056,3,14,0,0,2021
Gunner Olszewski,NE,6,6,0.69,0.64,1,9,0,0,2021
Chester Rogers,TEN,6,7,0.924,1.067,1,9,0,0,2021
Ashton Dulin,IND,6,6,-0.075,-0.059,3,32,0,0,2021
C.J. Board,NYG,6,4,0.873,0.589,1,6,0,0,2021
Cam Sims,WAS,6,5,0.865,0.798,1,7,0,0,2021
Preston Williams,MIA,5,4,0.371,0.331,1,7,0,0,2021
Zach Ertz,ARI,4,6,0.541,0.933,1,4,0,0,2021
Antonio Brown,TB,4,4,0.459,0.483,1,6,0,0,2021
Ja'Marr Chase,CIN,4,2,-0.28,-0.344,7,21,0,0,2021
Tyler Lockett,SEA,4,4,0.005,0.043,2,9,0,0,2021
Albert Wilson,MIA,3,3,-0.216,-0.241,4,17,0,0,2021
Stanley Morgan,CIN,3,3,-0.087,-0.105,1,3,0,0,2021
Joshua Palmer,LAC,2,3,0.012,0.177,1,6,0,0,2021
Jalen Reagor,PHI,2,4,-0.348,-0.311,10,32,0,0,2021
DK Metcalf,SEA,1,2,-0.12,0.082,1,6,0,0,2021
DeSean Jackson,LV,1,1,-0.266,-0.296,1,4,0,0,2021
Adam Thielen,MIN,1,0,0,0,1,2,0,0,2021
Cooper Kupp,LA,0,-2,-0.365,-0.481,4,18,0,0,2021
Zay Jones,LV,0,1,-0.384,-0.291,2,3,0,0,2021
Quez Watkins,PHI,0,1,-0.407,-0.265,1,3,0,0,2021
Nelson Agholor,NE,0,-2,-0.413,-0.5,3,11,0,0,2021
Mecole Hardman,KC,-1,-1,-0.413,-0.413,8,46,0,1,2021
Curtis Samuel,WAS,-1,-6,-0.429,-0.617,4,11,0,0,2021
Randall Cobb,GB,-1,-3,-0.705,-1.077,1,1,0,0,2021
Kenny Stills,NO,-2,-3,-0.794,-1.077,1,1,0,0,2021
Brandon Aiyuk,SF,-2,-1,-0.453,-0.408,5,17,0,0,2021
Travis Kelce,KC,-2,-2,-0.441,-0.444,2,3,1,0,2021
Pharoh Cooper,NYG,-2,-2,-0.631,-0.635,1,3,0,0,2021
Dax Milne,WAS,-2,-2,-1.373,-1.228,1,1,0,0,2021
Jerry Jeudy,DEN,-2,-4,-0.599,-0.728,2,3,0,0,2021
Jeff Smith,NYJ,-3,-3,-0.998,-1.067,1,-1,0,0,2021
Bryan Edwards,LV,-3,-4,-0.849,-1.049,1,0,0,0,2021
Phillip Dorsett,HOU,-3,-3,-1.075,-1.072,1,0,0,0,2021
David Njoku,CLE,-5,-4,-1.207,-1.057,1,1,0,0,2021
Kadarius Toney,NYG,-5,-7,-0.799,-0.994,3,6,0,0,2021
Jalen Guyton,LAC,-7,-7,-0.584,-0.596,7,34,0,1,2021
Dyami Brown,WAS,-8,-9,-1.979,-2.235,1,-4,0,0,2021
Marcus Johnson,TEN,-8,-9,-0.749,-0.781,2,-2,0,0,2021
Mark Andrews,BAL,-8,-8,-1.063,-1.025,1,0,0,0,2021
Ty Montgomery,NO,-9,-11,-0.486,-0.511,15,44,0,0,2021
Shi Smith,CAR,-9,-8,-1.921,-1.737,1,-3,0,0,2021
Breshad Perriman,TB,-10,-8,-1.948,-1.765,1,-3,0,0,2021
Sterling Shepard,NYG,-10,-12,-2.558,-2.822,1,-9,0,0,2021
Hunter Renfrow,LV,-13,-11,-0.958,-0.9,3,3,0,0,2021
Cole Kmet,CHI,-13,-12,-1.086,-1.058,1,0,0,0,2021
Justin Jefferson,MIN,-13,-9,-0.762,-0.638,6,14,0,0,2021
Darius Slayton,NYG,-13,-13,-3.145,-3.172,1,-13,0,0,2021
Evan Engram,NYG,-14,-16,-1.171,-1.267,1,-3,0,0,2021
