rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
15,17975,Hunter Henry,NE,TE,5,MIA,3.7,2.8,75.7,28.9,0.2,7.8,10.3,0.0,0.0,,0.0,0.0,0.0,6.9
16,19988,Tyler Conklin,NYJ,TE,5,MIN,3.9,2.8,71.8,28.1,0.2,7.2,10.0,0.0,0.0,,0.0,0.0,0.0,6.8
17,19920,Dalton Schultz,HOU,TE,5,BUF,3.7,2.8,75.7,28.8,0.2,7.8,10.3,0.0,0.0,,0.0,0.1,0.1,6.7
18,23134,Cade Otton,TB,TE,5,ATL,3.7,2.7,73.0,26.3,0.2,7.1,9.7,0.0,0.0,,0.0,0.0,0.0,6.5
19,23256,Isaiah Likely,BAL,TE,5,CIN,3.1,2.5,80.6,27.2,0.2,8.8,10.9,0.0,0.0,,0.0,0.0,0.0,6.4
20,19803,Mark Andrews,BAL,TE,5,CIN,3.2,2.2,68.8,26.8,0.2,8.4,12.2,0.0,0.0,,0.0,0.0,0.0,6.1
21,21807,Colby Parkinson,LA,TE,5,GB,2.6,2.2,84.6,22.9,0.2,8.8,10.4,0.0,0.0,,0.0,0.0,0.0,5.7
22,14856,Zach Ertz,WAS,TE,5,CLE,3.7,2.6,70.3,24.8,0.1,6.7,9.5,0.0,0.0,,0.0,0.0,0.0,5.7
23,25208,Erick All Jr.,CIN,TE,5,BAL,3.1,2.6,83.9,18.3,0.1,5.9,7.0,0.0,0.0,,0.0,0.0,0.0,5.0
24,21738,Juwan Johnson,NO,TE,5,KC,2.8,1.8,64.3,19.5,0.2,7.0,10.8,0.0,0.0,,0.0,0.0,0.0,5.0
25,18990,Jonnu Smith,MIA,TE,5,NE,2.5,1.9,76.0,19.0,0.1,7.6,10.0,0.0,0.0,,0.0,0.0,0.0,4.4
26,23310,Greg Dulcich,DEN,TE,5,LV,2.7,1.8,66.7,19.7,0.1,7.3,10.9,0.0,0.0,,0.0,0.0,0.0,4.4
27,19165,Johnny Mundt,MIN,TE,5,NYJ,2.6,1.8,69.2,17.9,0.1,6.9,9.9,0.0,0.0,,0.0,0.0,0.0,4.2
28,21785,Noah Gray,KC,TE,5,NO,2.1,1.6,76.2,17.3,0.1,8.2,10.8,0.0,0.0,,0.0,0.0,0.0,3.9
29,24150,Luke Musgrave,GB,TE,5,LA,2.1,1.5,71.4,16.4,0.1,7.8,10.9,0.0,0.0,,0.0,0.0,0.0,3.7
30,23142,Theo Johnson,NYG,TE,5,SEA,2.6,1.5,57.7,15.8,0.1,6.1,10.5,0.0,0.0,,0.0,0.0,0.0,3.7
31,20884,Foster Moreau,NO,TE,5,KC,2.1,1.3,61.9,13.9,0.1,6.6,10.7,0.0,0.0,,0.0,0.0,0.0,3.3
32,22662,Tommy Tremble,CAR,TE,5,CHI,1.9,1.3,68.4,13.5,0.1,7.1,10.4,0.0,0.0,,0.0,0.0,0.0,3.2
33,17963,Austin Hooper,NE,TE,5,MIA,1.5,1.2,80.0,11.9,0.1,7.9,9.9,0.0,0.0,,0.0,0.0,0.0,3.0
34,20850,Dawson Knox,BUF,TE,5,HOU,1.8,1.1,61.1,11.9,0.1,6.6,10.8,0.0,0.0,,0.0,0.0,0.0,2.9
35,20506,Tanner Hudson,CIN,TE,5,BAL,2.0,1.1,55.0,11.5,0.1,5.8,10.5,0.0,0.0,,0.0,0.0,0.0,2.9
36,24223,Brenton Strange,JAC,TE,5,IND,1.1,1.1,100.0,10.8,0.1,9.8,9.8,0.0,0.0,,0.0,0.0,0.0,2.8
37,24947,Ja'Tavion Sanders,CAR,TE,5,CHI,1.7,1.0,58.8,11.0,0.1,6.5,11.0,0.0,0.0,,0.0,0.0,0.0,2.7
38,23140,Michael Mayer,LV,TE,5,DEN,1.7,1.0,58.8,10.5,0.1,6.2,10.5,0.0,0.0,,0.0,0.0,0.0,2.6
39,22521,Jeremy Ruckert,NYJ,TE,5,MIN,1.5,1.0,66.7,10.4,0.1,6.9,10.4,0.0,0.0,,0.0,0.0,0.0,2.6
40,22823,Kylen Granson,IND,TE,5,JAC,1.4,1.0,71.4,10.3,0.1,7.4,10.3,0.0,0.0,,0.0,0.0,0.0,2.6
41,24449,Elijah Higgins,ARI,TE,5,SF,1.2,1.0,83.3,9.8,0.1,8.2,9.8,0.0,0.0,,0.0,0.0,0.0,2.6
42,24986,Cade Stover,HOU,TE,5,BUF,1.5,0.9,60.0,9.5,0.1,6.3,10.6,0.0,0.0,,0.0,0.0,0.0,2.5
43,19903,Jordan Akins,CLE,TE,5,WAS,1.0,0.9,90.0,8.8,0.1,8.8,9.8,0.0,0.0,,0.0,0.0,0.0,2.4
44,20899,Josh Oliver,MIN,TE,5,NYJ,0.9,0.7,77.8,7.1,0.1,7.9,10.1,0.0,0.0,,0.0,0.0,0.0,2.0
45,25112,Jared Wiley,KC,TE,5,NO,1.1,0.7,63.6,7.0,0.1,6.4,10.0,0.0,0.0,,0.0,0.0,0.0,2.0
46,21786,Adam Trautman,DEN,TE,5,LV,1.1,0.7,63.6,6.9,0.1,6.3,9.9,0.0,0.0,,0.0,0.0,0.0,2.0
47,23485,Daniel Bellinger,NYG,TE,5,SEA,1.1,0.7,63.6,6.9,0.1,6.3,9.9,0.0,0.0,,0.0,0.0,0.0,2.0
48,20931,Drew Sample,CIN,TE,5,BAL,0.8,0.7,87.5,6.0,0.1,7.5,8.6,0.0,0.0,,0.0,0.0,0.0,1.9
49,24148,Davis Allen,LA,TE,5,GB,1.1,0.6,54.5,6.7,0.1,6.1,11.2,0.0,0.0,,0.0,0.0,0.0,1.9
50,18900,Mo Alie-Cox,IND,TE,5,JAC,0.8,0.6,75.0,6.3,0.1,7.9,10.5,0.0,0.0,,0.0,0.0,0.0,1.8
51,19943,Durham Smythe,MIA,TE,5,NE,0.7,0.6,85.7,6.3,0.1,9.0,10.5,0.0,0.0,,0.0,0.0,0.0,1.8
52,19304,Pharaoh Brown,SEA,TE,5,NYG,0.6,0.5,83.3,5.3,0.1,8.8,10.6,0.0,0.0,,0.0,0.0,0.0,1.6
53,24288,Luke Schoonmaker,DAL,TE,5,PIT,0.7,0.5,71.4,5.2,0.1,7.4,10.4,0.0,0.0,,0.0,0.0,0.0,1.6
54,16903,MyCole Pruitt,PIT,TE,5,DAL,0.8,0.5,62.5,4.3,0.1,5.4,8.6,0.0,0.0,,0.0,0.0,0.0,1.5
55,22511,Quintin Morris,BUF,TE,5,HOU,0.7,0.4,57.1,3.7,0.1,5.3,9.2,0.0,0.0,,0.0,0.0,0.0,1.4
56,21795,Luke Farrell,JAC,TE,5,IND,0.8,0.6,75.0,6.2,0.0,7.8,10.3,0.0,0.0,,0.0,0.0,0.0,1.2
57,23136,Darnell Washington,PIT,TE,5,DAL,0.8,0.6,75.0,5.8,0.0,7.2,9.7,0.0,0.0,,0.0,0.0,0.0,1.2
58,18935,Gerald Everett,CHI,TE,5,CAR,0.7,0.6,85.7,5.6,0.0,8.0,9.3,0.0,0.0,,0.0,0.0,0.0,1.2
59,23650,Lucas Krull,DEN,TE,5,LV,0.7,0.5,71.4,4.6,0.0,6.6,9.2,0.0,0.0,,0.0,0.0,0.0,1.0
60,24151,Payne Durham,TB,TE,5,ATL,0.6,0.4,66.7,4.3,0.0,7.2,10.7,0.0,0.0,,0.0,0.0,0.0,0.8
61,23143,Will Mallory,IND,TE,5,JAC,0.6,0.4,66.7,4.2,0.0,7.0,10.5,0.0,0.0,,0.0,0.0,0.0,0.8
62,23608,Drew Ogletree,IND,TE,5,JAC,0.5,0.4,80.0,4.2,0.0,8.4,10.5,0.0,0.0,,0.0,0.0,0.0,0.8
63,21783,Harrison Bryant,LV,TE,5,DEN,0.5,0.4,80.0,4.0,0.0,8.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.8
64,22657,John Bates,WAS,TE,5,CLE,0.4,0.4,100.0,3.6,0.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.8
65,22119,Charlie Woerner,ATL,TE,5,TB,0.5,0.4,80.0,3.5,0.0,7.0,8.8,0.0,0.0,,0.0,0.0,0.0,0.8
66,25106,AJ Barner,SEA,TE,5,NYG,0.5,0.3,60.0,4.0,0.0,8.0,13.3,0.0,0.0,,0.0,0.0,0.0,0.7
67,24985,Ben Sinnott,WAS,TE,5,CLE,0.6,0.3,50.0,3.4,0.0,5.7,11.3,0.0,0.0,,0.0,0.0,0.0,0.6
68,23487,Connor Heyward,PIT,TE,5,DAL,0.5,0.3,60.0,3.4,0.0,6.8,11.3,0.0,0.0,,0.0,0.0,0.0,0.6
69,19035,Eric Saubert,SF,TE,5,ARI,0.4,0.2,50.0,4.2,0.0,10.5,21.0,0.0,0.0,,0.0,0.0,0.0,0.6
70,23135,Charlie Kolar,BAL,TE,5,CIN,0.4,0.3,75.0,3.0,0.0,7.5,10.0,0.0,0.0,,0.0,0.0,0.0,0.6
71,24463,Julian Hill,MIA,TE,5,NE,0.7,0.0,0.0,5.9,0.0,8.4,,0.0,0.0,,0.0,0.0,0.0,0.6
72,25144,Devin Culp,TB,TE,5,ATL,0.4,0.3,75.0,2.7,0.0,6.8,9.0,0.0,0.0,,0.0,0.0,0.0,0.6
73,25104,Jaheim Bell,NE,TE,5,MIA,0.4,0.2,50.0,2.7,0.0,6.8,13.5,0.0,0.0,,0.0,0.0,0.0,0.5
74,25141,Tip Reiman,ARI,TE,5,SF,0.3,0.2,66.7,2.4,0.0,8.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.4
75,24686,Nate Adkins,DEN,TE,5,LV,0.7,0.0,0.0,4.3,0.0,6.1,,0.0,0.0,,0.0,0.0,0.0,0.4
76,23737,Tanner Conner,MIA,TE,5,NE,0.4,0.0,0.0,3.5,0.0,8.8,,0.0,0.0,,0.0,0.0,0.0,0.3
77,25099,Dallin Holker,NO,TE,5,KC,0.2,0.1,50.0,1.4,0.0,7.0,14.0,0.1,0.2,2.0,0.0,0.0,0.0,0.3
78,25014,Tanner McLachlan,CIN,TE,5,BAL,0.2,0.1,50.0,1.1,0.0,5.5,11.0,0.0,0.0,,0.0,0.0,0.0,0.2
79,21798,Josiah Deguara,JAC,TE,5,IND,0.2,0.0,0.0,2.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.2
80,22509,Hunter Long,LA,TE,5,GB,0.1,0.0,0.0,1.2,0.0,12.0,,0.0,0.0,,0.0,0.0,0.0,0.1
81,25134,Brevyn Spann-Ford,DAL,TE,5,PIT,0.1,0.0,0.0,1.1,0.0,11.0,,0.0,0.0,,0.0,0.0,0.0,0.1
82,15974,Jordan Matthews,CAR,TE,5,CHI,0.1,0.0,0.0,1.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.1
83,3061,Marcedes Lewis,CHI,TE,5,CAR,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
84,20361,Ross Dwelley,ATL,TE,5,TB,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
85,17762,Chris Manhertz,NYG,TE,5,SEA,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
86,23618,Ko Kieft,TB,TE,5,ATL,0.1,0.0,0.0,0.8,0.0,8.0,,0.0,0.0,,0.0,0.0,0.0,0.1
87,23662,Jake Tonges,SF,TE,5,ARI,0.1,0.0,0.0,0.8,0.0,8.0,,0.0,0.0,,0.0,0.0,0.0,0.1
88,24533,Ben Sims,GB,TE,5,LA,0.0,0.0,,0.2,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
89,22498,Feleipe Franks,CAR,TE,5,CHI,0.0,0.0,,0.0,0.0,,,0.0,0.1,5.0,0.0,0.0,0.0,0.0
90,22915,Sammis Reyes,MIN,TE,5,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
91,24718,Brady Russell,SEA,TE,5,NYG,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
92,25395,Thomas Yassmin,DEN,TE,5,LV,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
93,20905,Donald Parham Jr.,DEN,TE,5,LV,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
94,24539,Joel Wilson,NYG,TE,5,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
95,22407,Tyler Mabry,SEA,TE,5,NYG,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
96,23711,Rodney Williams,PIT,TE,5,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
97,24776,John Stephens Jr.,DAL,TE,5,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
98,24617,Princeton Fant,DAL,TE,5,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
99,21728,Lawrence Cager,NYG,TE,5,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
100,25662,Shawn Bowman,JAC,TE,5,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
101,21158,Matt Sokol,PIT,TE,5,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
102,23490,Jelani Woods,IND,TE,5,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
103,22517,Peyton Hendershot,KC,TE,5,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
104,21781,Sean McKeon,IND,TE,5,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
105,24825,Patrick Murtagh,JAC,TE,5,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
106,23107,Michael Jacobson,NO,TE,5,KC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
107,18032,Tyler Higbee,LA,TE,5,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
108,21383,Jody Fortson Jr.,KC,TE,5,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
109,25621,Treyton Welch,NO,TE,5,KC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
110,24562,Johnny Lumpkin,GB,TE,5,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
111,25328,Baylor Cupp,KC,TE,5,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
112,25529,Hayden Rucci,MIA,TE,5,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
113,25567,Messiah Swinson,GB,TE,5,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
114,22520,Miller Forristall,LA,TE,5,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
115,21800,Mitchell Wilcox,NE,TE,5,MIA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
116,22138,Tyler Davis,GB,TE,5,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
117,23415,Nikola Kalinic,LA,TE,5,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
118,24535,Tanner Taula,TB,TE,5,ATL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
119,13250,DJ Williams,TB,TE,5,ATL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
120,23614,John FitzPatrick,ATL,TE,5,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
121,25711,Qadir Ismail,BAL,TE,5,CIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
122,25513,Cam Grandy,CIN,TE,5,BAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
123,17005,Geoff Swaim,CLE,TE,5,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
124,24354,Blake Whiteheart,CLE,TE,5,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
125,24421,Cameron Latu,CLE,TE,5,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
126,25674,Colson Yankoff,WAS,TE,5,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
127,22515,Cole Turner,WAS,TE,5,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
128,21278,Stephen Carlson,CHI,TE,5,CAR,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
129,23720,Zaire Mitchell-Paden,BAL,TE,5,CIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
130,23355,Teagan Quitoriano,CHI,TE,5,CAR,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
131,21531,Chris Myarick,HOU,TE,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
132,20949,Irv Smith,HOU,TE,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
133,19910,Ian Thomas,CAR,TE,5,CHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
134,25567,Messiah Swinson,CAR,TE,5,CHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
135,21865,Stephen Sullivan,CAR,TE,5,CHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
136,22667,Zach Davidson,BUF,TE,5,HOU,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
137,22506,Brevin Jordan,HOU,TE,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
138,21808,Dalton Keene,HOU,TE,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
139,23335,Cole Fotheringham,HOU,TE,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
140,23621,Nick Muse,MIN,TE,5,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
141,24211,Zack Kuntz,NYJ,TE,5,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
142,24149,Brayden Willis,SF,TE,5,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
143,24444,Travis Vokolek,ARI,TE,5,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
144,20805,T.J. Hockenson,MIN,TE,5,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
145,19296,Anthony Firkser,NYJ,TE,5,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
146,23063,Bernhard Seikovits,ARI,TE,5,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
147,24886,Jordan Murray,ARI,TE,5,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
148,25486,Brenden Bates,NYJ,TE,5,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
149,25320,Mason Pline,SF,TE,5,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
150,22514,Kenny Yeboah,NYJ,TE,5,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
151,19491,Robert Tonyan,MIN,TE,5,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
152,24738,John Samuel Shenker,LV,TE,5,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
153,23335,Cole Fotheringham,LV,TE,5,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
