rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
29,20873,Terry McLaurin,WAS,WR,5,CLE,7.1,4.3,60.6,56.1,0.3,7.9,13.0,0.1,0.2,4.0,0.0,0.1,0.1,11.5
30,23729,Rashid Shaheed,NO,WR,5,KC,4.8,3.8,79.2,52.1,0.3,10.9,13.7,1.0,5.3,5.3,0.0,0.1,0.1,11.1
31,21692,Jerry Jeudy,CLE,WR,5,WAS,5.7,4.1,71.9,52.2,0.3,9.2,12.7,0.1,0.4,4.0,0.0,0.1,0.1,11.0
32,19800,Courtland Sutton,DEN,WR,5,LV,6.1,4.0,65.6,52.9,0.3,8.7,13.2,0.1,0.2,4.0,0.0,0.1,0.1,10.9
33,24933,Brian Thomas Jr.,JAC,WR,5,IND,6.2,3.9,62.9,52.2,0.3,8.4,13.4,0.2,1.4,7.0,0.0,0.1,0.1,10.9
34,16470,Davante Adams,LV,WR,5,DEN,9.1,4.1,45.1,50.9,0.3,5.6,12.4,0.1,0.2,4.0,0.0,0.1,0.1,10.8
35,24977,Rome Odunze,CHI,WR,5,CAR,6.8,3.6,52.9,48.5,0.4,7.1,13.5,0.2,0.3,1.5,0.0,0.1,0.1,10.7
36,21961,Darnell Mooney,ATL,WR,5,TB,5.9,3.7,62.7,50.0,0.3,8.5,13.5,0.1,0.6,4.0,0.0,0.0,0.0,10.6
37,22598,Jaylen Waddle,MIA,WR,5,NE,5.7,3.6,63.2,49.1,0.3,8.6,13.6,0.3,1.8,6.0,0.0,0.0,0.0,10.5
38,24924,Xavier Worthy,KC,WR,5,NO,5.3,3.5,66.0,48.1,0.3,9.1,13.7,1.4,3.3,2.4,0.0,0.0,0.0,10.4
39,16830,Tyler Lockett,SEA,WR,5,NYG,5.1,3.9,76.5,46.6,0.3,9.1,11.9,0.1,0.2,4.0,0.0,0.1,0.1,10.2
40,23162,Jordan Addison,MIN,WR,5,NYJ,6.8,3.5,51.5,48.0,0.3,7.1,13.7,0.2,1.5,7.5,0.0,0.1,0.1,10.1
41,24145,Josh Downs,IND,WR,5,JAC,5.2,3.9,75.0,44.7,0.3,8.6,11.5,0.2,0.7,4.1,0.0,0.1,0.1,10.0
42,24176,Tank Dell,HOU,WR,5,BUF,5.7,3.1,54.4,40.9,0.3,7.2,13.2,1.0,5.0,5.0,0.1,0.1,0.1,9.9
43,23227,Khalil Shakir,BUF,WR,5,HOU,5.3,3.5,66.0,43.5,0.3,8.2,12.4,0.2,0.7,4.1,0.0,0.0,0.0,9.7
44,23253,Dontayvion Wicks,GB,WR,5,LA,4.8,3.3,68.8,44.0,0.3,9.2,13.3,0.1,0.5,4.2,0.0,0.0,0.0,9.6
45,23167,Romeo Doubs,GB,WR,5,LA,5.6,3.5,62.5,43.8,0.3,7.8,12.5,0.1,0.2,4.0,0.0,0.1,0.1,9.5
46,18047,Demarcus Robinson,LA,WR,5,GB,4.9,3.3,67.3,41.8,0.3,8.5,12.7,0.1,0.4,4.0,0.0,0.0,0.0,9.3
47,21717,Jauan Jennings,SF,WR,5,ARI,3.7,3.1,83.8,40.4,0.3,10.9,13.0,0.1,0.4,4.0,0.0,0.0,0.0,9.0
48,23395,Christian Watson,GB,WR,5,LA,5.0,3.0,60.0,41.1,0.3,8.2,13.7,0.1,1.4,14.0,0.0,0.1,0.1,8.8
49,20145,Allen Lazard,NYJ,WR,5,MIN,4.1,3.0,73.2,39.4,0.3,9.6,13.1,0.1,0.3,4.3,0.0,0.0,0.0,8.8
50,21735,Gabe Davis,JAC,WR,5,IND,5.8,3.3,56.9,37.4,0.3,6.4,11.3,0.1,0.2,4.0,0.0,0.1,0.1,8.7
51,20876,Jakobi Meyers,LV,WR,5,DEN,4.7,3.5,74.5,39.4,0.2,8.4,11.3,0.5,1.4,2.8,0.0,0.1,0.1,8.6
52,16568,Brandin Cooks,DAL,WR,5,PIT,4.8,3.0,62.5,37.7,0.3,7.9,12.6,0.6,1.4,2.3,0.0,0.1,0.1,8.5
53,19961,Ray-Ray McCloud III,ATL,WR,5,TB,4.1,3.2,78.0,34.6,0.2,8.4,10.8,0.3,3.4,11.3,0.0,0.0,0.0,8.2
54,24173,Michael Wilson,ARI,WR,5,SF,4.9,3.0,61.2,39.0,0.2,8.0,13.0,0.1,0.2,4.0,0.0,0.0,0.0,8.1
55,21071,Greg Dortch,ARI,WR,5,SF,4.4,3.3,75.0,33.7,0.2,7.7,10.2,0.1,1.2,12.0,0.0,0.0,0.0,8.0
56,25003,Xavier Legette,CAR,WR,5,CHI,4.1,2.9,70.7,36.4,0.2,8.9,12.6,0.7,1.8,2.6,0.0,0.0,0.0,7.9
57,22602,Tutu Atwell,LA,WR,5,GB,4.1,2.9,70.7,39.2,0.1,9.6,13.5,0.3,1.7,5.7,0.0,0.0,0.0,7.6
58,20943,Darius Slayton,NYG,WR,5,SEA,3.8,2.5,65.8,35.3,0.2,9.3,14.1,0.1,0.2,4.0,0.0,0.0,0.0,7.2
59,22623,Rashod Bateman,BAL,WR,5,CIN,4.1,2.6,63.4,32.9,0.2,8.0,12.7,0.1,0.2,4.0,0.0,0.0,0.0,7.1
60,22597,Jalen Tolbert,DAL,WR,5,PIT,4.1,2.6,63.4,31.8,0.2,7.8,12.2,0.1,0.2,4.0,0.0,0.0,0.0,7.0
61,19017,Josh Reynolds,DEN,WR,5,LV,4.0,2.4,60.0,31.9,0.2,8.0,13.3,0.1,0.2,4.0,0.0,0.0,0.0,6.8
62,19922,Justin Watson,KC,WR,5,NO,3.7,2.3,62.2,31.3,0.2,8.5,13.6,0.0,0.0,,0.0,0.0,0.0,6.6
63,18914,Mike Williams,NYJ,WR,5,MIN,4.0,2.3,57.5,31.9,0.2,8.0,13.9,0.0,0.1,5.0,0.0,0.1,0.1,6.5
64,24180,Demario Douglas,NE,WR,5,MIA,3.8,2.6,68.4,30.4,0.1,8.0,11.7,0.2,1.7,8.5,0.0,0.0,0.0,6.4
65,24119,Andrei Iosivas,CIN,WR,5,BAL,3.4,2.3,67.6,28.1,0.2,8.3,12.2,0.1,0.3,4.3,0.0,0.0,0.0,6.3
66,24964,Keon Coleman,BUF,WR,5,HOU,3.4,2.2,64.7,29.1,0.2,8.6,13.2,0.0,0.1,5.0,0.0,0.0,0.0,6.3
67,20816,Lil'Jordan Humphrey,DEN,WR,5,LV,3.9,2.3,59.0,27.3,0.2,7.0,11.9,0.0,0.0,,0.0,0.0,0.0,6.2
68,21675,Tyler Johnson,LA,WR,5,GB,3.3,2.3,69.7,26.0,0.2,7.9,11.3,0.0,0.0,,0.0,0.0,0.0,6.1
69,24177,Tre Tucker,LV,WR,5,DEN,2.5,2.4,96.0,29.3,0.1,11.7,12.2,0.1,1.5,15.0,0.0,0.0,0.0,6.1
70,24952,Ja'Lynn Polk,NE,WR,5,MIA,3.4,2.1,61.8,26.2,0.2,7.7,12.5,0.2,0.7,4.1,0.0,0.0,0.0,6.0
71,23232,Alec Pierce,IND,WR,5,JAC,3.6,1.9,52.8,28.6,0.2,7.9,15.1,0.1,0.2,4.0,0.0,0.0,0.0,6.0
72,18883,JuJu Smith-Schuster,KC,WR,5,NO,3.5,2.2,62.9,24.2,0.2,6.9,11.0,0.0,0.1,5.0,0.0,0.0,0.0,5.8
73,23161,Jonathan Mingo,CAR,WR,5,CHI,3.5,2.3,65.7,27.3,0.1,7.8,11.9,0.7,1.2,1.7,0.0,0.0,0.0,5.8
74,25201,Jordan Whittington,LA,WR,5,GB,2.4,2.2,91.7,28.9,0.1,12.0,13.1,0.0,0.0,,0.0,0.0,0.0,5.7
75,19080,Noah Brown,WAS,WR,5,CLE,3.2,1.8,56.2,25.8,0.2,8.1,14.3,0.1,0.2,4.0,0.0,0.0,0.0,5.6
76,22592,Elijah Moore,CLE,WR,5,WAS,3.1,2.3,74.2,25.5,0.1,8.2,11.1,0.1,0.9,9.0,0.0,0.0,0.0,5.5
77,21714,K.J. Osborn,NE,WR,5,MIA,3.2,1.8,56.2,22.9,0.2,7.2,12.7,0.1,0.2,4.0,0.0,0.0,0.0,5.3
78,18928,Curtis Samuel,BUF,WR,5,HOU,3.1,1.9,61.3,20.9,0.1,6.7,11.0,0.3,2.9,9.7,0.0,0.0,0.0,4.9
79,22566,Calvin Austin III,PIT,WR,5,DAL,2.6,1.6,61.5,18.5,0.1,7.1,11.6,0.2,2.0,10.0,0.0,0.0,0.0,4.2
80,23368,Jalen Nailor,MIN,WR,5,NYJ,3.2,1.5,46.9,18.7,0.1,5.8,12.5,0.3,1.3,4.3,0.0,0.0,0.0,4.1
81,19023,Mack Hollins,BUF,WR,5,HOU,1.8,1.5,83.3,18.8,0.1,10.4,12.5,0.0,0.0,,0.0,0.0,0.0,4.0
82,21739,Van Jefferson,PIT,WR,5,DAL,2.3,1.4,60.9,18.7,0.1,8.1,13.4,0.1,0.4,4.0,0.0,0.0,0.0,3.9
83,24954,Adonai Mitchell,IND,WR,5,JAC,2.8,1.4,50.0,18.4,0.1,6.6,13.1,0.1,0.6,4.0,0.0,0.0,0.0,3.9
84,24987,Luke McCaffrey,WAS,WR,5,CLE,2.1,1.5,71.4,16.4,0.1,7.8,10.9,0.2,0.8,4.0,0.0,0.0,0.0,3.8
85,16781,Nelson Agholor,BAL,WR,5,CIN,1.2,1.1,91.7,14.4,0.1,12.0,13.1,0.0,0.1,5.0,0.0,0.0,0.0,3.1
86,22686,Dyami Brown,WAS,WR,5,CLE,1.9,1.1,57.9,14.0,0.1,7.4,12.7,0.1,0.2,4.0,0.0,0.0,0.0,3.1
87,24068,KaVontae Turpin,DAL,WR,5,PIT,1.5,1.0,66.7,11.2,0.1,7.5,11.2,0.6,3.6,6.0,0.0,0.0,0.0,3.1
88,24973,Troy Franklin,DEN,WR,5,LV,1.4,1.1,78.6,13.6,0.1,9.7,12.4,0.0,0.1,5.0,0.0,0.0,0.0,3.1
89,25098,Jalen McMillan,TB,WR,5,ATL,2.3,1.1,47.8,12.6,0.1,5.5,11.5,0.1,0.3,4.3,0.0,0.0,0.0,3.0
90,24397,Jalen Brooks,DAL,WR,5,PIT,1.9,1.2,63.2,10.2,0.1,5.4,8.5,0.0,0.0,,0.0,0.0,0.0,2.8
91,19976,Marquez Valdes-Scantling,BUF,WR,5,HOU,1.7,0.9,52.9,12.1,0.1,7.1,13.4,0.0,0.1,5.0,0.0,0.0,0.0,2.7
92,23469,Tyquan Thornton,NE,WR,5,MIA,1.9,0.9,47.4,11.7,0.1,6.2,13.0,0.1,0.5,4.2,0.0,0.0,0.0,2.7
93,21142,Olamide Zaccheaus,WAS,WR,5,CLE,1.1,0.9,81.8,11.6,0.1,10.5,12.9,0.1,0.2,4.0,0.0,0.0,0.0,2.7
94,23165,Marvin Mims Jr.,DEN,WR,5,LV,1.5,0.8,53.3,10.6,0.1,7.1,13.2,0.3,0.7,2.3,0.0,0.0,0.0,2.5
95,24472,Xavier Gipson,NYJ,WR,5,MIN,1.1,0.8,72.7,9.3,0.1,8.5,11.6,0.1,1.1,11.0,0.0,0.0,0.0,2.4
96,24339,Jake Bobo,SEA,WR,5,NYG,1.4,0.8,57.1,10.1,0.1,7.2,12.6,0.0,0.1,5.0,0.0,0.0,0.0,2.4
97,20487,Brandon Powell,MIN,WR,5,NYJ,1.3,0.9,69.2,8.5,0.1,6.5,9.4,0.2,0.7,4.1,0.0,0.0,0.0,2.4
98,25039,Roman Wilson,PIT,WR,5,DAL,1.3,0.8,61.5,9.8,0.1,7.5,12.2,0.1,0.4,4.0,0.0,0.0,0.0,2.4
99,20038,Braxton Berrios,MIA,WR,5,NE,1.1,0.9,81.8,9.0,0.1,8.2,10.0,0.1,0.2,4.0,0.0,0.0,0.0,2.4
100,24143,Parker Washington,JAC,WR,5,IND,1.3,0.9,69.2,8.8,0.1,6.8,9.8,0.1,0.2,4.0,0.0,0.0,0.0,2.4
101,20788,Mecole Hardman,KC,WR,5,NO,1.9,0.7,36.8,9.2,0.1,4.8,13.1,0.4,1.5,4.1,0.0,0.0,0.0,2.4
102,23482,Bo Melton,GB,WR,5,LA,0.8,0.7,87.5,8.7,0.1,10.9,12.4,0.4,1.8,4.5,0.0,0.0,0.0,2.4
103,24217,Trey Palmer,TB,WR,5,ATL,1.1,0.8,72.7,8.5,0.1,7.7,10.6,0.1,0.3,4.3,0.0,0.0,0.0,2.3
104,25409,Mason Tipton,NO,WR,5,KC,1.3,0.8,61.5,8.7,0.1,6.7,10.9,0.0,0.0,,0.0,0.0,0.0,2.3
105,24125,Jalin Hyatt,NYG,WR,5,SEA,0.9,0.9,100.0,13.3,0.0,14.8,14.8,0.0,0.1,5.0,0.0,0.0,0.0,2.2
106,24348,Cedric Tillman,CLE,WR,5,WAS,1.1,0.7,63.6,8.6,0.1,7.8,12.3,0.0,0.1,5.0,0.0,0.0,0.0,2.2
107,21349,Ashton Dulin,IND,WR,5,JAC,1.3,0.7,53.8,8.3,0.1,6.4,11.9,0.1,0.2,4.0,0.0,0.0,0.0,2.1
108,24347,Xavier Hutchinson,HOU,WR,5,BUF,1.1,0.6,54.5,7.8,0.1,7.1,13.0,0.1,0.5,4.2,0.0,0.0,0.0,2.0
109,23168,Skyy Moore,KC,WR,5,NO,1.0,0.2,20.0,11.7,0.1,11.7,58.5,0.0,0.0,,0.0,0.0,0.0,2.0
110,24362,Malik Heath,GB,WR,5,LA,0.8,0.6,75.0,7.0,0.1,8.8,11.7,0.0,0.1,5.0,0.0,0.0,0.0,1.9
111,23121,Kayshon Boutte,NE,WR,5,MIA,0.9,0.5,55.6,7.6,0.1,8.4,15.2,0.0,0.1,5.0,0.0,0.0,0.0,1.9
112,17218,DeAndre Carter,CHI,WR,5,CAR,1.6,0.8,50.0,8.8,0.0,5.5,11.0,0.5,1.8,4.0,0.0,0.0,0.0,1.9
113,22595,Ihmir Smith-Marsette,NYG,WR,5,SEA,0.9,0.0,0.0,10.9,0.1,12.1,,0.0,0.0,,0.0,0.0,0.0,1.7
114,22644,DJ Turner,LV,WR,5,DEN,0.6,0.0,0.0,8.6,0.1,14.3,,0.5,1.9,3.8,0.0,0.0,0.0,1.6
115,25103,Malik Washington,MIA,WR,5,NE,0.6,0.2,33.3,8.1,0.1,13.5,40.5,0.0,0.0,,0.0,0.0,0.0,1.6
116,16837,Chris Conley,SF,WR,5,ARI,0.8,0.4,50.0,5.1,0.1,6.4,12.7,0.1,0.2,4.0,0.0,0.0,0.0,1.5
117,24199,Bryce Ford-Wheaton,NYG,WR,5,SEA,1.2,0.0,0.0,8.9,0.1,7.4,,0.0,0.0,,0.0,0.0,0.0,1.5
118,25642,Kameron Johnson,TB,WR,5,ATL,0.7,0.0,0.0,6.7,0.1,9.6,,0.2,0.9,4.1,0.0,0.0,0.0,1.4
119,19172,Zach Pascal,ARI,WR,5,SF,0.9,0.3,33.3,4.1,0.1,4.6,13.7,0.0,0.1,5.0,0.0,0.0,0.0,1.3
120,14871,Robert Woods,HOU,WR,5,BUF,0.8,0.4,50.0,8.3,0.0,10.4,20.8,0.0,0.1,5.0,0.0,0.0,0.0,1.2
121,21697,Laviska Shenault Jr.,SEA,WR,5,NYG,0.6,0.5,83.3,4.7,0.0,7.8,9.4,0.3,2.6,8.7,0.0,0.0,0.0,1.2
122,17961,Sterling Shepard,TB,WR,5,ATL,0.4,0.0,0.0,5.4,0.1,13.5,,0.0,0.0,,0.0,0.0,0.0,1.1
123,20081,Trent Sherfield Sr.,MIN,WR,5,NYJ,1.0,0.5,50.0,6.0,0.0,6.0,12.0,0.0,0.1,5.0,0.0,0.0,0.0,1.1
124,20013,Cedrick Wilson Jr.,NO,WR,5,KC,0.7,0.4,57.1,4.7,0.0,6.7,11.8,0.0,0.1,5.0,0.0,0.0,0.0,0.9
125,19120,David Moore,CAR,WR,5,CHI,0.5,0.3,60.0,5.6,0.0,11.2,18.7,0.0,0.1,5.0,0.0,0.0,0.0,0.9
126,21721,Devin Duvernay,JAC,WR,5,IND,0.5,0.3,60.0,3.6,0.0,7.2,12.0,0.6,1.3,2.2,0.0,0.0,0.0,0.8
127,24122,Charlie Jones,CIN,WR,5,BAL,0.8,0.3,37.5,4.0,0.0,5.0,13.3,0.0,0.1,5.0,0.0,0.0,0.0,0.7
128,21138,Scotty Miller,PIT,WR,5,DAL,0.5,0.3,60.0,3.9,0.0,7.8,13.0,0.0,0.1,5.0,0.0,0.0,0.0,0.7
129,24979,Malachi Corley,NYJ,WR,5,MIN,0.7,0.3,42.9,3.3,0.0,4.7,11.0,0.1,0.6,6.0,0.0,0.0,0.0,0.7
130,23481,Velus Jones Jr.,CHI,WR,5,CAR,0.5,0.2,40.0,2.9,0.0,5.8,14.5,0.4,1.7,4.2,0.0,0.0,0.0,0.7
131,23158,Jermaine Burton,CIN,WR,5,BAL,0.6,0.3,50.0,3.5,0.0,5.8,11.7,0.0,0.1,5.0,0.0,0.0,0.0,0.7
132,25122,Jalen Coker,CAR,WR,5,CHI,0.5,0.0,0.0,6.6,0.0,13.2,,0.0,0.0,,0.0,0.0,0.0,0.7
133,20150,Byron Pringle,WAS,WR,5,CLE,0.7,0.3,42.9,2.3,0.0,3.3,7.7,0.0,0.1,5.0,0.0,0.0,0.0,0.5
134,22604,Tylan Wallace,BAL,WR,5,CIN,0.3,0.2,66.7,3.1,0.0,10.3,15.5,0.1,0.2,4.0,0.0,0.0,0.0,0.5
135,24349,A.T. Perry,NO,WR,5,KC,0.4,0.2,50.0,3.0,0.0,7.5,15.0,0.0,0.0,,0.0,0.0,0.0,0.5
136,25133,Bub Means,NO,WR,5,KC,0.3,0.2,66.7,2.8,0.0,9.3,14.0,0.0,0.0,,0.0,0.0,0.0,0.5
137,23160,John Metchie III,HOU,WR,5,BUF,0.3,0.2,66.7,2.8,0.0,9.3,14.0,0.0,0.0,,0.0,0.0,0.0,0.5
138,22627,Ronnie Bell,SF,WR,5,ARI,0.3,0.2,66.7,2.5,0.0,8.3,12.5,0.0,0.1,5.0,0.0,0.0,0.0,0.5
139,25040,Javon Baker,NE,WR,5,MIA,0.5,0.2,40.0,2.4,0.0,4.8,12.0,0.0,0.1,5.0,0.0,0.0,0.0,0.5
140,21263,Trenton Irwin,CIN,WR,5,BAL,0.4,0.2,50.0,2.3,0.0,5.7,11.5,0.0,0.1,5.0,0.0,0.0,0.0,0.4
141,25198,Devaughn Vele,DEN,WR,5,LV,0.3,0.2,66.7,2.3,0.0,7.7,11.5,0.0,0.0,,0.0,0.0,0.0,0.4
142,24981,Jacob Cowing,SF,WR,5,ARI,0.4,0.2,50.0,2.2,0.0,5.5,11.0,0.0,0.1,5.0,0.0,0.0,0.0,0.4
143,24984,Jamari Thrash,CLE,WR,5,WAS,0.3,0.2,66.7,2.2,0.0,7.3,11.0,0.0,0.1,5.0,0.0,0.0,0.0,0.4
144,25124,Ryan Flournoy,DAL,WR,5,PIT,0.2,0.2,100.0,2.1,0.0,10.5,10.5,0.0,0.0,,0.0,0.0,0.0,0.4
145,21163,Deonte Harty,BAL,WR,5,CIN,0.3,0.2,66.7,1.8,0.0,6.0,9.0,0.1,0.2,4.0,0.0,0.0,0.0,0.4
146,21723,James Proche II,CLE,WR,5,WAS,0.4,0.0,0.0,4.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.4
147,25126,Anthony Gould,IND,WR,5,JAC,0.3,0.2,66.7,1.9,0.0,6.3,9.5,0.0,0.0,,0.0,0.0,0.0,0.4
148,24220,Tyler Scott,CHI,WR,5,CAR,0.3,0.2,66.7,1.6,0.0,5.3,8.0,0.1,0.2,4.0,0.0,0.0,0.0,0.4
149,18030,Chris Moore,ARI,WR,5,SF,0.3,0.2,66.7,1.7,0.0,5.7,8.5,0.0,0.1,5.0,0.0,0.0,0.0,0.4
150,23765,Tyreik McAllister,LV,WR,5,DEN,0.2,0.0,0.0,2.1,0.0,10.5,,0.3,1.3,4.3,0.0,0.0,0.0,0.3
151,16866,Jamison Crowder,WAS,WR,5,CLE,0.3,0.2,66.7,1.4,0.0,4.7,7.0,0.0,0.0,,0.0,0.0,0.0,0.3
152,22892,Tim Jones,JAC,WR,5,IND,0.2,0.1,50.0,1.3,0.0,6.5,13.0,0.0,0.1,5.0,0.0,0.0,0.0,0.2
153,20679,KhaDarel Hodge,ATL,WR,5,TB,0.2,0.0,0.0,2.1,0.0,10.5,,0.0,0.0,,0.0,0.0,0.0,0.2
154,24978,Devontez Walker,BAL,WR,5,CIN,0.2,0.1,50.0,0.9,0.0,4.5,9.0,0.0,0.0,,0.0,0.0,0.0,0.2
155,25304,Casey Washington,ATL,WR,5,TB,0.2,0.1,50.0,0.9,0.0,4.5,9.0,0.0,0.0,,0.0,0.0,0.0,0.2
156,22569,Dee Eskridge,MIA,WR,5,NE,0.1,0.0,0.0,1.8,0.0,18.0,,0.0,0.0,,0.0,0.0,0.0,0.2
157,23624,Dareke Young,SEA,WR,5,NYG,0.1,0.0,0.0,1.8,0.0,18.0,,0.0,0.0,,0.0,0.0,0.0,0.2
158,21400,Steven Sims,HOU,WR,5,BUF,0.1,0.0,0.0,1.8,0.0,18.0,,0.0,0.0,,0.0,0.0,0.0,0.2
159,23325,Erik Ezukanma,MIA,WR,5,NE,0.2,0.0,0.0,1.8,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.2
160,18187,Robbie Chosen,MIA,WR,5,NE,0.1,0.0,0.0,1.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.1
161,23962,Irvin Charles,NYJ,WR,5,MIN,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
162,22614,Kadarius Toney,CLE,WR,5,WAS,0.1,0.0,0.0,0.7,0.0,7.0,,0.1,0.2,4.0,0.0,0.0,0.0,0.1
163,22234,Andre Baccellia,ARI,WR,5,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
164,25338,Tejhaun Palmer,ARI,WR,5,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
165,22600,Johnny Johnson III,HOU,WR,5,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
166,21294,Alex Bachman,LV,WR,5,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
167,20939,David Sills,DEN,WR,5,LV,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
168,21448,Jalen Guyton,LV,WR,5,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
169,25444,Jeff Foreman,LV,WR,5,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
170,23099,Michael Bandy,DEN,WR,5,LV,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
