,,,
Tyreek Hill,MIA,512.872935744467,473.209065446409,0.246616606948067,0.217752315416386,171,1798,13,0.695906432748538,119,5.47899159663866,1,2,15,2023
Brandon Aiyuk,SF,486.675554368443,486.704232412761,0.454511705984673,0.454545949553692,105,1342,7,0.714285714285714,75,4.82666666666667,1,1,12,2023
CeeDee Lamb,DAL,454.19909758406,469.050597388393,0.188526787721443,0.198831282458606,181,1749,12,0.74585635359116,135,5.03703703703704,3,3,73,2023
Amon-Ra St. Brown,DET,417.802420609362,404.155025993862,0.195539061310424,0.185016071699571,165,1515,10,0.721212121212121,119,5.61344537815126,1,1,16,2023
Nico Collins,HOU,416.271670462276,422.658932325248,0.370979568214666,0.378614609359075,109,1297,8,0.73394495412844,80,6.8625,1,1,14,2023
A.J. Brown,PHI,352.807669311058,348.342637518498,0.155201420009044,0.151634863596471,158,1456,7,0.670886075949367,106,4.4622641509434,2,5,77,2023
DJ Moore,CHI,321.413142193546,331.850985997615,0.174274321137773,0.184045578224642,136,1364,8,0.705882352941177,96,5.61458333333333,1,1,1,2023
Puka Nacua,LA,310.921857430397,301.821397237159,0.117931734391312,0.110774097459756,159,1486,6,0.660377358490566,105,6.08571428571429,1,3,35,2023
Jaylen Waddle,MIA,287.15641191863,257.702057737292,0.223415473988158,0.187512217944762,104,1014,4,0.692307692307692,72,5.84722222222222,0,2,17,2023
Keenan Allen,LAC,284.293276035981,263.524871910506,0.112911583382201,0.0954136860486711,150,1257,7,0.72,108,3.66666666666667,2,3,32,2023
Ja'Marr Chase,CIN,276.638627159274,237.030252310655,0.105161438847091,0.0719766584475076,145,1216,7,0.689655172413793,100,5.41,1,5,68,2023
DK Metcalf,SEA,274.065769667011,261.325863630622,0.147340420293324,0.13460575647257,119,1114,8,0.554621848739496,66,5.56060606060606,0,6,64,2023
Mike Evans,TB,264.631114855049,284.360779168157,0.114253358632221,0.132211201773019,136,1255,13,0.580882352941177,79,4.07594936708861,0,3,21,2023
Justin Jefferson,MIN,257.790031274029,278.617925179861,0.192902670351391,0.218717592814793,100,1074,5,0.68,68,3.82352941176471,1,1,11,2023
DeVonta Smith,PHI,245.29123358219,219.319782500898,0.152654643585975,0.123085812905783,112,1066,7,0.723214285714286,81,3.62962962962963,1,0,0,2023
Deebo Samuel,SF,239.752560242862,238.061917700771,0.228438910405911,0.225935224320924,89,892,7,0.674157303370787,60,8.78333333333333,1,1,19,2023
Khalil Shakir,BUF,239.369322692017,242.796661439325,0.549504838988253,0.559185625944723,45,611,2,0.866666666666667,39,7.23076923076923,0,0,0,2023
Rashee Rice,KC,223.618290971237,240.694493764047,0.152564238557541,0.17388306669796,102,938,8,0.774509803921569,79,8.27848101265823,2,1,17,2023
Courtland Sutton,DEN,210.431939897035,209.793190334299,0.15628354881379,0.155424839928482,90,772,10,0.655555555555556,59,2.64406779661017,3,5,91,2023
Amari Cooper,CLE,205.899024734163,222.488310278632,0.0769520102248621,0.0933532101111957,128,1250,5,0.5625,72,3.76388888888889,2,4,88,2023
Dontayvion Wicks,GB,194.880078400336,192.323613498587,0.277138623038428,0.27184215671963,58,581,4,0.672413793103448,39,5.41025641025641,3,3,113,2023
Jordan Addison,MIN,192.442162434149,217.806662820669,0.0998634091907735,0.129713677769128,108,911,10,0.648148148148148,70,3.74285714285714,0,3,78,2023
Josh Reynolds,DET,187.884465511435,180.797317091431,0.20978123567536,0.19709219898376,64,608,5,0.625,40,4.325,1,4,85,2023
Tank Dell,HOU,185.865370517961,204.371381804251,0.189007484906854,0.220432749376711,75,709,7,0.626666666666667,47,3.23404255319149,0,1,42,2023
Tee Higgins,CIN,182.689366544557,149.679975091507,0.173011482153343,0.118873641302785,76,656,5,0.552631578947368,42,5.59523809523809,0,2,40,2023
Calvin Ridley,JAC,174.803278697251,160.198223113684,0.0278105476709824,0.0149082821457368,136,1016,8,0.558823529411765,76,2.55263157894737,1,7,129,2023
Jakobi Meyers,LV,173.353405887023,172.046756739883,0.0808285986900826,0.0792650134022002,106,807,8,0.669811320754717,71,3.40845070422535,0,2,15,2023
Chris Olave,NO,171.846614372821,183.483111328213,0.0332715499592667,0.0440980137866643,138,1123,5,0.630434782608696,87,3.98850574712644,0,0,0,2023
Brandin Cooks,DAL,167.460477215435,184.402640481039,0.124043169724147,0.149402291182897,81,657,8,0.666666666666667,54,2.31481481481481,1,2,47,2023
Jayden Reed,GB,167.400281038633,163.312535928209,0.0969025022036631,0.0914444906299917,94,793,8,0.680851063829787,64,5.234375,0,3,65,2023
Stefon Diggs,BUF,162.16754206029,135.576982628364,0.00186129237913432,-0.0192045264075737,160,1183,8,0.66875,107,3.72897196261682,2,2,68,2023
Kalif Raymond,DET,154.395016328479,160.173959096921,0.373512619143941,0.392232102150606,44,489,1,0.795454545454545,35,6.11428571428571,0,0,0,2023
Tyler Lockett,SEA,153.226221763032,151.817728182082,0.0283097018889408,0.0268856177303472,122,901,5,0.647540983606557,79,2.65822784810127,0,5,61,2023
Noah Brown,HOU,153.211462017888,134.133935584049,0.211594881594486,0.169482094190348,55,567,2,0.6,33,6.75757575757576,0,3,41,2023
Gabe Davis,BUF,153.096609404165,159.576296352165,0.121589786535432,0.132094745596855,81,746,7,0.555555555555556,45,4,1,0,0,2023
George Pickens,PIT,152.877438983423,141.509356515627,0.0501182339216656,0.0369763966148686,106,1140,5,0.594339622641509,63,6.15873015873016,3,3,42,2023
Darius Slayton,NYG,139.72723024121,142.320951814649,0.103165553427929,0.107430867300352,79,770,4,0.632911392405063,50,5.96,0,2,22,2023
