,,,
Deebo Samuel,SF,182.442849965325,185.04945941529,0.459702718962509,0.471787747319208,37,225,5,0,2023
CeeDee Lamb,DAL,97.5306040974279,99.6447448572191,0.796284019244738,0.821915436713332,14,113,2,0,2023
Jayden Reed,GB,79.0432556832641,81.7820624120558,1.15635620976203,1.20980348562183,11,119,2,0,2023
Rondale Moore,ARI,65.20130543356,64.4972681410681,0.0555384897474383,0.0507691007613785,28,178,1,0,2023
KaVontae Turpin,DAL,63.6015272958396,65.7387994751115,0.831163515850776,0.872070491936505,11,110,1,1,2023
Ihmir Smith-Marsette,CAR,57.3486323745073,56.9839293201217,0.726508094212848,0.719432206044882,8,74,1,0,2023
Puka Nacua,LA,57.3156521208383,58.3939662972094,0.545322787061363,0.562847289852313,12,89,0,0,2023
Calvin Austin,PIT,56.5878200740585,54.1113656377238,0.892951684198944,0.836973995076871,11,57,1,0,2023
Wan'Dale Robinson,NYG,54.4478157757938,54.9545104743066,0.753623065616295,0.764229932359076,9,87,1,0,2023
Kalif Raymond,DET,49.9777391450865,50.2255505494904,1.55798111213735,1.56762099794852,7,75,0,0,2023
Deven Thompkins,TB,44.9868574976812,47.9535127903882,0.671854501183837,0.741625025772777,8,56,0,0,2023
Velus Jones,CHI,36.0654715589928,34.5991864039038,0.474017299766569,0.43904586147089,8,51,0,0,2023
Tre Tucker,LV,35.1918277082465,35.0375554099265,0.199935050858808,0.197365765958499,10,77,0,0,2023
Chris Godwin,TB,34.5458925781104,38.1950483804644,0.835798292259883,0.964876061629048,4,38,1,0,2023
Curtis Samuel,WAS,34.2133769346279,36.1571632695414,0.250266974203407,0.286424557563169,7,39,1,0,2023
Jakobi Meyers,LV,33.577273189117,37.1872332979746,0.360660748807553,0.440952670080066,4,24,2,0,2023
Laviska Shenault,CAR,33.4665494354978,29.8105253187782,0.171163357714299,0.110279334245039,12,55,0,0,2023
Xavier Hutchinson,HOU,31.7598979755942,32.1612039963554,0.435905453503265,0.446292727994237,5,49,0,0,2023
Xavier Gipson,NYJ,29.1429764076879,28.2948758581639,0.276429434171832,0.257147248921469,8,68,1,1,2023
Derius Davis,LAC,28.9157771355743,34.950250234776,-0.0695532253501826,-0.0034806640246564,14,101,0,0,2023
Jameson Williams,DET,28.8769280008394,29.3812119639699,1.09245072907747,1.11827197897519,3,29,1,0,2023
Tank Dell,HOU,28.0845770540445,28.5127655923887,0.327188884082171,0.338064843083419,11,51,0,0,2023
Ray-Ray McCloud,SF,27.958086746736,24.4448705624476,1.13567988557149,0.944445647037765,3,30,0,0,2023
Tyquan Thornton,NE,26.6161817599552,28.6126816598169,1.61092110301333,1.76072347116354,3,51,0,0,2023
Brandin Cooks,DAL,25.6754326911953,23.5543036635333,0.510329529117674,0.436267895947454,5,35,0,0,2023
Amon-Ra St. Brown,DET,24.9751508972438,22.8871811925582,0.897602091806204,0.79027737666207,4,24,0,0,2023
Zay Flowers,BAL,23.7555163622086,25.6388580442493,0.100233415973897,0.138794569915437,8,56,1,0,2023
Demario Douglas,NE,23.3221204861973,20.4283053388028,0.137843581717925,0.0728253935618815,8,41,0,0,2023
Rashid Shaheed,NO,22.697081182075,19.5045123321231,0.28045117952451,0.18668609083472,7,37,0,0,2023
Skyy Moore,KC,20.2219765006564,17.2891877198523,1.10018272893662,0.884619146671368,3,23,0,0,2023
Harrison Bryant,CLE,19.8632342264097,18.8168203810117,0.0468579640112049,0.0240463069866099,5,8,0,1,2023
Bo Melton,GB,18.5196289148244,17.7958578660021,0.433623105296296,0.401585022416137,3,21,0,0,2023
Marquise Goodwin,CLE,18.0800902665872,17.4765746522045,0.502655919812212,0.47298722252286,4,33,0,0,2023
DJ Moore,CHI,17.3243561599584,15.9686401314736,0.34781367239853,0.290376827025191,4,21,1,0,2023
Brandon Powell,MIN,16.0835023660907,14.7825529804981,0.275097762452148,0.221610686339337,5,17,0,0,2023
George Pickens,PIT,15.9861495549417,15.412773607823,0.564455594167665,0.530359914536262,3,18,0,0,2023
Trey Palmer,TB,15.638875766064,16.3155466157634,0.547477135433859,0.587874111096518,3,22,0,0,2023
Demarcus Robinson,LA,14.9438740466727,14.6402199032399,2.76256325775246,2.69858238669909,1,23,0,0,2023
Chris Moore,TEN,14.3614322079564,15.5403069123255,0.843443811699117,0.944377044552751,2,39,0,0,2023
Tutu Atwell,LA,14.2617572960066,14.2506531615224,0.154501117934628,0.154080163845916,5,31,0,0,2023
Tyler Scott,CHI,13.7996368290394,16.7153466899729,-0.043814175639618,0.0285191449820314,7,41,0,0,2023
DeAndre Carter,LV,13.205620888145,15.5051197154006,0.117260588669815,0.204920920282885,3,18,0,0,2023
Charlie Jones,CIN,13.1904252430771,11.1687558096911,0.65056618216989,0.491669682160117,2,13,0,0,2023
Tyler Boyd,CIN,12.0177002377101,12.2043131029922,0.891019999842088,0.910852224969346,2,11,0,0,2023
Erik Ezukanma,MIA,11.6642107040818,5.43627567245972,-0.139483649062961,-0.27119150478726,5,22,0,0,2023
Khalil Shakir,BUF,11.6254347401007,9.56322368433761,1.71870582746807,1.34532862962779,1,10,0,0,2023
Jalen Reagor,NE,11.6089583362202,10.8020413801653,1.69184845346748,1.54741015672406,1,17,0,0,2023
Rashod Bateman,BAL,11.6070966952323,12.5123646032081,10.0952374708618,10.9127089427561,1,18,0,0,2023
Jake Bobo,SEA,10.1661585127645,10.2514188213625,0.170218619248168,0.174884766467048,1,3,1,0,2023
George Kittle,SF,9.98725136805428,7.98970708211707,1.25359686211015,0.925630571546304,1,2,0,0,2023
