Player,GSIS,Full Name,Team,DYAR,YAR,DVOA,VOA,Passes,Yards,TD,Catch Rate,Catches,YAC,FUM,DPI,DPI Yards
23-C.McCaffrey,00-0033280,Christian McCaffrey,SF,238,237,38.0%,37.8%,83,564,7,81%,67,6.9,1,0,0
1-R.White,00-0037256,Rachaad White,TB,189,197,35.6%,37.5%,70,549,3,91%,64,9.5,1,0,0
25-S.Perine,00-0033526,Samaje Perine,DEN,163,176,38.9%,43.1%,56,455,0,89%,50,9.2,2,1,11
4-J.Cook,00-0037248,James Cook,BUF,159,165,37.7%,39.4%,54,445,4,81%,44,9.0,1,0,0
1-T.Etienne,00-0036973,Travis Etienne,JAC,152,133,22.7%,18.0%,73,476,1,79%,58,9.0,0,0,0
28-J.Mixon,00-0033897,Joe Mixon,CIN,134,110,22.2%,15.6%,64,376,3,81%,52,8.9,0,0,0
20-Bre.Hall,00-0038120,Breece Hall,NYJ,127,153,10.8%,15.8%,95,609,4,80%,76,8.5,0,0,0
7-B.Robinson,00-0038542,Bijan Robinson,ATL,104,95,6.4%,4.6%,86,487,4,67%,58,8.9,0,0,0
8-B.Robinson,00-0037746,Brian Robinson,WAS,98,111,22.1%,26.6%,43,368,4,84%,36,11.4,1,0,0
44-K.Juszczyk,00-0029892,Kyle Juszczyk,SF,94,85,75.5%,67.2%,17,119,2,82%,14,4.1,0,0,0
1-J.McKinnon,00-0031376,Jerick McKinnon,KC,83,86,34.4%,35.8%,32,192,4,78%,25,8.8,0,0,0
21-Z.Moss,00-0036251,Zack Moss,IND,80,63,30.1%,20.5%,37,192,2,73%,27,7.0,0,0,0
28-A.Dillon,00-0036265,AJ Dillon,GB,69,68,29.9%,29.3%,28,223,0,79%,22,10.5,0,0,0
25-D.Johnson,00-0035628,D'Ernest Johnson,JAC,66,59,92.4%,82.3%,12,140,0,83%,10,13.6,0,0,0
28-D.Achane,00-0039040,De'Von Achane,MIA,65,58,15.8%,12.3%,37,197,3,73%,27,9.7,0,0,0
30-C.Brown,00-0038597,Chase Brown,CIN,65,61,67.9%,63.3%,15,156,1,93%,14,13.9,0,0,0
24-A.Gibson,00-0036328,Antonio Gibson,WAS,63,69,4.7%,6.4%,59,389,2,81%,48,7.9,2,0,0
41-A.Kamara,00-0033906,Alvin Kamara,NO,59,65,-1.9%,-0.6%,86,466,1,87%,75,6.7,0,0,0
35-G.Edwards,00-0034184,Gus Edwards,BAL,55,52,70.4%,65.8%,13,180,0,92%,12,12.1,1,0,0
23-R.Dowdle,00-0036139,Rico Dowdle,DAL,53,48,27.3%,23.3%,22,144,2,77%,17,10.0,0,1,4
