Travis Kelce,KC,85.3910168824327,89.4762203891386,0.389851147326871,0.411979384070792,27,262,3,0.851851851851852,23,4.34782608695652,0,0,0,Playoffs
Jake Ferguson,DAL,40.3089440753268,45.7559628964735,0.386130523043963,0.448131020498638,12,93,3,0.833333333333333,10,3.8,0,0,0,Playoffs
Dalton Kincaid,BUF,34.5855299242105,29.2190497375809,0.410697784183735,0.335693527569653,11,104,1,0.727272727272727,8,5.375,0,0,0,Playoffs
Luke Musgrave,GB,32.7503116779965,28.6393539704561,0.565203825738351,0.485133371862324,7,66,1,0.857142857142857,6,4.83333333333333,0,0,0,Playoffs
Brevin Jordan,HOU,25.07993891042,23.2891511364765,1.68043103090784,1.55525297362587,2,76,1,0.5,1,72,0,0,0,Playoffs
Dalton Schultz,HOU,23.7810471374268,22.8892177452733,0.406238079449218,0.38827767108875,9,80,1,0.666666666666667,6,0.666666666666667,0,1,12,Playoffs
George Kittle,SF,22.2562868236112,22.9790576563373,0.280227277075758,0.291688057116504,10,108,1,0.6,6,9,0,0,0,Playoffs
Sam LaPorta,DET,22.225769774469,7.51222790175846,0.0465160979975572,-0.032395202197091,27,176,1,0.777777777777778,21,4.52380952380952,0,0,0,Playoffs
Cade Otton,TB,18.8273845024384,22.5243885859114,0.0679931501252194,0.0956170720184528,19,154,1,0.684210526315789,13,6.07692307692308,0,0,0,Playoffs
Isaiah Likely,BAL,17.8131529823524,15.9584423786894,0.284353151846764,0.2471782790982,6,50,1,0.666666666666667,4,5.75,0,0,0,Playoffs
Brock Wright,DET,10.9815757661092,11.5258418274589,1.08046418563124,1.13761625182508,1,29,0,1,1,27,0,0,0,Playoffs
Dawson Knox,BUF,10.9368245881081,10.6173451153701,0.431157043447537,0.416439146148897,3,13,1,0.666666666666667,2,2.5,0,0,0,Playoffs
Davis Allen,LA,9.88530354829694,9.98625130344584,0.606181912400898,0.613114430927419,2,28,0,1,2,9.5,0,0,0,Playoffs
Payne Durham,TB,7.44503248502977,7.41427970784653,1.0322921923563,1.02772792685323,1,18,0,1,1,11,0,0,0,Playoffs
Harrison Bryant,CLE,4.86233758309125,5.26724244040442,0.0447236817260576,0.0545007037461916,6,65,0,0.666666666666667,4,9,0,0,0,Playoffs
Anthony Firkser,DET,4.39836631791564,3.69610278511372,0.575750246757607,0.472218137334275,1,8,0,1,1,4,0,0,0,Playoffs
Mark Andrews,BAL,3.14908004296346,2.38463849633322,0.231051884454937,0.15731962579099,2,15,0,1,2,0,0,0,0,Playoffs
David Njoku,CLE,-0.204212068399114,-0.762476770552501,-0.0753100444122744,-0.0824873656634332,11,93,0,0.636363636363636,7,2.71428571428571,0,0,0,Playoffs
Connor Heyward,PIT,-0.431209820443526,-0.500110631084834,-0.137679865438809,-0.1480651270782,1,5,0,1,1,0,0,0,0,Playoffs
Luke Schoonmaker,DAL,-0.527607066292846,0.149795063432877,-0.153870652653363,-0.0496347321525051,1,7,0,1,1,5,0,0,0,Playoffs
Charlie Kolar,BAL,-1.7448929628217,-2.17600009277915,-0.340969520947578,-0.407254127975606,1,4,0,1,1,0,0,0,0,Playoffs
Ben Sims,GB,-1.75533793943462,-2.19772255794163,-0.383182066789805,-0.461434409217683,1,4,0,1,1,2,0,0,0,Playoffs
Pat Freiermuth,PIT,-6.16755519841984,-6.76249857948919,-0.208236033770318,-0.221311787220887,8,76,0,0.625,5,6.8,1,0,0,Playoffs
Darnell Washington,PIT,-6.28336406119704,-6.83373545297358,-0.971872764903872,-1.05063430722495,1,0,0,0,0,,0,0,0,Playoffs
Tucker Kraft,GB,-7.3501370466906,-12.4184299186244,-0.196040216557332,-0.281100183797166,9,24,1,0.555555555555556,5,3.2,0,0,0,Playoffs
Tyler Higbee,LA,-7.60429194578331,-6.86664062310409,-1.17035685939189,-1.06387759698103,1,0,0,0,0,,0,0,0,Playoffs
Dallas Goedert,PHI,-8.79783970671155,-10.2275991421385,-0.26200879337943,-0.292776353111656,6,21,1,0.666666666666667,4,1.75,0,1,4,Playoffs
Durham Smythe,MIA,-14.0736889025269,-15.6232723769768,-0.613381196381051,-0.6729145940334,4,12,0,0.75,3,1,0,0,0,Playoffs
Noah Gray,KC,-16.8340642125923,-18.4813028997751,-0.3570513971563,-0.384877119548992,9,44,0,0.666666666666667,6,2.33333333333333,0,0,0,Playoffs
