rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
25,22558,Javonte Williams,DEN,RB,1,SEA,12.7,52.0,4.1,0.3,3.2,2.3,16.1,0.1,0.1,0.1,11.3
26,21691,Chuba Hubbard,CAR,RB,1,NO,14.5,56.6,3.9,0.3,2.5,1.9,13.6,0.1,0.1,0.1,11.1
27,22546,Rhamondre Stevenson,NE,RB,1,CIN,13.0,53.3,4.1,0.3,2.8,2.1,14.7,0.1,0.1,0.1,11.1
28,22539,Zamir White,LV,RB,1,LAC,13.5,55.2,4.1,0.4,2.2,1.6,11.6,0.1,0.1,0.1,11.1
29,20912,Tony Pollard,TEN,RB,1,CHI,12.4,52.1,4.2,0.3,2.8,2.0,15.0,0.1,0.1,0.1,10.9
30,21768,Najee Harris,PIT,RB,1,ATL,13.1,52.1,4.0,0.4,2.0,1.6,10.1,0.1,0.1,0.1,10.6
31,21784,Zack Moss,CIN,RB,1,NE,11.7,49.7,4.2,0.4,2.2,1.6,12.4,0.1,0.1,0.1,10.6
32,23190,Brian Robinson Jr.,WAS,RB,1,TB,12.2,48.5,4.0,0.4,2.0,1.4,11.1,0.1,0.1,0.1,10.2
33,19562,Austin Ekeler,WAS,RB,1,TB,7.9,30.3,3.8,0.2,4.0,3.0,22.2,0.1,0.1,0.1,9.8
34,24374,Chase Brown,CIN,RB,1,NE,9.3,40.5,4.4,0.2,2.7,2.3,17.8,0.1,0.1,0.1,9.7
35,23479,Jaylen Warren,PIT,RB,1,ATL,8.8,38.0,4.3,0.2,3.0,2.5,17.4,0.1,0.1,0.1,9.6
36,24123,Tyjae Spears,TEN,RB,1,CHI,9.1,37.9,4.2,0.2,3.2,2.4,17.8,0.1,0.1,0.1,9.6
37,20239,Gus Edwards,LAC,RB,1,LV,11.6,49.1,4.2,0.4,1.2,1.0,7.0,0.0,0.1,0.1,8.8
38,17923,Ezekiel Elliott,DAL,RB,1,CLE,10.4,37.5,3.6,0.3,2.3,1.6,11.3,0.1,0.1,0.1,8.7
39,24311,Jaleel McLaughlin,DEN,RB,1,SEA,6.8,27.9,4.1,0.2,2.7,2.0,14.0,0.1,0.1,0.1,7.8
40,21952,Rico Dowdle,DAL,RB,1,CLE,8.9,36.8,4.1,0.2,1.8,1.3,9.6,0.1,0.1,0.1,7.5
41,24116,Blake Corum,LA,RB,1,DET,7.3,31.8,4.4,0.3,1.5,1.1,8.9,0.1,0.1,0.1,7.4
42,23173,Zach Charbonnet,SEA,RB,1,DEN,6.3,27.6,4.4,0.2,2.1,1.7,12.1,0.1,0.1,0.1,7.3
43,21852,Ty Chandler,MIN,RB,1,NYG,7.6,31.6,4.2,0.2,1.8,1.3,9.3,0.1,0.1,0.1,7.0
44,21861,Antonio Gibson,NE,RB,1,CIN,6.1,22.8,3.7,0.1,3.0,2.1,15.9,0.1,0.1,0.1,7.0
45,21674,J.K. Dobbins,LAC,RB,1,LV,6.4,30.0,4.7,0.2,1.3,1.0,7.1,0.1,0.1,0.1,6.3
46,23250,Tyler Allgeier,ATL,RB,1,PIT,7.5,29.6,3.9,0.2,1.2,1.0,7.3,0.1,0.1,0.1,6.3
47,22563,Khalil Herbert,CHI,RB,1,TEN,7.7,32.6,4.2,0.2,0.8,0.7,5.1,0.1,0.1,0.1,6.1
48,24967,Bucky Irving,TB,RB,1,WAS,5.7,24.3,4.3,0.2,1.4,1.1,7.9,0.1,0.1,0.1,5.9
49,24980,Ray Davis,BUF,RB,1,ARI,4.9,22.8,4.7,0.2,1.1,0.9,6.9,0.1,0.0,0.0,5.7
50,24292,Trey Benson,ARI,RB,1,BUF,6.2,23.1,3.7,0.2,0.9,0.8,5.7,0.0,0.0,0.0,4.9
51,18995,Jamaal Williams,NO,RB,1,CAR,6.7,24.4,3.6,0.2,0.7,0.7,4.5,0.0,0.0,0.0,4.8
52,20802,Justice Hill,BAL,RB,1,KC,3.2,14.5,4.5,0.1,2.2,1.5,10.8,0.0,0.0,0.0,4.6
53,18957,D'Onta Foreman,CLE,RB,1,DAL,5.6,22.4,4.0,0.2,0.6,0.5,3.4,0.0,0.0,0.0,4.3
54,23364,Jordan Mason,SF,RB,1,NYJ,4.8,20.3,4.2,0.2,0.7,0.6,4.0,0.0,0.0,0.0,4.2
55,20868,Alexander Mattison,LV,RB,1,LAC,5.8,22.5,3.9,0.1,1.1,0.9,5.8,0.0,0.1,0.1,4.1
56,20933,Miles Sanders,CAR,RB,1,NO,5.2,21.2,4.1,0.1,1.1,0.8,5.5,0.0,0.1,0.1,3.9
57,23193,Tank Bigsby,JAC,RB,1,MIA,4.3,16.8,3.9,0.2,0.7,0.6,3.7,0.0,0.0,0.0,3.9
58,22562,Kenneth Gainwell,PHI,RB,1,GB,3.2,14.5,4.5,0.1,1.5,1.0,7.7,0.0,0.0,0.0,3.8
59,18993,Samaje Perine,KC,RB,1,BAL,2.5,9.4,3.8,0.1,1.4,1.3,10.9,0.0,0.1,0.1,3.7
60,25092,Tyrone Tracy Jr.,NYG,RB,1,MIN,3.9,15.2,3.9,0.1,1.2,0.9,6.6,0.0,0.0,0.0,3.7
61,24309,Emanuel Wilson,GB,RB,1,PHI,4.5,17.2,3.8,0.1,0.9,0.7,5.5,0.0,0.0,0.0,3.6
62,24934,Braelon Allen,NYJ,RB,1,SF,4.7,19.4,4.1,0.1,0.7,0.6,3.9,0.0,0.0,0.0,3.5
63,23223,Dameon Pierce,HOU,RB,1,IND,4.9,19.0,3.9,0.1,0.7,0.6,4.1,0.0,0.1,0.1,3.3
64,20837,Ty Johnson,BUF,RB,1,ARI,2.2,9.9,4.5,0.1,1.2,0.8,6.6,0.0,0.0,0.0,3.0
65,15150,Cordarrelle Patterson,PIT,RB,1,ATL,2.1,8.8,4.2,0.1,1.1,0.7,5.3,0.0,0.0,0.0,2.7
66,23218,Pierre Strong Jr.,CLE,RB,1,DAL,2.9,13.7,4.7,0.1,0.8,0.5,4.2,0.0,0.1,0.1,2.7
67,23195,Eric Gray,NYG,RB,1,MIN,2.6,10.9,4.2,0.1,0.8,0.5,4.2,0.0,0.0,0.0,2.6
68,24971,Audric Estime,DEN,RB,1,SEA,2.7,11.6,4.3,0.1,0.5,0.5,3.4,0.0,0.1,0.1,2.4
69,24609,Emari Demercado,ARI,RB,1,BUF,1.9,7.7,4.1,0.0,1.4,0.9,6.3,0.0,0.0,0.0,2.3
70,14901,Kyle Juszczyk,SF,RB,1,NYJ,0.3,1.1,3.7,0.0,1.1,0.9,6.7,0.1,0.0,0.0,2.3
71,21801,Trey Sermon,IND,RB,1,HOU,2.5,10.4,4.2,0.1,0.6,0.3,2.9,0.0,0.0,0.0,2.2
72,24939,Carson Steele,KC,RB,1,BAL,2.1,8.9,4.2,0.1,0.6,0.4,3.2,0.0,0.0,0.0,2.2
73,25102,Will Shipley,PHI,RB,1,GB,1.9,8.6,4.5,0.1,0.7,0.4,3.4,0.0,0.0,0.0,2.2
74,18872,Dalvin Cook,DAL,RB,1,CLE,2.2,9.5,4.3,0.1,0.4,0.3,2.8,0.0,0.0,0.0,2.1
75,25064,Isaiah Davis,NYJ,RB,1,SF,1.9,5.4,2.8,0.1,0.3,0.2,1.7,0.0,0.0,0.0,1.5
76,16815,Ameer Abdullah,LV,RB,1,LAC,0.8,3.0,3.8,0.0,1.1,0.6,4.7,0.0,0.0,0.0,1.4
77,19626,Dare Ogunbowale,HOU,RB,1,IND,0.6,2.4,4.0,0.0,0.9,0.5,4.0,0.0,0.0,0.0,1.1
78,19319,Matt Breida,SF,RB,1,NYJ,0.7,3.1,4.4,0.1,0.2,0.1,1.0,0.0,0.0,0.0,1.1
79,23298,Raheem Blackshear,CAR,RB,1,NO,0.8,3.3,4.1,0.0,0.6,0.4,3.3,0.0,0.0,0.0,1.1
80,20360,Jeff Wilson Jr.,MIA,RB,1,JAC,1.0,5.1,5.1,0.0,0.6,0.3,2.2,0.0,0.0,0.0,1.0
81,24188,Deuce Vaughn,DAL,RB,1,CLE,1.0,4.4,4.4,0.0,0.5,0.3,2.5,0.0,0.0,0.0,1.0
82,23636,Zander Horvath,NO,RB,1,CAR,0.4,0.9,,0.0,,0.2,0.4,0.1,,,0.9
83,24991,Jawhar Jordan,HOU,RB,1,IND,1.2,5.6,4.7,0.0,0.3,0.2,1.3,0.0,0.0,0.0,0.9
84,25063,Isaac Guerendo,SF,RB,1,NYJ,1.2,4.5,3.8,0.0,0.3,0.2,1.3,0.0,0.0,0.0,0.8
85,21564,Craig Reynolds,DET,RB,1,LA,1.0,4.0,4.0,0.0,0.3,0.2,1.7,0.0,0.0,0.0,0.8
86,22547,Ronnie Rivers,LA,RB,1,DET,1.3,4.4,3.4,0.0,0.2,0.2,1.3,0.0,0.0,0.0,0.8
87,21843,Salvon Ahmed,MIA,RB,1,JAC,0.5,2.5,,0.0,,0.3,2.2,0.0,,,0.8
88,24373,Kenny McIntosh,SEA,RB,1,DEN,1.1,4.0,3.6,0.0,0.4,0.2,1.7,0.0,0.0,0.0,0.8
89,21593,D'Ernest Johnson,JAC,RB,1,MIA,0.9,3.9,4.3,0.0,0.3,0.2,1.7,0.0,0.0,0.0,0.8
90,23341,Tyler Goodson,IND,RB,1,HOU,0.8,3.7,4.6,0.0,0.6,0.2,1.8,0.0,0.0,0.0,0.8
91,24312,Jacob Saylors,NYG,RB,1,MIN,0.4,1.7,,0.0,,0.2,1.6,0.0,,,0.7
92,25049,Cody Schrader,SF,RB,1,NYJ,0.7,4.0,5.7,0.0,0.3,0.2,0.9,0.0,0.0,0.0,0.7
93,24194,Sean Tucker,TB,RB,1,WAS,1.2,4.7,3.9,0.0,0.2,0.1,1.1,0.0,0.0,0.0,0.7
94,20810,Travis Homer,CHI,RB,1,TEN,0.5,2.7,5.4,0.0,0.4,0.2,2.0,0.0,0.0,0.0,0.7
95,25049,Cody Schrader,LA,RB,1,DET,0.9,4.1,4.6,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.7
96,24310,Jordan Mims,NO,RB,1,CAR,0.9,3.8,4.2,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.6
97,22676,Kene Nwangwu,NO,RB,1,CAR,1.3,4.0,3.1,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.6
98,21804,DeeJay Dallas,ARI,RB,1,BUF,0.4,1.7,4.2,0.0,0.4,0.2,1.5,0.0,0.0,0.0,0.5
99,24178,Israel Abanikanda,NYJ,RB,1,SF,0.7,2.8,4.0,0.0,0.3,0.1,1.2,0.0,0.0,0.0,0.5
100,21765,JaMycal Hasty,NE,RB,1,CIN,0.7,2.6,3.7,0.0,0.2,0.1,1.3,0.0,0.0,0.0,0.5
101,23273,Hassan Haskins,LAC,RB,1,LV,0.4,1.8,4.5,0.0,0.2,0.1,0.8,0.0,0.0,0.0,0.4
102,24930,Sione Vaki,DET,RB,1,LA,0.6,1.8,3.0,0.0,0.2,0.1,0.5,0.0,0.0,0.0,0.3
103,24278,Hunter Luepke,DAL,RB,1,CLE,0.4,1.5,3.8,0.0,0.1,0.0,1.6,0.0,0.0,0.0,0.3
104,21823,Patrick Taylor Jr.,SF,RB,1,NYJ,0.2,1.3,6.5,0.0,0.2,0.1,0.8,0.0,0.0,0.0,0.3
105,19065,Jeremy McNichols,WAS,RB,1,TB,0.5,0.8,1.6,0.0,0.2,0.1,1.2,0.0,0.0,0.0,0.3
106,20990,Trayveon Williams,CIN,RB,1,NE,0.4,1.9,4.7,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.3
107,23586,Julius Chestnut,TEN,RB,1,CHI,0.1,1.0,10.0,0.0,0.2,0.1,0.6,0.0,0.0,0.0,0.3
108,19957,John Kelly,CLE,RB,1,DAL,0.1,0.6,,0.0,,0.1,0.8,0.0,,,0.2
109,20819,Alec Ingold,MIA,RB,1,JAC,0.1,0.4,4.0,0.0,0.2,0.0,2.1,0.0,0.0,0.0,0.2
110,19209,Patrick Ricard,BAL,RB,1,KC,0.2,0.5,2.5,0.0,0.1,0.0,1.3,0.0,0.0,0.0,0.2
111,23004,Adam Prentice,NO,RB,1,CAR,0.1,0.7,7.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2
112,18652,C.J. Ham,MIN,RB,1,NYG,0.1,0.6,6.0,0.0,0.1,0.0,1.1,0.0,0.0,0.0,0.2
113,22925,Avery Williams,ATL,RB,1,PIT,0.2,0.9,4.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1
114,25452,British Brooks,HOU,RB,1,IND,0.0,0.0,,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.1
115,21310,Khari Blasingame,CHI,RB,1,TEN,0.2,0.4,2.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.1
116,24372,Roschon Johnson,CHI,RB,1,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,22533,Demetric Felton,CHI,RB,1,TEN,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
118,23273,Hassan Haskins,TEN,RB,1,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,25322,Jabari Small,TEN,RB,1,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,22533,Demetric Felton,IND,RB,1,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,21227,Andrew Beck,HOU,RB,1,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,25481,Ian Wheeler,CHI,RB,1,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,23213,Kendall Milton,PHI,RB,1,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,25074,Jarveon Howard,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,21797,La'Mical Perine,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,24877,Ellis Merriweather,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,23211,MarShawn Lloyd,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,24215,Lew Nichols,PHI,RB,1,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,23172,Tyrion Davis-Price,PHI,RB,1,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,24732,Henry Pearson,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,23192,Chris Brooks,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,21802,AJ Dillon,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,23052,Nate McCrary,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,21227,Andrew Beck,GB,RB,1,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,21782,Jonathan Ward,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,24503,Robert Burns,ATL,RB,1,PIT,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
137,25067,Daijun Edwards,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,21797,La'Mical Perine,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,23201,Jase McClellan,ATL,RB,1,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,24381,Jack Colletto,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,21825,Spencer Brown,ATL,RB,1,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,24595,Zavier Scott,IND,RB,1,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,23713,Aaron Shampklin,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,23213,Kendall Milton,CIN,RB,1,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,25090,Terrell Jennings,NE,RB,1,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,20039,Boston Scott,PIT,RB,1,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,24304,Carlos Washington Jr.,ATL,RB,1,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,24517,Hassan Hall,ARI,RB,1,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,21774,Tony Jones,ARI,RB,1,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,25100,Frank Gore Jr.,BUF,RB,1,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,22206,Reggie Gilliam,BUF,RB,1,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,22553,Michael Carter,ARI,RB,1,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,23345,Kevin Harris,NE,RB,1,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,25053,Deshaun Fenwick,NE,RB,1,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,21845,Darrynton Evans,BUF,RB,1,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,23636,Zander Horvath,MIA,RB,1,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,23192,Chris Brooks,MIA,RB,1,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,25497,Lorenzo Lingard,JAC,RB,1,MIA,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
159,22672,Gary Brightwell,JAC,RB,1,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,25072,Jalen Jackson,JAC,RB,1,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,21854,Anthony McFarland Jr.,MIA,RB,1,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,23206,Noah Cain,CIN,RB,1,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,25120,Keilan Robinson,JAC,RB,1,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,24923,Jaylen Wright,MIA,RB,1,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,24365,Deneric Prince,MIA,RB,1,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,22647,Chris Evans,CIN,RB,1,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,25508,Elijah Collins,CIN,RB,1,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,20159,Mike Boone,CAR,RB,1,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,25055,Dillon Johnson,CAR,RB,1,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,24944,Jonathon Brooks,CAR,RB,1,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,25065,Jacob Kibodi,NO,RB,1,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,21970,James Robinson,NO,RB,1,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,24946,Jaden Shirden,CAR,RB,1,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,24238,Kendre Miller,NO,RB,1,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,25314,Louis Rees-Zammit,JAC,RB,1,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,20039,Boston Scott,LA,RB,1,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,22672,Gary Brightwell,CLE,RB,1,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,22678,Jake Funk,DET,RB,1,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,23847,Zonovan Knight,DET,RB,1,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,23174,Zach Evans,LA,RB,1,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,23202,SaRodorick Thompson Jr.,LA,RB,1,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,22555,Jermar Jefferson,DET,RB,1,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,23880,Malik Davis,DAL,RB,1,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,19823,Royce Freeman,DAL,RB,1,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,21100,Jakob Johnson,NYG,RB,1,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,24595,Zavier Scott,MIN,RB,1,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,25497,Lorenzo Lingard,NYG,RB,1,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,24212,DeWayne McBride,MIN,RB,1,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,21776,Joshua Kelley,NYG,RB,1,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,23301,Jashaun Corbin,NYG,RB,1,MIN,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
191,23209,Mohamed Ibrahim,MIN,RB,1,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,22676,Kene Nwangwu,MIN,RB,1,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,19912,Nyheim Hines,CLE,RB,1,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,20768,Myles Gaskin,MIN,RB,1,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,25051,Dante Miller,NYG,RB,1,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,22556,Jaret Patterson,LAC,RB,1,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,22902,Ben Mason,LAC,RB,1,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,24626,Elijah Dotson,LAC,RB,1,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,19798,Nick Chubb,CLE,RB,1,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,23632,Brittain Brown,LV,RB,1,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,23198,Isaiah Spiller,LAC,RB,1,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
