rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
1,21685,Justin Jefferson,MIN,WR,3,HOU,9.8,6.3,64.3,93.9,0.6,9.6,14.9,0.2,0.4,2.0,0.0,0.0,0.0,19.3
2,21679,CeeDee Lamb,DAL,WR,3,BAL,9.9,5.9,59.6,86.2,0.7,8.7,14.6,0.9,6.1,6.8,0.0,0.0,0.0,19.3
3,22564,Ja'Marr Chase,CIN,WR,3,WAS,9.2,6.4,69.6,83.8,0.6,9.1,13.1,0.1,0.9,9.0,0.0,0.0,0.0,18.5
4,22587,Amon-Ra St. Brown,DET,WR,3,ARI,9.3,6.7,72.0,80.7,0.5,8.7,12.0,0.3,2.4,8.0,0.0,0.0,0.0,18.0
5,21687,DeVonta Smith,PHI,WR,3,NO,8.7,6.5,74.7,79.4,0.5,9.1,12.2,0.0,0.0,,0.0,0.0,0.0,17.4
6,24120,Rashee Rice,KC,WR,3,ATL,8.5,6.0,70.6,74.4,0.6,8.8,12.4,0.0,0.0,,0.0,0.0,0.0,17.0
7,21756,Nico Collins,HOU,WR,3,MIN,8.2,5.7,69.5,81.2,0.5,9.9,14.2,0.1,0.2,4.0,0.0,0.0,0.0,16.8
8,16470,Davante Adams,LV,WR,3,CAR,8.8,5.8,65.9,72.5,0.6,8.2,12.5,0.0,0.0,,0.0,0.0,0.0,16.6
9,18880,Chris Godwin,TB,WR,3,DEN,7.6,5.8,76.3,72.5,0.5,9.5,12.5,0.1,0.7,7.0,0.0,0.0,0.0,16.1
10,24953,Malik Nabers,NYG,WR,3,CLE,8.6,6.0,69.8,73.6,0.4,8.6,12.3,0.2,1.4,7.0,0.0,0.0,0.0,15.9
11,23122,Garrett Wilson,NYJ,WR,3,NE,8.8,5.6,63.6,69.5,0.5,7.9,12.4,0.5,1.9,3.8,0.0,0.0,0.0,15.7
12,18082,Tyreek Hill,MIA,WR,3,SEA,9.0,5.8,64.4,73.2,0.4,8.1,12.6,0.3,1.6,5.3,0.0,0.0,0.0,15.7
13,22565,Chris Olave,NO,WR,3,PHI,8.1,5.3,65.4,73.1,0.5,9.0,13.8,0.1,0.6,4.0,0.0,0.0,0.0,15.7
14,21747,Brandon Aiyuk,SF,WR,3,LA,7.2,5.1,70.8,75.1,0.5,10.4,14.7,0.0,0.1,5.0,0.0,0.0,0.0,15.6
15,16597,Mike Evans,TB,WR,3,DEN,7.3,4.4,60.3,63.2,0.7,8.7,14.4,0.0,0.0,,0.0,0.0,0.0,14.9
16,24974,Marvin Harrison Jr.,ARI,WR,3,DET,7.8,4.8,61.5,69.1,0.5,8.9,14.4,0.1,0.6,6.0,0.0,0.0,0.0,14.8
17,20875,DK Metcalf,SEA,WR,3,MIA,7.6,5.0,65.8,66.2,0.5,8.7,13.2,0.0,0.0,,0.0,0.0,0.0,14.6
18,19844,DJ Moore,CHI,WR,3,IND,7.8,5.2,66.7,65.1,0.4,8.3,12.5,0.4,2.4,6.0,0.0,0.0,0.0,14.3
19,23729,Rashid Shaheed,NO,WR,3,PHI,5.8,4.3,74.1,66.0,0.5,11.4,15.3,0.6,4.0,6.7,0.0,0.0,0.0,14.3
20,23120,Zay Flowers,BAL,WR,3,DAL,7.7,5.3,68.8,58.2,0.4,7.6,11.0,0.6,4.2,7.0,0.0,0.0,0.0,13.9
