"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Keon Coleman","BUF","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","4.8","3.2","41.8","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.7","9.3","6.1"
"Jared Goff","DET","QB","ARI","23.4","33.3","273.1","1.7","0.6","1.5","2.0","0.1","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","17.8","17.8","17.8"
"Quentin Johnston","LAC","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","3.5","44.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.5","9.3","5.8"
"Jakobi Meyers","LV","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","5.3","3.3","42.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.4","9.1","5.8"
"Geno Smith","SEA","QB","MIA","20.7","31.0","233.1","1.6","0.7","3.2","12.8","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","17.5","17.5","17.5"
"Chase Brown","CIN","RB","WAS","0.0","0.0","0.0","0.0","0.0","7.0","30.0","0.2","1.9","1.5","11.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.4","7.2","5.7"
"Ty Chandler","MIN","RB","HOU","0.0","0.0","0.0","0.0","0.0","8.3","35.5","0.2","1.4","1.0","7.5","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.4","6.9","5.9"
"Darnell Mooney","ATL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.1","0.7","0.0","5.2","3.0","37.9","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.3","8.8","5.7"
"Jake Ferguson","DAL","TE","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","36.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.0","8.7","5.3"
"Raheem Mostert","MIA","RB","SEA","0.0","0.0","0.0","0.0","0.0","7.5","32.0","0.2","0.0","1.4","10.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.3","7.0","5.6"
"Elijah Moore","CLE","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","3.7","40.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.2","9.0","5.3"
"Isaiah Likely","BAL","TE","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","3.4","35.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.8","8.5","5.1"
"Wan'Dale Robinson","NYG","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.5","2.8","0.0","5.6","3.7","37.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.9","8.8","5.1"
"Braelon Allen","NYJ","RB","NE","0.0","0.0","0.0","0.0","0.0","6.1","26.1","0.2","1.9","1.5","10.6","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.0","6.7","5.3"
"Hunter Henry","NE","TE","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","3.7","36.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.6","8.5","4.8"
"Jaleel McLaughlin","DEN","RB","TB","0.0","0.0","0.0","0.0","0.0","6.4","25.6","0.1","2.6","1.9","12.8","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.9","6.8","5.0"
"Cleveland Browns","CLE","DST","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.60","0.7","0.2","18.9","295.6","7.8","7.8","7.8"
"Colby Parkinson","LA","TE","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.4","34.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.6","8.3","4.9"
"Adam Thielen","CAR","WR","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.0","38.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.7","8.2","5.2"
"Brock Purdy","SF","QB","LA","19.3","28.5","225.9","1.6","0.6","2.6","9.7","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","16.9","16.9","16.9"
"Evan McPherson","CIN","K","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","3.2","0.0","0.00","0.0","0.0","","","9.3","9.3","9.3"
"Andrei Iosivas","CIN","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","2.8","32.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.5","7.9","5.1"
"Taysom Hill","NO","TE","PHI","0.0","0.0","0.0","0.0","0.0","4.1","19.1","0.3","2.0","1.3","12.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.3","6.9","5.6"
"Jalen McMillan","TB","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","2.8","38.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.3","7.7","4.9"
"Justice Hill","BAL","RB","DAL","0.0","0.0","0.0","0.0","0.0","3.5","15.0","0.1","3.2","2.4","17.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.4","6.6","4.2"
"Tampa Bay Buccaneers","TB","DST","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.50","0.9","0.2","17.8","295.3","7.3","7.3","7.3"
"Rome Odunze","CHI","WR","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","2.7","34.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.3","7.6","4.9"
"Jordan Whittington","LA","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","3.0","36.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.3","7.8","4.7"
"Miles Sanders","CAR","RB","LV","0.0","0.0","0.0","0.0","0.0","6.8","26.3","0.2","1.7","1.2","8.2","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.3","5.9","4.8"
"Tyler Allgeier","ATL","RB","KC","0.0","0.0","0.0","0.0","0.0","7.1","31.0","0.2","0.8","0.6","5.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.3","5.6","5.0"
"Dalton Schultz","HOU","TE","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","3.1","30.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.0","7.5","4.4"
"Harrison Butker","KC","K","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.9","0.0","0.00","0.0","0.0","","","8.9","8.9","8.9"
"Joshua Palmer","LAC","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.0","36.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.2","7.7","4.6"
"Ray-Ray McCloud","ATL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","4.8","3.0","31.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.2","7.7","4.7"
"Zach Ertz","WAS","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.1","31.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.9","7.5","4.4"
"Ka'imi Fairbairn","HOU","K","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.8","0.0","0.00","0.0","0.0","","","8.9","8.9","8.9"
"New York Jets","NYJ","DST","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.50","0.5","0.2","17.9","276.4","7.1","7.1","7.1"
"Blake Grupe","NO","K","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","3.0","0.0","0.00","0.0","0.0","","","8.9","8.9","8.9"
"Josh Reynolds","DEN","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","2.9","36.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.1","7.6","4.6"
"Deshaun Watson","CLE","QB","NYG","20.0","31.7","211.5","1.2","0.8","5.0","23.2","0.3","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","16.2","16.2","16.2"
"Jamaal Williams","NO","RB","PHI","0.0","0.0","0.0","0.0","0.0","6.6","25.0","0.2","1.1","0.8","6.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.2","5.6","4.8"
"Greg Dortch","ARI","WR","DET","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","4.4","3.0","31.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.0","7.5","4.5"
"Justin Tucker","BAL","K","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.5","0.0","0.00","0.0","0.0","","","8.8","8.8","8.8"
"Seattle Seahawks","SEA","DST","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.60","1.0","0.2","21.2","313.9","7.0","7.0","7.0"
"Trevor Lawrence","JAC","QB","BUF","20.1","31.1","219.9","1.3","0.8","3.5","17.2","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","16.1","16.1","16.1"
"Brandon Aubrey","DAL","K","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.6","0.0","0.00","0.0","0.0","","","8.7","8.7","8.7"
"Indianapolis Colts","IND","DST","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.60","0.8","0.2","26.1","319.2","7.0","7.0","7.0"
"Las Vegas Raiders","LV","DST","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.50","0.8","0.2","18.0","306.1","6.9","6.9","6.9"
"San Francisco 49ers","SF","DST","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.60","0.8","0.2","21.5","313.8","6.9","6.9","6.9"
"DeAndre Hopkins","TEN","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","2.8","33.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.9","7.3","4.5"
"Michael Wilson","ARI","WR","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","2.5","34.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.9","7.1","4.7"
"Pat Freiermuth","PIT","TE","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.4","27.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.7","7.4","4.0"
"Allen Lazard","NYJ","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","2.7","31.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.9","7.2","4.5"
"Tennessee Titans","TEN","DST","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.50","0.7","0.2","19.0","295.9","6.9","6.9","6.9"
"Jake Moody","SF","K","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.6","0.0","0.00","0.0","0.0","","","8.6","8.6","8.6"
"Jason Myers","SEA","K","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.5","0.0","0.00","0.0","0.0","","","8.6","8.6","8.6"
"Matt Prater","ARI","K","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.7","0.0","0.00","0.0","0.0","","","8.6","8.6","8.6"
"Cincinnati Bengals","CIN","DST","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.60","0.7","0.2","21.0","329.0","6.8","6.8","6.8"
"Cairo Santos","CHI","K","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.0","0.5","0.2","2.2","0.0","0.00","0.0","0.0","","","8.6","8.6","8.6"
"Green Bay Packers","GB","DST","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.60","0.8","0.2","22.3","345.0","6.8","6.8","6.8"
"Tyler Bass","BUF","K","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.7","0.0","0.00","0.0","0.0","","","8.6","8.6","8.6"
"Sam Darnold","MIN","QB","HOU","21.9","33.6","231.5","1.3","0.7","3.9","15.3","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","15.9","15.9","15.9"
"Darius Slayton","NYG","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","2.7","35.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.8","7.1","4.4"
"Rashod Bateman","BAL","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.1","0.8","0.0","4.2","2.6","29.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.7","7.0","4.5"
"Pittsburgh Steelers","PIT","DST","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","0.60","0.6","0.2","20.1","322.2","6.7","6.7","6.7"
"Greg Zuerlein","NYJ","K","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.1","0.5","0.2","2.3","0.0","0.00","0.0","0.0","","","8.4","8.4","8.4"
"Buffalo Bills","BUF","DST","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","0.60","0.8","0.2","24.0","320.8","6.7","6.7","6.7"
"Mike Gesicki","CIN","TE","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.6","27.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.4","6.7","4.1"
"Tyler Boyd","TEN","WR","GB","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","4.3","2.8","31.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.6","7.0","4.2"
"Mike Williams","NYJ","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.3","30.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.6","6.7","4.5"
"Romeo Doubs","GB","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","3.8","2.5","32.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.5","6.8","4.3"
"Kansas City Chiefs","KC","DST","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.50","0.8","0.2","22.5","338.1","6.5","6.5","6.5"
"Antonio Gibson","NE","RB","NYJ","0.0","0.0","0.0","0.0","0.0","5.4","22.5","0.2","1.2","0.8","8.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","4.6","5.0","4.2"
"Daniel Carlson","LV","K","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.2","0.0","0.00","0.0","0.0","","","8.3","8.3","8.3"
"Greg Dulcich","DEN","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.2","29.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.3","6.9","3.7"
"Derek Carr","NO","QB","PHI","19.0","29.3","221.5","1.7","0.8","1.5","3.9","0.1","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","15.7","15.7","15.7"
"Los Angeles Chargers","LAC","DST","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","0.60","0.6","0.2","21.3","310.9","6.5","6.5","6.5"
"Alec Pierce","IND","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.1","30.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.5","6.5","4.5"
"Chase McLaughlin","TB","K","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.5","0.0","0.00","0.0","0.0","","","8.3","8.3","8.3"
"Caleb Williams","CHI","QB","IND","19.8","32.4","207.9","1.1","0.8","5.2","23.9","0.3","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","15.6","15.6","15.6"
"Jake Bates","DET","K","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.8","0.5","0.2","2.8","0.0","0.00","0.0","0.0","","","8.2","8.2","8.2"
"Younghoe Koo","ATL","K","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.1","0.0","0.00","0.0","0.0","","","8.2","8.2","8.2"
"Denver Broncos","DEN","DST","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.60","0.8","0.2","24.9","357.9","6.4","6.4","6.4"
"Brenton Strange","JAC","TE","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","2.5","26.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.2","6.5","4.0"
"Jake Elliott","PHI","K","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.4","0.0","0.00","0.0","0.0","","","8.2","8.2","8.2"
"Houston Texans","HOU","DST","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.60","0.7","0.2","24.0","336.7","6.4","6.4","6.4"
"Detroit Lions","DET","DST","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.60","0.7","0.2","25.8","357.7","6.4","6.4","6.4"
"Johnny Mundt","MIN","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","2.9","26.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.2","6.6","3.7"
"New York Giants","NYG","DST","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.60","0.8","0.2","23.3","325.8","6.4","6.4","6.4"
"Cade Otton","TB","TE","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.7","24.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.1","6.5","3.8"
"Baltimore Ravens","BAL","DST","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.60","0.8","0.2","26.7","369.0","6.3","6.3","6.3"
"Dustin Hopkins","CLE","K","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.1","0.0","0.00","0.0","0.0","","","8.1","8.1","8.1"
"Matt Gay","IND","K","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","1.9","0.0","0.00","0.0","0.0","","","8.1","8.1","8.1"
"Jalen Tolbert","DAL","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.3","27.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.3","6.4","4.1"
"Cameron Dicker","LAC","K","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.0","0.5","0.3","1.6","0.0","0.00","0.0","0.0","","","8.0","8.0","8.0"
"Chicago Bears","CHI","DST","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.60","0.8","0.2","23.8","350.0","6.3","6.3","6.3"
"Cam Little","JAC","K","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.3","0.0","0.00","0.0","0.0","","","8.0","8.0","8.0"
"Will Reichard","MIN","K","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.1","0.0","0.00","0.0","0.0","","","8.0","8.0","8.0"
"Nick Folk","TEN","K","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","1.7","0.0","0.00","0.0","0.0","","","7.9","7.9","7.9"
"Tyler Conklin","NYJ","TE","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","2.6","23.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","4.9","6.3","3.6"
"New Orleans Saints","NO","DST","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.60","0.6","0.2","25.4","355.0","6.1","6.1","6.1"
"Chris Boswell","PIT","K","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","1.7","0.0","0.00","0.0","0.0","","","7.9","7.9","7.9"
"Miami Dolphins","MIA","DST","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.60","0.7","0.2","25.1","320.1","6.1","6.1","6.1"
"Carolina Panthers","CAR","DST","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.60","0.6","0.2","22.1","321.0","6.1","6.1","6.1"
"Austin Seibert","WAS","K","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.2","0.0","0.00","0.0","0.0","","","7.8","7.8","7.8"
"Jahan Dotson","PHI","WR","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.4","27.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","5.1","6.3","3.9"
"Dallas Cowboys","DAL","DST","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.60","0.6","0.2","25.1","363.6","6.1","6.1","6.1"
"Khalil Herbert","CHI","RB","IND","0.0","0.0","0.0","0.0","0.0","5.5","22.0","0.2","0.5","0.4","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","4.1","4.3","3.9"
"Brayden Narveson","GB","K","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.0","0.5","0.2","1.5","0.0","0.00","0.0","0.0","","","7.8","7.8","7.8"
"Jason Sanders","MIA","K","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.1","0.0","0.00","0.0","0.0","","","7.8","7.8","7.8"
"Noah Fant","SEA","TE","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","2.5","23.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","4.8","6.0","3.5"
