rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
27,20941,Devin Singletary,NYG,RB,3,CLE,14.6,60.0,4.1,0.4,3.2,2.2,12.9,0.1,0.1,0.1,12.3
28,21691,Chuba Hubbard,CAR,RB,3,LV,12.2,51.8,4.2,0.4,2.6,2.2,13.8,0.1,0.1,0.1,11.6
29,22558,Javonte Williams,DEN,RB,3,TB,12.6,45.2,3.6,0.3,3.5,2.9,17.5,0.1,0.1,0.1,11.4
30,21768,Najee Harris,PIT,RB,3,LAC,16.2,66.3,4.1,0.4,2.1,1.4,9.4,0.0,0.1,0.1,11.2
31,18993,Samaje Perine,KC,RB,3,ATL,5.6,22.7,4.1,0.3,3.3,3.0,24.0,0.2,0.0,0.0,10.7
32,24939,Carson Steele,KC,RB,3,ATL,13.2,52.0,3.9,0.4,1.5,1.3,8.5,0.1,0.1,0.1,10.2
33,19562,Austin Ekeler,WAS,RB,3,CIN,4.9,20.6,4.2,0.2,3.6,3.2,30.3,0.1,0.1,0.1,9.9
34,17923,Ezekiel Elliott,DAL,RB,3,BAL,9.5,35.5,3.7,0.3,2.3,2.1,12.4,0.1,0.1,0.1,9.1
35,23479,Jaylen Warren,PIT,RB,3,LAC,6.6,32.1,4.9,0.2,3.0,2.5,17.3,0.1,0.1,0.1,9.0
36,21952,Rico Dowdle,DAL,RB,3,BAL,8.6,34.8,4.0,0.2,2.2,2.1,15.5,0.1,0.1,0.1,8.7
37,21852,Ty Chandler,MIN,RB,3,HOU,9.2,40.0,4.3,0.2,2.2,1.5,11.7,0.1,0.1,0.1,8.3
38,24123,Tyjae Spears,TEN,RB,3,GB,6.4,27.0,4.2,0.2,3.1,2.1,15.4,0.1,0.0,0.0,8.1
39,21688,Cam Akers,HOU,RB,3,MIN,11.8,41.6,3.5,0.4,1.7,0.7,10.4,0.0,0.1,0.1,8.1
40,24374,Chase Brown,CIN,RB,3,WAS,6.3,27.6,4.4,0.2,2.1,2.1,13.2,0.1,0.1,0.1,7.8
41,24934,Braelon Allen,NYJ,RB,3,NE,6.7,27.6,4.1,0.3,1.5,1.4,11.7,0.1,0.1,0.1,7.5
42,24311,Jaleel McLaughlin,DEN,RB,3,TB,5.8,24.7,4.3,0.2,2.8,1.9,11.9,0.1,0.0,0.0,7.4
43,20802,Justice Hill,BAL,RB,3,DAL,3.0,12.9,4.3,0.1,3.0,2.7,19.7,0.1,0.0,0.0,7.2
44,20868,Alexander Mattison,LV,RB,3,CAR,6.7,25.2,3.8,0.2,2.5,1.6,14.1,0.1,0.1,0.1,7.1
45,20933,Miles Sanders,CAR,RB,3,LV,7.9,31.0,3.9,0.2,2.1,1.4,8.8,0.1,0.1,0.1,7.0
46,24967,Bucky Irving,TB,RB,3,DEN,9.2,40.2,4.4,0.2,1.5,1.1,8.3,0.0,0.1,0.1,7.0
47,18957,D'Onta Foreman,CLE,RB,3,NYG,8.8,34.3,3.9,0.3,1.3,0.7,4.8,0.0,0.1,0.1,6.2
48,20239,Gus Edwards,LAC,RB,3,PIT,10.8,38.8,3.6,0.2,1.0,0.6,4.7,0.0,0.1,0.1,6.0
49,23250,Tyler Allgeier,ATL,RB,3,KC,7.6,32.3,4.2,0.2,1.1,0.9,7.8,0.0,0.1,0.1,5.9
50,18995,Jamaal Williams,NO,RB,3,PHI,6.5,23.7,3.6,0.2,0.9,0.7,6.5,0.1,0.0,0.0,5.5
51,21861,Antonio Gibson,NE,RB,3,NYJ,6.8,30.8,4.5,0.1,1.3,1.1,8.3,0.0,0.1,0.1,5.4
52,22563,Khalil Herbert,CHI,RB,3,IND,5.9,25.8,4.4,0.2,0.8,0.7,4.5,0.0,0.0,0.0,4.9
53,23214,Kenneth Walker III,SEA,RB,3,MIA,4.9,21.2,4.3,0.2,2.2,0.7,5.7,0.0,0.1,0.1,4.4
54,24292,Trey Benson,ARI,RB,3,DET,6.0,22.4,3.7,0.1,1.0,0.9,6.4,0.0,0.0,0.0,4.4
55,24980,Ray Davis,BUF,RB,3,JAC,4.6,18.5,4.0,0.1,1.0,0.9,7.3,0.0,0.0,0.0,4.1
56,23223,Dameon Pierce,HOU,RB,3,MIN,5.2,19.2,3.7,0.2,0.8,0.7,4.0,0.0,0.1,0.1,4.0
57,18858,Joe Mixon,HOU,RB,3,MIN,4.7,20.9,4.4,0.1,3.5,0.8,6.5,0.0,0.1,0.1,3.9
58,24923,Jaylen Wright,MIA,RB,3,SEA,6.1,22.2,3.6,0.1,0.7,0.6,4.7,0.0,0.1,0.1,3.7
59,14901,Kyle Juszczyk,SF,RB,3,LA,0.4,1.4,3.5,0.0,2.0,1.1,17.6,0.1,0.0,0.0,3.6
60,17217,Raheem Mostert,MIA,RB,3,SEA,3.0,14.0,4.7,0.2,1.9,0.6,3.7,0.0,0.1,0.1,3.4
61,24309,Emanuel Wilson,GB,RB,3,TEN,3.9,15.6,4.0,0.1,0.7,0.7,4.1,0.0,0.0,0.0,3.3
62,25092,Tyrone Tracy Jr.,NYG,RB,3,CLE,2.2,8.4,3.8,0.1,1.4,0.9,6.1,0.0,0.0,0.0,3.0
63,19626,Dare Ogunbowale,HOU,RB,3,MIN,1.8,7.2,4.0,0.0,1.2,1.2,9.7,0.0,0.0,0.0,2.9
64,18993,Samaje Perine,DEN,RB,3,TB,1.5,7.1,4.8,0.0,1.7,1.1,9.0,0.0,0.0,0.0,2.7
65,24116,Blake Corum,LA,RB,3,SF,4.0,14.8,3.7,0.1,0.4,0.3,3.2,0.0,0.0,0.0,2.7
66,22562,Kenneth Gainwell,PHI,RB,3,NO,2.0,8.8,4.4,0.1,0.9,0.7,5.0,0.0,0.0,0.0,2.7
67,23201,Jase McClellan,ATL,RB,3,KC,0.9,5.3,5.9,0.1,0.8,0.5,3.5,0.1,0.0,0.0,2.6
68,24373,Kenny McIntosh,SEA,RB,3,MIA,3.9,13.5,3.5,0.1,0.4,0.4,2.2,0.0,0.0,0.0,2.6
69,23193,Tank Bigsby,JAC,RB,3,BUF,3.2,13.0,4.1,0.1,1.1,0.3,2.1,0.0,0.0,0.0,2.4
70,25063,Isaac Guerendo,SF,RB,3,LA,3.5,14.0,4.0,0.1,0.5,0.1,0.8,0.0,0.0,0.0,2.2
71,21801,Trey Sermon,IND,RB,3,CHI,1.8,7.4,4.1,0.1,0.6,0.5,3.4,0.0,0.0,0.0,2.2
72,21593,D'Ernest Johnson,JAC,RB,3,BUF,2.5,9.3,3.7,0.1,0.5,0.3,3.2,0.0,0.0,0.0,2.1
73,22547,Ronnie Rivers,LA,RB,3,SF,3.3,13.1,4.0,0.0,0.5,0.5,3.5,0.0,0.1,0.1,2.0
74,24365,Deneric Prince,KC,RB,3,ATL,2.2,8.1,3.7,0.0,0.5,0.3,2.2,0.1,0.0,0.0,1.9
75,20837,Ty Johnson,BUF,RB,3,JAC,1.3,5.2,4.0,0.0,1.6,0.7,5.9,0.0,0.0,0.0,1.8
76,24609,Emari Demercado,ARI,RB,3,DET,1.4,6.7,4.8,0.0,1.3,0.6,4.0,0.0,0.0,0.0,1.7
77,19823,Royce Freeman,DAL,RB,3,BAL,2.3,10.1,4.4,0.0,0.5,0.4,2.1,0.0,0.0,0.0,1.6
78,15150,Cordarrelle Patterson,PIT,RB,3,LAC,1.7,6.5,3.8,0.1,0.5,0.2,1.5,0.0,0.0,0.0,1.6
79,23218,Pierre Strong Jr.,CLE,RB,3,NYG,1.0,3.5,3.5,0.1,1.0,0.0,6.4,0.0,0.0,0.0,1.6
80,24188,Deuce Vaughn,DAL,RB,3,BAL,2.2,7.7,3.5,0.0,0.7,0.4,2.7,0.0,0.0,0.0,1.4
81,20810,Travis Homer,CHI,RB,3,IND,1.6,7.9,4.9,0.0,0.7,0.4,2.5,0.0,0.0,0.0,1.4
82,23195,Eric Gray,NYG,RB,3,CLE,1.1,4.8,4.4,0.1,0.4,0.2,1.1,0.0,0.0,0.0,1.4
83,20360,Jeff Wilson Jr.,MIA,RB,3,SEA,1.0,4.2,4.2,0.0,0.7,0.6,3.5,0.0,0.0,0.0,1.4
84,21776,Joshua Kelley,NYG,RB,3,CLE,1.3,6.3,4.8,0.0,0.4,0.3,1.9,0.0,0.0,0.0,1.3
85,18944,Kareem Hunt,KC,RB,3,ATL,1.4,4.6,3.3,0.1,0.3,0.0,1.6,0.0,0.0,0.0,1.2
86,20039,Boston Scott,LA,RB,3,SF,1.0,4.9,4.9,0.0,0.3,0.2,1.7,0.0,0.0,0.0,1.1
87,16815,Ameer Abdullah,LV,RB,3,CAR,0.7,3.2,4.6,0.0,0.7,0.4,3.1,0.0,0.0,0.0,1.0
88,23341,Tyler Goodson,IND,RB,3,CHI,0.3,1.1,3.7,0.0,0.5,0.5,2.9,0.0,0.0,0.0,0.9
89,24991,Jawhar Jordan,HOU,RB,3,MIN,1.2,5.6,4.7,0.0,0.3,0.2,1.3,0.0,0.0,0.0,0.9
90,25067,Daijun Edwards,PIT,RB,3,LAC,1.2,4.9,4.2,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.9
91,19319,Matt Breida,SF,RB,3,LA,0.7,3.7,5.3,0.0,0.2,0.1,1.2,0.0,0.0,0.0,0.9
92,21843,Salvon Ahmed,MIA,RB,3,SEA,0.5,2.5,,0.0,,0.3,2.2,0.0,,,0.8
93,23231,Tyler Badie,DEN,RB,3,TB,0.9,5.0,5.6,0.0,0.4,0.0,2.5,0.0,0.0,0.0,0.8
94,22206,Reggie Gilliam,BUF,RB,3,JAC,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.6
95,23298,Raheem Blackshear,CAR,RB,3,LV,1.2,4.3,3.6,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.6
96,23198,Isaiah Spiller,LAC,RB,3,PIT,0.7,2.8,4.0,0.0,0.3,0.2,1.1,0.0,0.0,0.0,0.6
97,20819,Alec Ingold,MIA,RB,3,SEA,1.4,3.8,2.7,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0.6
98,24310,Jordan Mims,NO,RB,3,PHI,1.0,3.7,3.7,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.5
99,22676,Kene Nwangwu,MIN,RB,3,HOU,1.1,3.2,2.9,0.0,0.2,0.1,1.1,0.0,0.0,0.0,0.5
100,24626,Elijah Dotson,LAC,RB,3,PIT,0.7,2.9,4.1,0.0,0.3,0.1,1.2,0.0,0.0,0.0,0.5
101,23273,Hassan Haskins,TEN,RB,3,GB,0.8,2.8,3.5,0.0,0.2,0.1,0.9,0.0,0.0,0.0,0.5
102,18652,C.J. Ham,MIN,RB,3,HOU,0.1,0.7,7.0,0.0,0.7,0.0,3.9,0.0,0.0,0.0,0.5
103,22676,Kene Nwangwu,NO,RB,3,PHI,0.5,2.8,5.6,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.5
104,23273,Hassan Haskins,LAC,RB,3,PIT,0.8,3.0,3.8,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.4
105,21765,JaMycal Hasty,NE,RB,3,NYJ,0.4,2.0,5.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.4
106,24194,Sean Tucker,TB,RB,3,DEN,0.3,1.9,6.3,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.4
107,16928,Michael Burton,DEN,RB,3,TB,0.7,2.4,3.4,0.0,0.2,0.0,1.4,0.0,0.0,0.0,0.4
108,21564,Craig Reynolds,DET,RB,3,ARI,0.5,1.8,3.6,0.0,0.5,0.1,0.7,0.0,0.0,0.0,0.3
109,25079,Kimani Vidal,LAC,RB,3,PIT,0.4,1.8,4.5,0.0,0.2,0.1,0.6,0.0,0.0,0.0,0.3
110,25049,Cody Schrader,LA,RB,3,SF,0.2,1.0,5.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.3
111,25102,Will Shipley,PHI,RB,3,NO,0.3,1.2,4.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.3
112,23847,Zonovan Knight,DET,RB,3,ARI,0.1,0.5,3.5,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.3
113,19209,Patrick Ricard,BAL,RB,3,DAL,0.4,1.0,2.5,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0.3
114,19065,Jeremy McNichols,WAS,RB,3,CIN,0.3,1.0,3.3,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.3
115,24278,Hunter Luepke,DAL,RB,3,BAL,0.2,0.7,3.5,0.0,0.3,0.1,1.1,0.0,0.0,0.0,0.3
116,22560,Keaontay Ingram,KC,RB,3,ATL,0.5,1.5,3.0,0.0,0.4,0.1,0.2,0.0,0.0,0.0,0.3
117,22674,Deon Jackson,NYJ,RB,3,NE,0.2,1.0,4.0,0.0,0.2,0.1,0.5,0.0,0.0,0.0,0.2
118,21227,Andrew Beck,HOU,RB,3,MIN,0.2,0.8,4.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.2
119,21823,Patrick Taylor Jr.,SF,RB,3,LA,0.2,0.4,2.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.2
120,25064,Isaiah Davis,NYJ,RB,3,NE,0.1,1.1,11.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2
121,23004,Adam Prentice,NO,RB,3,PHI,0.4,1.0,2.5,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.2
122,20159,Mike Boone,CAR,RB,3,LV,0.6,1.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
123,20990,Trayveon Williams,CIN,RB,3,WAS,0.1,0.0,0.0,0.0,0.3,0.0,1.8,0.0,0.0,0.0,0.2
124,21797,La'Mical Perine,PIT,RB,3,LAC,0.2,0.8,4.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.2
125,24372,Roschon Johnson,CHI,RB,3,IND,0.2,0.3,1.5,0.0,0.8,0.1,0.3,0.0,0.0,0.0,0.2
126,21970,James Robinson,NO,RB,3,PHI,0.3,1.2,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2
127,23586,Julius Chestnut,TEN,RB,3,GB,0.1,0.3,3.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.1
128,25047,Blake Watson,DEN,RB,3,TB,0.1,0.1,1.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.1
129,21804,DeeJay Dallas,ARI,RB,3,DET,0.1,0.1,1.0,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.1
130,21310,Khari Blasingame,CHI,RB,3,IND,0.1,0.3,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
131,22678,Jake Funk,DET,RB,3,ARI,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
132,23255,Snoop Conner,DAL,RB,3,BAL,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
133,23192,Chris Brooks,MIA,RB,3,SEA,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
134,21825,Spencer Brown,ATL,RB,3,KC,0.1,0.3,4.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
135,22672,Gary Brightwell,JAC,RB,3,BUF,0.1,0.2,4.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
136,25314,Louis Rees-Zammit,KC,RB,3,ATL,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,22925,Avery Williams,ATL,RB,3,KC,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
138,25054,Dylan Laube,LV,RB,3,CAR,0.0,0.0,,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0
139,23237,Chris Rodriguez Jr.,WAS,RB,3,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,22676,Kene Nwangwu,NYJ,RB,3,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,24178,Israel Abanikanda,NYJ,RB,3,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,25053,Deshaun Fenwick,NE,RB,3,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,25090,Terrell Jennings,NE,RB,3,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24464,Xazavian Valladay,NYJ,RB,3,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,24215,Lew Nichols,PHI,RB,3,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,24238,Kendre Miller,NO,RB,3,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,23213,Kendall Milton,PHI,RB,3,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,25065,Jacob Kibodi,NO,RB,3,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,23172,Tyrion Davis-Price,PHI,RB,3,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,25548,Trent Pennix,IND,RB,3,CHI,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
151,24595,Zavier Scott,IND,RB,3,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,24204,Evan Hull,IND,RB,3,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,22533,Demetric Felton,IND,RB,3,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,25481,Ian Wheeler,CHI,RB,3,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,24595,Zavier Scott,MIN,RB,3,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,23209,Mohamed Ibrahim,MIN,RB,3,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,24212,DeWayne McBride,MIN,RB,3,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,21837,J.J. Taylor,HOU,RB,3,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,24008,Troy Hairston,HOU,RB,3,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,20018,Nick Bawden,HOU,RB,3,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,20768,Myles Gaskin,MIN,RB,3,HOU,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,25452,British Brooks,HOU,RB,3,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,22902,Ben Mason,LAC,RB,3,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,23713,Aaron Shampklin,PIT,RB,3,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,24381,Jack Colletto,PIT,RB,3,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,21782,Jonathan Ward,PIT,RB,3,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,20039,Boston Scott,PIT,RB,3,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,22556,Jaret Patterson,LAC,RB,3,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,23636,Zander Horvath,MIA,RB,3,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,21854,Anthony McFarland Jr.,MIA,RB,3,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,25851,Kairee Robinson,SEA,RB,3,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,23196,George Holani,SEA,RB,3,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,23632,Brittain Brown,SEA,RB,3,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,24365,Deneric Prince,MIA,RB,3,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,25683,Kobe Lewis,SEA,RB,3,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,24312,Jacob Saylors,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,25066,Aidan Robbins,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,25051,Dante Miller,NYG,RB,3,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,25497,Lorenzo Lingard,NYG,RB,3,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,19798,Nick Chubb,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,19823,Royce Freeman,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,22672,Gary Brightwell,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,21100,Jakob Johnson,NYG,RB,3,CLE,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
184,19912,Nyheim Hines,CLE,RB,3,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,25623,Nathaniel Peat,DAL,RB,3,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,19957,John Kelly,BAL,RB,3,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,24706,Owen Wright,BAL,RB,3,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,25045,Rasheen Ali,BAL,RB,3,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,25050,Chris Collier,BAL,RB,3,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,18872,Dalvin Cook,DAL,RB,3,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,23880,Malik Davis,DAL,RB,3,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,24214,Keaton Mitchell,BAL,RB,3,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,19919,Chase Edmonds,TB,RB,3,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,25440,D.J. Williams,TB,RB,3,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,24971,Audric Estime,DEN,RB,3,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,25094,Ramon Jefferson,TB,RB,3,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,24944,Jonathon Brooks,CAR,RB,3,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,24946,Jaden Shirden,CAR,RB,3,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,23199,Sincere McCormick,LV,RB,3,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
