Travis Kelce,KC,415,398,0.357,0.338,145,1416,11,0.72,105,5.6,1,2,36,2020
Robert Tonyan,GB,242,249,0.517,0.533,59,586,11,0.88,52,4.3,0,1,29,2020
Darren Waller,LV,190,201,0.114,0.125,145,1196,9,0.74,107,5.3,2,2,26,2020
George Kittle,SF,142,148,0.28,0.296,63,634,2,0.76,48,6.2,0,0,0,2020
Tyler Higbee,LA,112,108,0.196,0.186,60,521,5,0.73,44,5.4,0,0,0,2020
Mike Gesicki,MIA,108,87,0.104,0.069,85,703,6,0.62,53,3.2,0,4,32,2020
Dallas Goedert,PHI,105,99,0.168,0.154,65,524,3,0.71,46,4.4,0,2,62,2020
Dan Arnold,ARI,101,83,0.267,0.207,45,438,4,0.69,31,5.6,2,1,6,2020
Irv Smith,MIN,92,85,0.235,0.212,43,365,5,0.7,30,4.2,0,0,0,2020
Darren Fells,HOU,90,101,0.386,0.444,28,312,4,0.75,21,8.4,0,0,0,2020
Jared Cook,NO,88,88,0.139,0.139,60,504,7,0.62,37,3.4,1,1,18,2020
Richard Rodgers,PHI,79,85,0.304,0.333,31,345,2,0.77,24,4,0,0,0,2020
Rob Gronkowski,TB,77,61,0.064,0.036,77,623,7,0.58,45,5.5,1,6,84,2020
Cameron Brate,TB,65,75,0.228,0.273,34,282,2,0.82,28,2.5,0,0,0,2020
Jonnu Smith,TEN,65,60,0.072,0.059,65,448,8,0.63,41,5.8,0,1,22,2020
Jordan Akins,HOU,65,58,0.124,0.103,49,403,1,0.76,37,4.6,0,0,0,2020
Mo Alie-Cox,IND,57,78,0.147,0.229,39,394,2,0.79,31,5.9,1,1,5,2020
Ross Dwelley,SF,56,51,0.308,0.275,24,245,1,0.79,19,5.6,0,1,5,2020
Foster Moreau,LV,55,58,0.785,0.844,9,140,2,0.78,7,7.3,0,0,0,2020
Mark Andrews,BAL,52,75,0.016,0.056,88,701,7,0.66,58,3.1,2,1,36,2020
Adam Trautman,NO,50,54,0.397,0.436,16,171,1,0.94,15,7.8,0,0,0,2020
Pharaoh Brown,HOU,49,55,0.374,0.429,16,163,2,0.88,14,5.4,0,0,0,2020
Will Dissly,SEA,42,40,0.133,0.12,29,251,2,0.83,24,7,0,0,0,2020
Tyler Kroft,BUF,42,44,0.292,0.312,16,119,3,0.75,12,3.7,0,0,0,2020
Durham Smythe,MIA,37,37,0.107,0.106,29,208,2,0.9,26,4.7,0,0,0,2020
Noah Fant,DEN,37,33,-0.01,-0.016,93,673,3,0.67,62,6.1,0,0,0,2020
Anthony Firkser,TEN,36,51,0.028,0.069,53,387,1,0.74,39,3.7,0,2,16,2020
Kyle Rudolph,MIN,33,40,0.067,0.097,37,334,1,0.76,28,5.9,1,0,0,2020
Albert Okwuegbunam,DEN,29,30,0.179,0.187,15,121,1,0.73,11,6.6,0,2,22,2020
