Derrick Henry,TEN,386,462,0.155,0.203,377,2027,17,3,0.57
Dalvin Cook,MIN,335,299,0.156,0.13,312,1557,16,4,0.56
Nick Chubb,CLE,276,257,0.255,0.231,191,1067,12,1,0.52
Aaron Jones,GB,254,190,0.203,0.129,201,1104,9,1,0.59
Alvin Kamara,NO,253,272,0.231,0.254,187,932,16,1,0.54
J.K. Dobbins,BAL,196,192,0.261,0.254,134,805,9,2,0.59
Ronald Jones,TB,195,213,0.155,0.177,192,978,7,0,0.57
Antonio Gibson,WAS,193,189,0.188,0.183,170,795,11,0,0.52
Darrell Henderson,LA,185,119,0.214,0.107,138,624,5,0,0.55
Gus Edwards,BAL,177,165,0.174,0.157,144,723,6,1,0.63
Chris Carson,SEA,153,144,0.151,0.138,141,681,5,1,0.65
Wayne Gallman,NYG,151,96,0.155,0.067,147,682,6,1,0.54
Latavius Murray,NO,131,124,0.123,0.113,146,656,4,1,0.62
Jonathan Taylor,IND,127,199,0.038,0.108,232,1169,11,1,0.52
Miles Sanders,PHI,110,68,0.07,0.011,164,867,6,4,0.55
D'Andre Swift,DET,106,106,0.13,0.13,114,521,8,2,0.54
Damien Harris,NE,102,113,0.099,0.118,137,691,2,1,0.53
Sony Michel,NE,94,94,0.199,0.199,79,449,1,0,0.56
Tony Pollard,DAL,91,49,0.13,0.031,101,435,4,0,0.47
Malcolm Brown,LA,89,58,0.117,0.046,101,419,5,0,0.49
Ezekiel Elliott,DAL,87,-18,-0.009,-0.101,244,979,7,5,0.5
Jeff Wilson,SF,86,83,0.073,0.068,126,600,7,2,0.53
James Robinson,JAC,76,152,-0.008,0.069,240,1070,7,1,0.49
David Johnson,HOU,71,85,0.022,0.042,147,691,6,0,0.46
Kareem Hunt,CLE,64,48,-0.006,-0.026,198,841,6,1,0.51
Adrian Peterson,DET,64,34,0.009,-0.036,156,604,7,0,0.46
Alfred Morris,NYG,61,35,0.194,0.074,55,238,1,0,0.53
Rex Burkhead,NE,60,67,0.129,0.154,67,274,3,0,0.55
Jamaal Williams,GB,60,66,0.028,0.039,119,505,2,0,0.58
Melvin Gordon,DEN,59,92,-0.018,0.021,214,965,9,2,0.44
Kenyan Drake,ARI,57,18,-0.034,-0.07,239,955,10,3,0.5
Raheem Mostert,SF,57,27,0.04,-0.027,104,521,2,1,0.49
David Montgomery,CHI,57,75,-0.034,-0.018,247,1070,8,0,0.47
J.D. McKissic,WAS,57,40,0.077,0.03,85,365,1,1,0.52
AJ Dillon,GB,56,61,0.216,0.239,46,242,2,0,0.54
Jerick McKinnon,SF,53,4,0.083,-0.074,81,319,5,0,0.41
Alex Collins,SEA,49,36,0.565,0.384,18,77,2,0,0.61
Carlos Hyde,SEA,46,16,0.047,-0.04,81,356,4,0,0.49
Jalen Richard,LV,46,30,0.468,0.275,22,123,1,1,0.5
Leonard Fournette,TB,46,44,0.021,0.016,97,367,6,0,0.49
Chase Edmonds,ARI,42,33,0.018,-0.005,97,448,1,1,0.49
Justin Jackson,LAC,40,35,0.092,0.069,59,270,0,0,0.46
Josh Adams,NYJ,37,54,0.201,0.332,29,157,2,0,0.62
Mike Davis,CAR,37,26,-0.035,-0.05,165,642,6,1,0.5
Christian McCaffrey,CAR,37,56,0.05,0.122,59,225,5,0,0.56
Samaje Perine,CIN,35,44,0.044,0.079,63,301,3,0,0.43
Le'Veon Bell,-,34,13,0.006,-0.052,83,329,2,0,0.54
Dare Ogunbowale,JAC,33,5,0.178,-0.046,32,145,0,0,0.38
Boston Scott,PHI,32,10,0.014,-0.055,80,374,1,1,0.49
Kyle Juszczyk,SF,30,36,0.164,0.215,17,64,2,0,0.82
Royce Freeman,DEN,30,33,0.124,0.141,35,170,0,0,0.43
Buddy Howell,HOU,27,9,0.347,0.063,16,64,0,0,0.56
Devontae Booker,LV,26,40,-0.018,0.017,93,423,3,1,0.46
D'Onta Foreman,TEN,26,11,0.204,0.035,22,95,0,0,0.41
Tyler Ervin,GB,25,21,0.326,0.261,13,67,0,0,0.62
Alexander Mattison,MIN,24,34,-0.028,-0.006,96,434,2,0,0.47
Zack Moss,BUF,23,54,-0.041,0.022,112,481,4,0,0.53
Nyheim Hines,IND,22,24,-0.025,-0.021,89,380,3,0,0.44
Darrel Williams,KC,22,19,0.027,0.008,39,169,1,0,0.59
Ito Smith,ATL,21,32,0,0.042,63,268,1,0,0.6
Ameer Abdullah,MIN,21,15,0.506,0.326,8,42,0,0,0.63
Antonio Williams,BUF,20,29,0.331,0.496,12,63,2,0,0.58
Rodney Smith,CAR,16,10,-0.008,-0.036,41,156,1,1,0.61
Mike Boone,MIN,14,9,0.145,0.068,11,59,1,0,0.73
Dion Lewis,NYG,14,-11,0.014,-0.164,29,115,2,1,0.41
Justice Hill,BAL,13,5,0.284,0.064,12,60,0,0,0.33
T.J. Yeldon,BUF,13,10,0.161,0.105,10,70,0,1,0.6
Clyde Edwards-Helaire,KC,13,71,-0.069,0.004,181,803,4,0,0.56
J.J. Taylor,NE,13,27,0.07,0.232,23,110,0,0,0.52
Tarik Cohen,CHI,13,13,0.164,0.155,14,74,0,0,0.5
DeeJay Dallas,SEA,11,-6,-0.018,-0.119,34,108,2,0,0.53
Reggie Bonnafon,CAR,9,14,0.128,0.226,12,69,0,0,0.33
Corey Clement,PHI,9,8,0.027,0.015,21,75,1,0,0.43
Dontrell Hilliard,CLE,9,9,0.113,0.116,9,48,0,0,0.67
Ty Johnson,NYJ,8,45,-0.05,0.105,54,254,1,0,0.56
James Conner,PIT,8,33,-0.075,-0.04,169,721,6,2,0.49
Marlon Mack,IND,6,8,0.235,0.333,4,26,0,0,0.75
Keith Smith,ATL,5,10,0.089,0.23,4,7,0,0,1
Mark Ingram,BAL,5,39,-0.068,0.045,71,299,2,0,0.51
Rashaad Penny,SEA,5,-4,0.025,-0.179,11,34,0,0,0.55
Trayveon Williams,CIN,5,10,-0.041,0.002,26,157,0,1,0.46
Devonta Freeman,NYG,4,-15,-0.066,-0.153,54,172,1,0,0.43
C.J. Ham,MIN,3,3,0.028,0.028,5,18,0,0,0.6
Elijhaa Penny,NYG,3,2,-0.016,-0.043,6,15,0,0,0.67
Alex Armah,CAR,2,4,-0.04,0.004,6,9,0,0,0.83
Qadree Ollison,ATL,1,3,0.116,0.394,1,3,0,0,1
JaMycal Hasty,SF,1,-8,-0.08,-0.134,39,148,1,1,0.49
D'Ernest Johnson,CLE,1,-1,-0.079,-0.096,33,166,0,1,0.42
Brian Hill,ATL,0,-5,-0.086,-0.097,100,465,1,1,0.48
Anthony Sherman,KC,-1,-2,-0.117,-0.151,3,8,0,0,0.67
Bo Scarbrough,SEA,-1,0,-0.115,-0.091,6,31,0,0,0.67
Alec Ingold,LV,-2,-1,-0.166,-0.114,3,4,0,0,0.67
Troymaine Pope,LAC,-2,1,-0.122,-0.062,15,76,0,0,0.6
Peyton Barber,WAS,-3,-28,-0.092,-0.149,94,258,4,0,0.44
Ty Montgomery,NO,-4,6,-0.139,-0.01,19,101,0,0,0.47
Jeremy McNichols,TEN,-4,0,-0.109,-0.084,47,204,1,0,0.45
Chris Thompson,JAC,-6,-3,-0.302,-0.219,7,20,0,0,0.43
Salvon Ahmed,MIA,-6,58,-0.103,0.087,75,319,3,0,0.59
La'Mical Perine,NYJ,-6,11,-0.107,-0.047,64,232,2,0,0.44
Theo Riddick,LV,-7,-8,-0.387,-0.422,6,14,0,0,0.17
Kerryon Johnson,DET,-7,2,-0.117,-0.075,52,181,2,1,0.56
Darrynton Evans,TEN,-8,2,-0.197,-0.063,14,54,0,0,0.64
Matt Breida,MIA,-8,-3,-0.118,-0.1,59,254,0,2,0.56
D.J. Foster,ARI,-8,-8,-0.841,-0.873,2,2,0,0,0
Trenton Cannon,CAR,-10,-11,-0.337,-0.372,10,33,0,0,0.4
Darwin Thompson,KC,-10,-2,-0.178,-0.105,27,97,1,1,0.44
Patrick Laird,MIA,-11,1,-0.339,-0.06,13,72,0,1,0.46
Ryan Nall,CHI,-13,-11,-1.44,-1.183,3,0,0,0,0
Jaylen Samuels,PIT,-14,-10,-0.48,-0.378,9,28,0,0,0.33
LeSean McCoy,TB,-14,-10,-0.417,-0.333,10,31,0,0,0.4
Myles Gaskin,MIA,-15,-18,-0.109,-0.114,142,584,3,2,0.55
Jonathan Williams,DET,-15,-14,-4.497,-4.198,1,5,0,1,1
Joe Mixon,CIN,-16,-32,-0.116,-0.148,119,428,3,1,0.46
Dwayne Washington,NO,-17,-23,-0.693,-0.913,8,15,0,0,0.13
Ke'Shawn Vaughn,TB,-17,-5,-0.256,-0.137,26,109,0,0,0.46
Devin Singletary,BUF,-20,10,-0.115,-0.071,156,687,2,1,0.49
Austin Ekeler,LAC,-23,45,-0.134,0.009,116,530,1,1,0.43
Patrick Ricard,BAL,-26,-25,-3.377,-3.278,1,-1,0,1,0
James White,NE,-27,-15,-0.264,-0.182,35,121,2,1,0.37
Giovani Bernard,CIN,-29,-51,-0.139,-0.181,124,416,3,1,0.48
Anthony McFarland,PIT,-30,-23,-0.319,-0.266,33,113,0,0,0.36
Saquon Barkley,NYG,-32,-50,-0.517,-0.758,19,34,0,0,0.26
Cam Akers,LA,-33,-24,-0.137,-0.124,145,625,2,1,0.48
DeAndre Washington,-,-33,-28,-0.363,-0.322,31,91,0,0,0.45
Jordan Wilkins,IND,-34,-25,-0.18,-0.155,84,308,1,0,0.45
Travis Homer,SEA,-41,-31,-0.505,-0.405,25,88,0,0,0.4
Tevin Coleman,SF,-43,-57,-0.47,-0.591,28,53,0,0,0.32
Kalen Ballage,-,-49,-12,-0.192,-0.113,91,303,3,1,0.57
C.J. Prosise,HOU,-49,-43,-1.201,-1.073,10,19,0,1,0.3
Jordan Howard,-,-51,-34,-0.367,-0.275,35,60,4,0,0.31
Frank Gore,NYJ,-52,-50,-0.154,-0.152,187,653,2,1,0.45
Josh Jacobs,LV,-54,24,-0.129,-0.066,273,1065,12,2,0.51
Todd Gurley,ATL,-54,-30,-0.149,-0.121,194,677,9,1,0.46
Phillip Lindsay,DEN,-70,-8,-0.242,-0.105,118,508,1,0,0.4
Benny Snell,PIT,-96,-95,-0.263,-0.261,111,368,4,2,0.44
Duke Johnson,HOU,-117,-86,-0.451,-0.355,77,235,1,2,0.43
Joshua Kelley,LAC,-141,-109,-0.364,-0.301,111,354,2,2,0.42
