rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
121,25049,Cody Schrader,LA,RB,2,ARI,0.2,1.3,6.5,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.2
122,19957,John Kelly,CLE,RB,2,JAC,0.1,0.6,,0.0,,0.1,0.8,0.0,,,0.2
123,21823,Patrick Taylor Jr.,SF,RB,2,MIN,0.1,0.7,7.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.2
124,21227,Andrew Beck,HOU,RB,2,CHI,0.2,0.8,4.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.2
125,16928,Michael Burton,DEN,RB,2,PIT,0.2,0.8,4.0,0.0,0.1,0.0,1.5,0.0,0.0,0.0,0.2
126,20159,Mike Boone,CAR,RB,2,LAC,0.5,1.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
127,21797,La'Mical Perine,PIT,RB,2,DEN,0.2,0.8,4.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.2
128,19209,Patrick Ricard,BAL,RB,2,LV,0.2,0.6,3.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2
129,21970,James Robinson,NO,RB,2,DAL,0.3,1.2,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2
130,20768,Myles Gaskin,MIN,RB,2,SF,0.1,1.2,12.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1
131,18872,Dalvin Cook,DAL,RB,2,NO,0.1,0.5,5.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1
132,23004,Adam Prentice,NO,RB,2,DAL,0.1,0.4,4.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.1
133,22925,Avery Williams,ATL,RB,2,PHI,0.1,0.3,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
134,21310,Khari Blasingame,CHI,RB,2,HOU,0.1,0.3,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
135,23255,Snoop Conner,DAL,RB,2,NO,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
136,22678,Jake Funk,DET,RB,2,TB,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
137,23192,Chris Brooks,MIA,RB,2,BUF,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
138,21825,Spencer Brown,ATL,RB,2,PHI,0.1,0.3,4.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
139,25314,Louis Rees-Zammit,KC,RB,2,CIN,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,23341,Tyler Goodson,IND,RB,2,GB,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,19065,Jeremy McNichols,WAS,RB,2,NYG,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,20990,Trayveon Williams,CIN,RB,2,KC,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,24312,Jacob Saylors,CLE,RB,2,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,25120,Keilan Robinson,JAC,RB,2,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,23196,George Holani,SEA,RB,2,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,25314,Louis Rees-Zammit,JAC,RB,2,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,25072,Jalen Jackson,JAC,RB,2,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,25053,Deshaun Fenwick,NE,RB,2,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,25322,Jabari Small,TEN,RB,2,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,23052,Nate McCrary,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,23586,Julius Chestnut,TEN,RB,2,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,21227,Andrew Beck,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,22676,Kene Nwangwu,NYJ,RB,2,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,24877,Ellis Merriweather,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,24595,Zavier Scott,IND,RB,2,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,24464,Xazavian Valladay,NYJ,RB,2,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,23192,Chris Brooks,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,25051,Dante Miller,NYG,RB,2,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,25548,Trent Pennix,IND,RB,2,GB,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
160,23237,Chris Rodriguez Jr.,WAS,RB,2,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,25108,Michael Wiley,WAS,RB,2,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,24732,Henry Pearson,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,21100,Jakob Johnson,NYG,RB,2,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,23188,Austin Jones,WAS,RB,2,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,25074,Jarveon Howard,GB,RB,2,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,25497,Lorenzo Lingard,NYG,RB,2,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
