"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Jake Moody","SF","K","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.6","","","","","","","8.4","8.4","8.4"
"Justin Fields","PIT","QB","DEN","16.9","27.2","185.1","1.0","0.7","9.2","42.6","0.3","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.6","16.6","16.6"
"Christian Watson","GB","WR","IND","0.0","0.0","0.0","0.0","0.0","0.2","1.3","0.0","3.6","2.3","31.7","0.2","0.0","","","","","","","","","","","","5.7","6.9","4.6"
"Justin Tucker","BAL","K","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.5","","","","","","","8.4","8.4","8.4"
"Colby Parkinson","LA","TE","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","3.0","30.7","0.2","0.0","","","","","","","","","","","","5.9","7.4","4.5"
"Jason Myers","SEA","K","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.4","","","","","","","8.4","8.4","8.4"
"Isaiah Likely","BAL","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.6","29.7","0.3","0.0","","","","","","","","","","","","5.9","7.2","4.6"
"Arizona Cardinals","ARI","DST","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.9","0.2","23.4","369.6","6.8","6.8","6.8"
"Philadelphia Eagles","PHI","DST","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.9","0.60","0.7","0.2","20.7","344.1","6.7","6.7","6.7"
"Blake Grupe","NO","K","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.1","","","","","","","8.1","8.1","8.1"
"Miami Dolphins","MIA","DST","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.8","0.2","25.6","375.5","6.7","6.7","6.7"
"Houston Texans","HOU","DST","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.9","0.2","21.3","326.5","6.7","6.7","6.7"
"Tyler Conklin","NYJ","TE","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5","3.0","27.7","0.2","0.0","","","","","","","","","","","","5.6","7.1","4.1"
"Cam Little","JAC","K","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.4","","","","","","","8.0","8.0","8.0"
"Spencer Shrader","IND","K","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.4","","","","","","","8.0","8.0","8.0"
"Hayden Hurst","LAC","TE","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.7","27.7","0.2","0.0","","","","","","","","","","","","5.6","6.9","4.2"
"Braelon Allen","NYJ","RB","TEN","0.0","0.0","0.0","0.0","0.0","3.5","14.9","0.1","1.4","1.1","7.9","0.1","0.0","","","","","","","","","","","","3.8","4.3","3.2"
"Noah Fant","SEA","TE","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","2.8","28.7","0.2","0.0","","","","","","","","","","","","5.5","6.9","4.2"
"Daniel Jones","NYG","QB","WAS","19.4","31.0","209.6","1.1","0.6","6.2","26.7","0.3","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.2","16.2","16.2"
"Dameon Pierce","HOU","RB","CHI","0.0","0.0","0.0","0.0","0.0","4.1","16.8","0.1","1.4","1.0","6.9","0.0","0.0","","","","","","","","","","","","3.8","4.3","3.3"
"Chase McLaughlin","TB","K","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.4","","","","","","","8.0","8.0","8.0"
"Cleveland Browns","CLE","DST","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.8","0.2","23.1","335.1","6.6","6.6","6.6"
"Cade Otton","TB","TE","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.9","25.7","0.3","0.0","","","","","","","","","","","","5.5","7.0","4.1"
"Kalif Raymond","DET","WR","TB","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","3.4","2.3","28.7","0.2","0.0","","","","","","","","","","","","5.3","6.4","4.2"
"Joshua Karty","LA","K","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.5","0.2","2.5","","","","","","","8.0","8.0","8.0"
"Evan McPherson","CIN","K","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.3","","","","","","","8.0","8.0","8.0"
"Khalil Herbert","CHI","RB","HOU","0.0","0.0","0.0","0.0","0.0","4.8","19.8","0.2","0.6","0.5","4.0","0.0","0.0","","","","","","","","","","","","3.7","4.0","3.5"
"Justin Herbert","LAC","QB","CAR","20.3","30.7","207.9","1.6","0.5","4.0","13.9","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.2","16.2","16.2"
"Alec Pierce","IND","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","2.3","32.7","0.1","0.0","","","","","","","","","","","","5.3","6.4","4.1"
"Jalen Tolbert","DAL","WR","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.4","29.7","0.2","0.0","","","","","","","","","","","","5.3","6.4","4.1"
"Jordan Akins","CLE","TE","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.6","24.8","0.3","0.0","","","","","","","","","","","","5.5","6.8","4.2"
"Pierre Strong Jr.","CLE","RB","JAC","0.0","0.0","0.0","0.0","0.0","4.0","15.8","0.1","1.7","1.2","7.9","0.0","0.0","","","","","","","","","","","","3.7","4.3","3.1"
"Chris Boswell","PIT","K","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","1.9","","","","","","","7.9","7.9","7.9"
"Green Bay Packers","GB","DST","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.8","0.2","22.1","358.4","6.5","6.5","6.5"
"Darius Slayton","NYG","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.2","28.7","0.2","0.0","","","","","","","","","","","","5.2","6.3","4.1"
"Emanuel Wilson","GB","RB","IND","0.0","0.0","0.0","0.0","0.0","4.1","16.8","0.1","1.6","1.2","7.9","0.0","0.0","","","","","","","","","","","","3.7","4.3","3.1"
"Washington Commanders","WAS","DST","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.9","0.60","0.6","0.2","21.7","321.2","6.5","6.5","6.5"
"Ja'Lynn Polk","NE","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","2.7","30.7","0.1","0.0","","","","","","","","","","","","5.2","6.6","3.9"
"Zach Ertz","WAS","TE","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","3.2","27.5","0.2","0.0","","","","","","","","","","","","5.4","7.0","3.9"
"Matt Prater","ARI","K","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.5","0.2","2.4","","","","","","","7.8","7.8","7.8"
"Tyler Bass","BUF","K","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.1","2.6","","","","","","","7.8","7.8","7.8"
"Jacksonville Jaguars","JAC","DST","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.8","0.2","20.6","319.3","6.5","6.5","6.5"
"Greg Zuerlein","NYJ","K","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.2","","","","","","","7.8","7.8","7.8"
"Jauan Jennings","SF","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","2.2","29.7","0.2","0.0","","","","","","","","","","","","5.2","6.3","4.1"
"Detroit Lions","DET","DST","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.8","0.2","22.6","335.1","6.4","6.4","6.4"
"Denver Broncos","DEN","DST","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.7","0.2","20.6","317.8","6.4","6.4","6.4"
"Younghoe Koo","ATL","K","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.2","","","","","","","7.8","7.8","7.8"
"Jason Sanders","MIA","K","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.2","2.4","","","","","","","7.8","7.8","7.8"
"Wil Lutz","DEN","K","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","1.8","","","","","","","7.8","7.8","7.8"
"DeAndre Hopkins","TEN","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","2.2","25.7","0.2","0.0","","","","","","","","","","","","5.1","6.2","4.0"
"Luke McCaffrey","WAS","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.6","26.7","0.2","0.0","","","","","","","","","","","","5.1","6.4","3.8"
"Hunter Henry","NE","TE","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","2.9","29.7","0.2","0.0","","","","","","","","","","","","5.3","6.7","3.9"
"Geno Smith","SEA","QB","NE","21.6","33.5","228.2","1.4","0.7","3.6","13.9","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","15.9","15.9","15.9"
"Buffalo Bills","BUF","DST","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.50","0.8","0.2","23.4","347.3","6.3","6.3","6.3"
"Dallas Cowboys","DAL","DST","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.7","0.2","21.9","328.3","6.3","6.3","6.3"
"Samaje Perine","KC","RB","CIN","0.0","0.0","0.0","0.0","0.0","1.8","6.9","0.0","2.1","1.7","12.9","0.1","0.0","","","","","","","","","","","","3.4","4.3","2.6"
"Mike Gesicki","CIN","TE","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","2.8","26.7","0.2","0.0","","","","","","","","","","","","5.2","6.6","3.8"
"Juwan Johnson","NO","TE","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.5","2.4","24.8","0.3","0.0","","","","","","","","","","","","5.2","6.4","4.0"
"Atlanta Falcons","ATL","DST","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.60","0.8","0.2","26.8","364.9","6.2","6.2","6.2"
"Tyrone Tracy","NYG","RB","WAS","0.0","0.0","0.0","0.0","0.0","3.6","12.9","0.1","1.4","1.1","6.9","0.0","0.0","","","","","","","","","","","","3.4","3.9","2.8"
"Trey Benson","ARI","RB","LA","0.0","0.0","0.0","0.0","0.0","3.8","15.8","0.1","0.8","0.6","4.0","0.0","0.0","","","","","","","","","","","","3.3","3.6","3.0"
"Jonathan Mingo","CAR","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","4.4","2.3","28.7","0.1","0.0","","","","","","","","","","","","4.9","6.0","3.7"
"Kansas City Chiefs","KC","DST","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.6","0.2","21.9","329.6","6.1","6.1","6.1"
"Dustin Hopkins","CLE","K","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","1.8","","","","","","","7.5","7.5","7.5"
"Mike Williams","NYJ","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","1.9","25.7","0.2","0.0","","","","","","","","","","","","4.8","5.7","3.8"
"Ty Johnson","BUF","RB","MIA","0.0","0.0","0.0","0.0","0.0","2.1","8.0","0.0","1.6","1.4","11.0","0.1","0.0","","","","","","","","","","","","3.2","3.9","2.5"
"Joey Slye","NE","K","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","1.4","","","","","","","7.4","7.4","7.4"
"Ronnie Rivers","LA","RB","ARI","0.0","0.0","0.0","0.0","0.0","4.2","17.8","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","3.2","3.4","3.0"
"Taysom Hill","NO","TE","DAL","0.0","0.0","0.0","0.0","0.0","3.7","18.8","0.1","1.8","1.2","10.9","0.1","0.0","","","","","","","","","","","","4.9","5.5","4.3"
"Eddy Pineiro","CAR","K","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","1.7","","","","","","","7.3","7.3","7.3"
"New England Patriots","NE","DST","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.60","0.7","0.2","26.1","338.6","5.9","5.9","5.9"
"Tampa Bay Buccaneers","TB","DST","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.6","0.2","27.0","381.2","5.9","5.9","5.9"
"Luke Schoonmaker","DAL","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.9","17.8","0.4","0.0","","","","","","","","","","","","4.8","5.8","3.9"
"Cairo Santos","CHI","K","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.8","0.4","0.2","1.9","","","","","","","7.3","7.3","7.3"
"Brayden Narveson","GB","K","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.8","0.4","0.2","2.0","","","","","","","7.3","7.3","7.3"
"Chig Okonkwo","TEN","TE","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6","2.4","24.8","0.2","0.0","","","","","","","","","","","","4.8","6.0","3.6"
"Deshaun Watson","CLE","QB","JAC","20.3","33.2","212.9","1.2","0.8","5.2","23.8","0.1","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","15.4","15.4","15.4"
"Chicago Bears","CHI","DST","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.6","0.2","25.2","370.7","5.8","5.8","5.8"
"Kenneth Gainwell","PHI","RB","ATL","0.0","0.0","0.0","0.0","0.0","2.8","10.9","0.1","1.3","1.0","6.9","0.0","0.0","","","","","","","","","","","","3.0","3.5","2.5"
"Cincinnati Bengals","CIN","DST","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.60","0.6","0.2","27.0","379.1","5.8","5.8","5.8"
"Greg Dulcich","DEN","TE","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","2.3","23.8","0.2","0.0","","","","","","","","","","","","4.7","5.8","3.5"
"Devaughn Vele","DEN","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","2.4","25.7","0.1","0.0","","","","","","","","","","","","4.4","5.6","3.3"
"Graham Gano","NYG","K","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.8","0.4","0.2","2.1","","","","","","","7.1","7.1","7.1"
"Jeff Wilson","MIA","RB","BUF","0.0","0.0","0.0","0.0","0.0","4.3","18.0","0.1","0.2","0.2","1.0","0.0","0.0","","","","","","","","","","","","2.8","2.9","2.7"
"K.J. Osborn","NE","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.2","22.8","0.2","0.0","","","","","","","","","","","","4.3","5.4","3.2"
"Caleb Williams","CHI","QB","HOU","22.3","33.7","219.8","1.1","1.0","5.0","21.8","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","15.2","15.2","15.2"
"Tre Tucker","LV","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.5","3.0","0.0","3.0","1.9","23.8","0.1","0.0","","","","","","","","","","","","4.3","5.2","3.3"
"Johnny Mundt","MIN","TE","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.7","24.8","0.1","0.0","","","","","","","","","","","","4.5","5.8","3.1"
"Carolina Panthers","CAR","DST","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.60","0.5","0.2","23.2","333.1","5.5","5.5","5.5"
"Kirk Cousins","ATL","QB","PHI","21.3","32.2","249.5","1.4","0.7","1.6","3.0","0.0","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","15.1","15.1","15.1"
"Mack Hollins","BUF","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.7","21.7","0.2","0.0","","","","","","","","","","","","4.2","5.0","3.3"
"Ray Davis","BUF","RB","MIA","0.0","0.0","0.0","0.0","0.0","3.3","14.0","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","2.6","2.8","2.4"
"Kyle Juszczyk","SF","RB","MIN","0.0","0.0","0.0","0.0","0.0","0.3","1.0","0.0","0.0","1.4","9.9","0.1","0.0","","","","","","","","","","","","2.5","3.2","1.8"
"Tennessee Titans","TEN","DST","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.0","0.50","0.5","0.2","22.3","322.8","5.3","5.3","5.3"
"New Orleans Saints","NO","DST","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.60","0.8","0.2","29.1","354.0","5.3","5.3","5.3"
"Tyquan Thornton","NE","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6","1.7","22.8","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.2"
"Gerald Everett","CHI","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.5","2.5","21.8","0.1","0.0","","","","","","","","","","","","4.2","5.5","3.0"
"Curtis Samuel","BUF","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.3","1.6","0.0","2.4","1.8","18.2","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Will Reichard","MIN","K","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.7","0.4","0.2","1.9","","","","","","","6.6","6.6","6.6"
"Aaron Rodgers","NYJ","QB","TEN","22.3","34.2","224.6","1.4","0.5","2.2","3.0","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.8","14.8","14.8"
"Las Vegas Raiders","LV","DST","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.0","0.60","0.5","0.2","24.7","362.1","5.2","5.2","5.2"
"Emari Demercado","ARI","RB","LA","0.0","0.0","0.0","0.0","0.0","0.8","3.0","0.0","1.5","1.1","7.9","0.1","0.0","","","","","","","","","","","","2.4","2.9","1.8"
"Theo Johnson","NYG","TE","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.1","20.8","0.2","0.0","","","","","","","","","","","","4.1","5.2","3.1"
"Minnesota Vikings","MIN","DST","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.0","0.50","0.5","0.2","24.6","356.3","5.2","5.2","5.2"
"Sam Darnold","MIN","QB","SF","20.3","32.2","230.6","1.1","0.9","3.3","11.9","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.8","14.8","14.8"
"Cole Kmet","CHI","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.3","19.8","0.2","0.0","","","","","","","","","","","","4.0","5.2","2.9"
"Nick Folk","TEN","K","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.8","0.4","0.2","1.4","","","","","","","6.5","6.5","6.5"
"Van Jefferson","PIT","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.8","21.8","0.1","0.0","","","","","","","","","","","","3.8","4.7","2.9"
"Xavier Gipson","NYJ","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","2.5","1.5","18.8","0.2","0.0","","","","","","","","","","","","3.7","4.5","3.0"
"Kylen Granson","IND","TE","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","2.0","21.8","0.1","0.0","","","","","","","","","","","","3.9","4.9","2.9"
"Jalen Nailor","MIN","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","1.5","19.8","0.2","0.0","","","","","","","","","","","","3.6","4.4","2.9"
"Tucker Kraft","GB","TE","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.9","20.8","0.1","0.0","","","","","","","","","","","","3.8","4.8","2.9"
"Eric Gray","NYG","RB","WAS","0.0","0.0","0.0","0.0","0.0","2.6","9.9","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","2.0","2.2","1.8"
"Jonnu Smith","MIA","TE","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","1.8","18.0","0.2","0.0","","","","","","","","","","","","3.8","4.7","2.9"
"Xavier Legette","CAR","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.6","20.8","0.1","0.0","","","","","","","","","","","","3.6","4.4","2.8"
"Olamide Zaccheaus","WAS","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.7","20.8","0.1","0.0","","","","","","","","","","","","3.6","4.4","2.7"
"Jahan Dotson","PHI","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.7","19.8","0.1","0.0","","","","","","","","","","","","3.5","4.4","2.7"
"Malik Willis","GB","QB","IND","17.1","29.2","183.2","1.1","0.9","5.6","26.7","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.4","14.4","14.4"
"Trenton Irwin","CIN","WR","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","1.6","20.8","0.1","0.0","","","","","","","","","","","","3.5","4.3","2.7"
"DeAndre Carter","CHI","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.5","16.8","0.2","0.0","","","","","","","","","","","","3.4","4.2","2.7"
"Jalin Hyatt","NYG","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","1.4","19.8","0.1","0.0","","","","","","","","","","","","3.4","4.1","2.7"
"Derek Carr","NO","QB","DAL","21.3","31.2","223.3","1.4","0.7","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.3","14.3","14.3"
"Daniel Carlson","LV","K","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.7","0.4","0.2","1.4","","","","","","","6.0","6.0","6.0"
"Bo Nix","DEN","QB","PIT","19.6","31.2","200.0","1.0","0.8","5.1","20.8","0.2","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","14.2","14.2","14.2"
"Treylon Burks","TEN","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.5","2.1","0.0","2.6","1.5","15.8","0.1","0.0","","","","","","","","","","","","3.4","4.1","2.6"
"Dontayvion Wicks","GB","WR","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","1.5","19.8","0.1","0.0","","","","","","","","","","","","3.3","4.0","2.6"
"Michael Mayer","LV","TE","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","2.0","18.8","0.1","0.0","","","","","","","","","","","","3.5","4.5","2.5"
"Isaac Guerendo","SF","RB","MIN","0.0","0.0","0.0","0.0","0.0","2.0","7.9","0.1","0.0","0.4","3.0","0.0","0.0","","","","","","","","","","","","1.7","1.9","1.5"
"Travis Homer","CHI","RB","HOU","0.0","0.0","0.0","0.0","0.0","0.8","3.0","0.0","0.9","0.7","5.0","0.1","0.0","","","","","","","","","","","","1.7","2.0","1.3"
"Dawson Knox","BUF","TE","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","1.7","15.1","0.2","0.0","","","","","","","","","","","","3.4","4.3","2.6"
"Braxton Berrios","MIA","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","1.4","16.0","0.1","0.0","","","","","","","","","","","","3.1","3.8","2.4"
"Roschon Johnson","CHI","RB","HOU","0.0","0.0","0.0","0.0","0.0","1.8","7.9","0.1","0.0","0.3","2.0","0.0","0.0","","","","","","","","","","","","1.6","1.7","1.4"
"Dyami Brown","WAS","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.3","17.8","0.1","0.0","","","","","","","","","","","","3.1","3.8","2.5"
"Calvin Austin III","PIT","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","2.4","1.5","16.8","0.1","0.0","","","","","","","","","","","","3.1","3.8","2.4"
"Audric Estime","DEN","RB","PIT","0.0","0.0","0.0","0.0","0.0","2.3","8.9","0.1","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","1.5","1.6","1.4"
"Foster Moreau","NO","TE","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.8","17.8","0.1","0.0","","","","","","","","","","","","3.3","4.2","2.4"
