"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"James Cook","BUF","RB","MIA","0.0","0.0","0.0","0.0","0.0","14.4","63.3","0.3","3.3","2.7","20.0","0.1","0.1","","","","","","","","","","","","11.9","13.3","10.6"
"Justin Jefferson","MIN","WR","SF","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.0","10.5","6.5","78.0","0.4","0.1","","","","","","","","","","","","13.5","16.7","10.2"
"Rachaad White","TB","RB","DET","0.0","0.0","0.0","0.0","0.0","12.6","47.5","0.3","4.3","3.5","26.7","0.2","0.1","","","","","","","","","","","","11.8","13.5","10.1"
"Devin Singletary","NYG","RB","WAS","0.0","0.0","0.0","0.0","0.0","14.9","58.7","0.4","3.4","2.5","16.8","0.1","0.1","","","","","","","","","","","","11.8","13.0","10.5"
"Amon-Ra St. Brown","DET","WR","TB","0.0","0.0","0.0","0.0","0.0","0.3","1.7","0.0","7.7","6.1","70.3","0.5","0.1","","","","","","","","","","","","13.2","16.2","10.1"
"J.K. Dobbins","LAC","RB","CAR","0.0","0.0","0.0","0.0","0.0","12.9","58.4","0.3","3.4","2.7","18.8","0.1","0.1","","","","","","","","","","","","11.6","13.0","10.3"
"Josh Jacobs","GB","RB","IND","0.0","0.0","0.0","0.0","0.0","15.3","63.4","0.5","2.3","1.8","13.9","0.0","0.1","","","","","","","","","","","","11.6","12.5","10.7"
"Jerome Ford","CLE","RB","JAC","0.0","0.0","0.0","0.0","0.0","14.9","61.4","0.3","3.6","2.8","19.8","0.1","0.1","","","","","","","","","","","","11.6","13.0","10.2"
"Zack Moss","CIN","RB","KC","0.0","0.0","0.0","0.0","0.0","11.8","50.5","0.4","3.5","2.8","19.8","0.1","0.1","","","","","","","","","","","","11.5","12.9","10.1"
"Ja'Marr Chase","CIN","WR","KC","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","8.1","5.7","70.3","0.5","0.1","","","","","","","","","","","","12.8","15.7","10.0"
"Rashee Rice","KC","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","7.6","5.6","67.3","0.5","0.1","","","","","","","","","","","","12.6","15.4","9.8"
"Aaron Jones","MIN","RB","SF","0.0","0.0","0.0","0.0","0.0","14.8","51.5","0.3","3.6","2.7","18.4","0.1","0.1","","","","","","","","","","","","10.9","12.3","9.6"
"Brian Robinson Jr.","WAS","RB","NYG","0.0","0.0","0.0","0.0","0.0","13.9","53.7","0.5","2.2","1.6","12.9","0.1","0.1","","","","","","","","","","","","10.8","11.6","10.0"
"Mike Evans","TB","WR","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.4","4.9","68.3","0.5","0.1","","","","","","","","","","","","12.1","14.5","9.7"
"Michael Pittman Jr.","IND","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.1","6.1","67.3","0.3","0.1","","","","","","","","","","","","11.8","14.9","8.8"
"Chris Olave","NO","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.5","5.4","67.3","0.4","0.1","","","","","","","","","","","","11.6","14.4","8.9"
"D'Andre Swift","CHI","RB","HOU","0.0","0.0","0.0","0.0","0.0","11.2","46.6","0.2","3.7","2.9","19.8","0.1","0.1","","","","","","","","","","","","10.1","11.5","8.7"
"Malik Nabers","NYG","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","9.2","5.4","65.7","0.4","0.1","","","","","","","","","","","","11.6","14.3","8.9"
"Jalen Hurts","PHI","QB","ATL","21.3","32.2","237.6","1.6","0.8","9.2","36.6","0.7","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","22.4","22.4","22.4"
"Nico Collins","HOU","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","7.2","4.9","67.7","0.4","0.0","","","","","","","","","","","","11.6","14.0","9.1"
"Garrett Wilson","NYJ","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","8.7","5.4","65.7","0.4","0.1","","","","","","","","","","","","11.6","14.3","8.8"
"Najee Harris","PIT","RB","DEN","0.0","0.0","0.0","0.0","0.0","15.4","60.4","0.3","2.2","1.6","11.9","0.1","0.1","","","","","","","","","","","","9.9","10.7","9.1"
"Travis Kelce","KC","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","5.1","58.4","0.6","0.1","","","","","","","","","","","","11.7","14.3","9.1"
"Tony Pollard","TEN","RB","NYJ","0.0","0.0","0.0","0.0","0.0","12.8","51.7","0.3","3.0","2.2","15.8","0.1","0.1","","","","","","","","","","","","9.9","10.9","8.8"
"Jaylen Waddle","MIA","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","6.9","4.7","65.4","0.4","0.0","","","","","","","","","","","","11.3","13.7","9.0"
"DeVonta Smith","PHI","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","5.0","63.4","0.4","0.1","","","","","","","","","","","","11.3","13.8","8.8"
"Drake London","ATL","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","5.2","64.4","0.4","0.1","","","","","","","","","","","","11.2","13.8","8.6"
"Ezekiel Elliott","DAL","RB","NO","0.0","0.0","0.0","0.0","0.0","10.7","40.6","0.4","2.8","2.1","13.9","0.1","0.1","","","","","","","","","","","","9.6","10.7","8.6"
"Josh Allen","BUF","QB","MIA","22.2","33.8","247.8","1.5","0.8","8.3","38.0","0.6","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","22.0","22.0","22.0"
"Chris Godwin","TB","WR","DET","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","8.1","5.4","60.4","0.4","0.1","","","","","","","","","","","","11.0","13.7","8.2"
"Davante Adams","LV","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.4","5.6","62.6","0.3","0.0","","","","","","","","","","","","10.9","13.7","8.1"
"Keenan Allen","CHI","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.8","5.5","63.4","0.3","0.1","","","","","","","","","","","","10.8","13.6","8.0"
"D.J. Moore","CHI","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.5","2.5","0.0","7.7","5.0","60.7","0.3","0.0","","","","","","","","","","","","10.7","13.3","8.2"
"Austin Ekeler","WAS","RB","NYG","0.0","0.0","0.0","0.0","0.0","6.5","27.7","0.2","4.9","3.5","27.7","0.2","0.1","","","","","","","","","","","","9.2","10.9","7.4"
"Xavier Worthy","KC","WR","CIN","0.0","0.0","0.0","0.0","0.0","1.0","6.3","0.0","5.7","3.7","54.5","0.4","0.0","","","","","","","","","","","","10.7","12.6","8.9"
"Zamir White","LV","RB","BAL","0.0","0.0","0.0","0.0","0.0","14.4","54.5","0.3","2.1","1.5","9.9","0.1","0.1","","","","","","","","","","","","9.1","9.8","8.3"
"Chuba Hubbard","CAR","RB","LAC","0.0","0.0","0.0","0.0","0.0","12.6","49.5","0.3","2.5","1.7","11.9","0.0","0.1","","","","","","","","","","","","9.0","9.9","8.2"
"Patrick Mahomes","KC","QB","CIN","25.8","37.1","269.3","2.2","0.6","4.0","19.8","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","21.4","21.4","21.4"
"DK Metcalf","SEA","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.3","4.5","62.4","0.3","0.0","","","","","","","","","","","","10.5","12.7","8.2"
"Stefon Diggs","HOU","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","6.9","4.8","57.6","0.4","0.0","","","","","","","","","","","","10.4","12.8","8.0"
"Zay Flowers","BAL","WR","LV","0.0","0.0","0.0","0.0","0.0","0.5","2.8","0.0","6.7","4.6","55.6","0.3","0.0","","","","","","","","","","","","10.3","12.6","8.0"
"Christian Kirk","JAC","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","6.7","4.5","59.4","0.3","0.0","","","","","","","","","","","","10.2","12.5","8.0"
"Marvin Harrison Jr.","ARI","WR","LA","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","7.8","4.7","58.4","0.3","0.1","","","","","","","","","","","","10.2","12.5","7.9"
"Amari Cooper","CLE","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","4.2","57.4","0.4","0.0","","","","","","","","","","","","10.2","12.2","8.1"
"Javonte Williams","DEN","RB","PIT","0.0","0.0","0.0","0.0","0.0","10.6","40.6","0.3","2.9","2.1","13.9","0.1","0.1","","","","","","","","","","","","8.4","9.5","7.4"
"Brandon Aiyuk","SF","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","4.1","58.4","0.3","0.0","","","","","","","","","","","","9.9","11.9","7.9"
"Tank Dell","HOU","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.7","3.7","0.0","6.0","4.3","53.6","0.3","0.0","","","","","","","","","","","","9.9","12.0","7.7"
"Lamar Jackson","BAL","QB","LV","19.8","31.2","219.6","1.4","0.5","9.0","49.5","0.4","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","20.7","20.7","20.7"
"Gus Edwards","LAC","RB","CAR","0.0","0.0","0.0","0.0","0.0","11.2","45.5","0.3","1.6","1.2","7.9","0.1","0.1","","","","","","","","","","","","8.2","8.8","7.6"
"Courtland Sutton","DEN","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.5","4.4","56.4","0.3","0.0","","","","","","","","","","","","9.7","11.8","7.5"
"Anthony Richardson","IND","QB","GB","19.8","31.2","217.8","1.2","0.8","9.4","50.5","0.5","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","20.5","20.5","20.5"
"Tyjae Spears","TEN","RB","NYJ","0.0","0.0","0.0","0.0","0.0","6.6","29.7","0.2","4.0","3.0","20.8","0.1","0.1","","","","","","","","","","","","8.1","9.6","6.6"
"Sam LaPorta","DET","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","4.5","48.5","0.4","0.0","","","","","","","","","","","","9.6","11.8","7.4"
"Brandin Cooks","DAL","WR","NO","0.0","0.0","0.0","0.0","0.0","0.3","2.4","0.0","6.3","3.9","51.5","0.3","0.0","","","","","","","","","","","","9.3","11.2","7.4"
"George Pickens","PIT","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","6.8","3.9","54.5","0.3","0.0","","","","","","","","","","","","9.3","11.2","7.3"
"Jameson Williams","DET","WR","TB","0.0","0.0","0.0","0.0","0.0","0.3","1.7","0.0","4.9","3.4","50.5","0.4","0.0","","","","","","","","","","","","9.2","10.8","7.5"
"Trey McBride","ARI","TE","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","5.0","50.5","0.3","0.1","","","","","","","","","","","","9.4","11.9","6.9"
"Terry McLaurin","WAS","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","3.9","52.5","0.3","0.0","","","","","","","","","","","","9.0","11.0","7.1"
"Rico Dowdle","DAL","RB","NO","0.0","0.0","0.0","0.0","0.0","9.5","35.6","0.3","2.2","1.6","10.9","0.1","0.1","","","","","","","","","","","","7.4","8.2","6.7"
"George Kittle","SF","TE","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","4.2","49.5","0.4","0.0","","","","","","","","","","","","9.1","11.2","7.0"
"Zach Charbonnet","SEA","RB","NE","0.0","0.0","0.0","0.0","0.0","7.4","30.7","0.3","2.2","1.7","11.9","0.1","0.1","","","","","","","","","","","","7.3","8.2","6.5"
"Brian Thomas Jr.","JAC","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","3.7","47.5","0.4","0.0","","","","","","","","","","","","8.8","10.6","7.0"
"Calvin Ridley","TEN","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.2","0.8","0.0","6.5","3.8","52.5","0.3","0.0","","","","","","","","","","","","8.8","10.6","6.9"
"Kyle Pitts","ATL","TE","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","4.5","49.5","0.3","0.0","","","","","","","","","","","","9.0","11.2","6.8"
"Jaleel McLaughlin","DEN","RB","PIT","0.0","0.0","0.0","0.0","0.0","7.4","31.7","0.2","3.0","2.2","14.9","0.1","0.1","","","","","","","","","","","","7.2","8.3","6.1"
"Dalton Kincaid","BUF","TE","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","4.5","45.8","0.3","0.0","","","","","","","","","","","","8.8","11.1","6.5"
"Jayden Daniels","WAS","QB","NYG","17.6","28.5","201.7","1.1","0.8","9.9","52.5","0.5","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","19.4","19.4","19.4"
"Rashid Shaheed","NO","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.4","2.1","0.0","5.2","3.3","49.5","0.3","0.0","","","","","","","","","","","","8.5","10.1","6.9"
"Kyler Murray","ARI","QB","LA","22.3","33.2","229.6","1.3","0.6","6.0","34.7","0.4","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","19.3","19.3","19.3"
"Demarcus Robinson","LA","WR","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.6","3.7","48.5","0.3","0.0","","","","","","","","","","","","8.4","10.3","6.6"
"Ladd McConkey","LAC","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.4","4.0","43.6","0.4","0.0","","","","","","","","","","","","8.4","10.4","6.5"
"Tyler Lockett","SEA","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.8","45.5","0.3","0.0","","","","","","","","","","","","8.4","10.3","6.5"
"Jordan Addison","MIN","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","48.5","0.3","0.0","","","","","","","","","","","","8.4","10.2","6.5"
"Keon Coleman","BUF","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.2","1.3","0.0","5.4","3.6","45.2","0.3","0.0","","","","","","","","","","","","8.3","10.1","6.5"
"Evan Engram","JAC","TE","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","4.6","40.6","0.4","0.0","","","","","","","","","","","","8.5","10.7","6.2"
"Jaxon Smith-Njigba","SEA","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","4.0","43.6","0.3","0.0","","","","","","","","","","","","8.2","10.2","6.2"
"Jerry Jeudy","CLE","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","5.5","3.5","46.5","0.3","0.0","","","","","","","","","","","","8.2","9.9","6.5"
"Dak Prescott","DAL","QB","NO","22.3","35.1","258.1","1.9","0.8","2.5","9.9","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","19.1","19.1","19.1"
"C.J. Stroud","HOU","QB","CHI","23.3","35.1","270.4","1.8","0.6","2.4","8.5","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","19.0","19.0","19.0"
"Chase Brown","CIN","RB","KC","0.0","0.0","0.0","0.0","0.0","5.6","23.8","0.1","2.9","2.4","17.8","0.1","0.1","","","","","","","","","","","","6.6","7.8","5.4"
"Mark Andrews","BAL","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","4.1","46.5","0.3","0.0","","","","","","","","","","","","8.4","10.4","6.3"
"Jayden Reed","GB","WR","IND","0.0","0.0","0.0","0.0","0.0","1.2","7.3","0.0","4.3","3.0","40.6","0.2","0.0","","","","","","","","","","","","8.0","9.4","6.5"
"Ty Chandler","MIN","RB","SF","0.0","0.0","0.0","0.0","0.0","7.4","30.7","0.2","2.0","1.5","10.9","0.1","0.1","","","","","","","","","","","","6.4","7.1","5.7"
"Joshua Palmer","LAC","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.5","43.6","0.3","0.0","","","","","","","","","","","","7.9","9.6","6.2"
"Andrei Iosivas","CIN","WR","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.7","44.6","0.3","0.0","","","","","","","","","","","","7.9","9.7","6.0"
"Diontae Johnson","CAR","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.3","3.9","46.5","0.2","0.0","","","","","","","","","","","","7.9","9.8","5.9"
"Jaylen Warren","PIT","RB","DEN","0.0","0.0","0.0","0.0","0.0","4.9","19.8","0.1","3.1","2.4","16.8","0.1","0.1","","","","","","","","","","","","6.2","7.3","5.0"
"Khalil Shakir","BUF","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.3","1.5","0.0","5.1","3.5","41.5","0.3","0.0","","","","","","","","","","","","7.6","9.4","5.9"
"Jake Ferguson","DAL","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.2","3.6","39.9","0.3","0.0","","","","","","","","","","","","7.9","9.6","6.1"
"Alexander Mattison","LV","RB","BAL","0.0","0.0","0.0","0.0","0.0","5.4","20.8","0.1","3.1","2.3","16.8","0.1","0.1","","","","","","","","","","","","6.0","7.2","4.9"
"Justice Hill","BAL","RB","LV","0.0","0.0","0.0","0.0","0.0","4.1","17.8","0.1","3.1","2.3","16.8","0.1","0.1","","","","","","","","","","","","5.9","7.1","4.8"
"Darnell Mooney","ATL","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","5.6","3.3","43.6","0.2","0.0","","","","","","","","","","","","7.4","9.1","5.8"
"Bucky Irving","TB","RB","DET","0.0","0.0","0.0","0.0","0.0","6.3","26.7","0.2","1.9","1.5","10.9","0.1","0.1","","","","","","","","","","","","5.8","6.6","5.1"
"Miles Sanders","CAR","RB","LAC","0.0","0.0","0.0","0.0","0.0","8.4","33.7","0.2","1.4","1.0","6.9","0.0","0.1","","","","","","","","","","","","5.8","6.3","5.3"
"Adonai Mitchell","IND","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","3.2","42.6","0.2","0.0","","","","","","","","","","","","7.3","8.9","5.7"
"Jakobi Meyers","LV","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.3","1.5","0.0","5.2","3.3","41.6","0.2","0.0","","","","","","","","","","","","7.3","8.9","5.6"
"Wan'Dale Robinson","NYG","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.5","2.8","0.0","5.4","3.6","36.5","0.2","0.0","","","","","","","","","","","","7.1","8.9","5.4"
"Tyler Johnson","LA","WR","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","3.1","38.6","0.3","0.0","","","","","","","","","","","","7.1","8.6","5.6"
"Gabe Davis","JAC","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6","2.7","40.6","0.3","0.0","","","","","","","","","","","","7.0","8.4","5.7"
"Tua Tagovailoa","MIA","QB","BUF","22.1","33.2","269.2","1.7","0.8","1.8","5.6","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.8","17.8","17.8"
"Quentin Johnston","LAC","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","3.1","38.6","0.3","0.0","","","","","","","","","","","","7.0","8.5","5.4"
"Jared Goff","DET","QB","TB","23.8","34.2","249.5","2.0","0.6","1.6","3.0","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.8","17.8","17.8"
"Jamaal Williams","NO","RB","DAL","0.0","0.0","0.0","0.0","0.0","7.6","27.7","0.2","1.4","1.0","6.9","0.0","0.1","","","","","","","","","","","","5.2","5.7","4.7"
"New York Jets","NYJ","DST","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.8","0.60","0.9","0.2","19.2","299.1","8.0","8.0","8.0"
"Jalen McMillan","TB","WR","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","2.8","37.6","0.3","0.0","","","","","","","","","","","","6.6","8.0","5.3"
"Romeo Doubs","GB","WR","IND","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","4.6","3.0","37.6","0.2","0.0","","","","","","","","","","","","6.6","8.1","5.1"
"Pittsburgh Steelers","PIT","DST","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.8","0.60","0.8","0.2","19.4","304.2","7.9","7.9","7.9"
"DeMario Douglas","NE","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","5.6","3.5","38.6","0.1","0.0","","","","","","","","","","","","6.6","8.3","4.8"
"Baker Mayfield","TB","QB","DET","21.3","33.2","249.5","1.7","0.8","3.2","9.9","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.4","17.4","17.4"
"Elijah Moore","CLE","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","3.2","36.6","0.2","0.0","","","","","","","","","","","","6.5","8.1","5.0"
"Josh Reynolds","DEN","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.2","3.0","37.6","0.2","0.0","","","","","","","","","","","","6.5","8.0","5.0"
"Tank Bigsby","JAC","RB","CLE","0.0","0.0","0.0","0.0","0.0","7.2","29.7","0.2","0.7","0.5","4.0","0.0","0.1","","","","","","","","","","","","4.9","5.2","4.7"
"Rashod Bateman","BAL","WR","LV","0.0","0.0","0.0","0.0","0.0","0.1","0.8","0.0","4.7","2.9","38.6","0.2","0.0","","","","","","","","","","","","6.4","7.9","5.0"
"Brock Bowers","LV","TE","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","3.5","36.6","0.2","0.0","","","","","","","","","","","","6.7","8.4","4.9"
"Michael Wilson","ARI","WR","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","2.8","37.6","0.2","0.0","","","","","","","","","","","","6.4","7.8","5.1"
"Adam Thielen","CAR","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","3.1","39.6","0.1","0.0","","","","","","","","","","","","6.4","7.9","4.8"
"Harrison Butker","KC","K","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","3.0","","","","","","","9.0","9.0","9.0"
"Jake Elliott","PHI","K","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","3.0","","","","","","","8.9","8.9","8.9"
"Matthew Stafford","LA","QB","ARI","21.8","34.2","263.4","1.7","0.9","2.0","4.0","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.1","17.1","17.1"
"Baltimore Ravens","BAL","DST","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.60","0.9","0.2","17.2","293.3","7.5","7.5","7.5"
"Allen Lazard","NYJ","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.2","2.8","35.6","0.2","0.0","","","","","","","","","","","","6.2","7.6","4.9"
"Trevor Lawrence","JAC","QB","CLE","23.3","35.3","231.7","1.6","0.8","4.2","17.8","0.1","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","17.1","17.1","17.1"
"Tyler Boyd","TEN","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","4.9","3.2","35.6","0.2","0.0","","","","","","","","","","","","6.2","7.8","4.6"
"Seattle Seahawks","SEA","DST","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.8","0.2","18.0","301.3","7.5","7.5","7.5"
"Brandon Aubrey","DAL","K","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.9","","","","","","","8.9","8.9","8.9"
"Dallas Goedert","PHI","TE","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","3.6","32.7","0.2","0.0","","","","","","","","","","","","6.4","8.2","4.6"
"San Francisco 49ers","SF","DST","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.9","0.2","19.8","327.9","7.4","7.4","7.4"
"Greg Dortch","ARI","WR","LA","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","4.4","3.0","31.7","0.2","0.0","","","","","","","","","","","","6.1","7.6","4.7"
"Ray-Ray McCloud","ATL","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","4.9","3.1","35.6","0.1","0.0","","","","","","","","","","","","6.1","7.7","4.6"
"Pat Freiermuth","PIT","TE","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.4","3.4","30.7","0.3","0.0","","","","","","","","","","","","6.3","8.0","4.7"
"Ka'imi Fairbairn","HOU","K","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.6","","","","","","","8.7","8.7","8.7"
"Indianapolis Colts","IND","DST","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.50","0.9","0.2","19.0","301.2","7.4","7.4","7.4"
"Los Angeles Chargers","LAC","DST","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.7","0.2","17.1","287.6","7.3","7.3","7.3"
"Joe Burrow","CIN","QB","KC","23.3","33.2","242.6","1.5","0.6","3.7","10.9","0.1","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.9","16.9","16.9"
"Jake Bates","DET","K","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","3.1","","","","","","","8.7","8.7","8.7"
"Antonio Gibson","NE","RB","SEA","0.0","0.0","0.0","0.0","0.0","6.0","22.8","0.2","1.3","0.9","5.9","0.0","0.1","","","","","","","","","","","","4.4","4.9","4.0"
"Dalton Schultz","HOU","TE","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","3.2","30.5","0.3","0.0","","","","","","","","","","","","6.2","7.8","4.5"
"Brock Purdy","SF","QB","MIN","21.3","31.2","237.7","1.5","0.5","2.5","9.9","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.7","16.7","16.7"
"Tyler Allgeier","ATL","RB","PHI","0.0","0.0","0.0","0.0","0.0","5.0","21.8","0.2","1.0","0.8","5.9","0.0","0.0","","","","","","","","","","","","4.3","4.7","3.9"
"Cameron Dicker","LAC","K","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.9","0.5","0.2","2.5","","","","","","","8.5","8.5","8.5"
"New York Giants","NYG","DST","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.60","0.8","0.2","16.3","335.6","7.1","7.1","7.1"
