rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
14,22507,Pat Freiermuth,PIT,TE,2,DEN,4.4,3.1,70.5,30.1,0.2,6.8,9.7,0.0,0.0,,0.0,0.0,0.0,7.3
15,14856,Zach Ertz,WAS,TE,2,NYG,4.4,3.0,68.2,28.7,0.2,6.5,9.6,0.0,0.0,,0.0,0.0,0.0,7.1
16,19853,Mike Gesicki,CIN,TE,2,KC,4.0,3.1,77.5,26.7,0.2,6.7,8.6,0.0,0.0,,0.0,0.0,0.0,7.0
17,17975,Hunter Henry,NE,TE,2,SEA,4.2,2.8,66.7,29.3,0.2,7.0,10.5,0.0,0.0,,0.0,0.0,0.0,6.9
18,20753,Noah Fant,SEA,TE,2,NE,4.3,2.6,60.5,30.0,0.2,7.0,11.5,0.0,0.0,,0.0,0.0,0.0,6.8
19,19903,Jordan Akins,CLE,TE,2,JAC,4.2,2.9,69.0,26.6,0.2,6.3,9.2,0.0,0.0,,0.0,0.0,0.0,6.8
20,19988,Tyler Conklin,NYJ,TE,2,TEN,3.9,2.8,71.8,26.9,0.2,6.9,9.6,0.0,0.0,,0.0,0.0,0.0,6.7
21,21738,Juwan Johnson,NO,TE,2,DAL,3.0,2.3,76.7,25.3,0.3,8.4,11.0,0.0,0.0,,0.0,0.0,0.0,6.6
22,19843,Hayden Hurst,LAC,TE,2,CAR,3.4,2.5,73.5,24.7,0.2,7.3,9.9,0.0,0.0,,0.0,0.0,0.0,6.2
23,23134,Cade Otton,TB,TE,2,DET,3.7,2.5,67.6,24.5,0.2,6.6,9.8,0.0,0.0,,0.0,0.0,0.0,6.2
24,23489,Chigoziem Okonkwo,TEN,TE,2,NYJ,3.6,2.5,69.4,24.0,0.2,6.7,9.6,0.0,0.0,,0.0,0.0,0.0,6.1
25,24288,Luke Schoonmaker,DAL,TE,2,NO,2.9,2.2,75.9,22.8,0.2,7.9,10.4,0.0,0.0,,0.0,0.0,0.0,5.7
26,23142,Theo Johnson,NYG,TE,2,WAS,3.4,2.1,61.8,22.1,0.2,6.5,10.5,0.0,0.0,,0.0,0.0,0.0,5.5
27,19165,Johnny Mundt,MIN,TE,2,SF,3.2,2.2,68.8,19.9,0.2,6.2,9.0,0.0,0.0,,0.0,0.0,0.0,5.4
28,20884,Foster Moreau,NO,TE,2,DAL,3.1,2.0,64.5,19.4,0.2,6.3,9.7,0.0,0.0,,0.0,0.0,0.0,5.1
29,24118,Tucker Kraft,GB,TE,2,IND,3.5,2.1,60.0,23.3,0.1,6.7,11.1,0.0,0.0,,0.0,0.0,0.0,5.0
30,23310,Greg Dulcich,DEN,TE,2,PIT,3.8,2.1,55.3,21.7,0.1,5.7,10.3,0.0,0.0,,0.0,0.0,0.0,4.9
31,18990,Jonnu Smith,MIA,TE,2,BUF,2.9,1.9,65.5,21.5,0.1,7.4,11.3,0.0,0.0,,0.0,0.0,0.0,4.7
32,21772,Cole Kmet,CHI,TE,2,HOU,3.3,2.0,60.6,19.8,0.1,6.0,9.9,0.0,0.0,,0.0,0.0,0.0,4.6
33,21785,Noah Gray,KC,TE,2,CIN,1.9,1.9,100.0,20.2,0.1,10.6,10.6,0.0,0.0,,0.0,0.0,0.0,4.5
34,20899,Josh Oliver,MIN,TE,2,SF,2.0,1.8,90.0,21.1,0.1,10.6,11.7,0.0,0.0,,0.0,0.0,0.0,4.5
35,22823,Kylen Granson,IND,TE,2,GB,2.3,1.8,78.3,19.5,0.1,8.5,10.8,0.0,0.0,,0.0,0.0,0.0,4.3
36,24947,Ja'Tavion Sanders,CAR,TE,2,LAC,3.4,1.8,52.9,17.3,0.1,5.1,9.6,0.0,0.0,,0.0,0.0,0.0,4.1
37,17963,Austin Hooper,NE,TE,2,SEA,2.1,1.7,81.0,17.1,0.1,8.1,10.1,0.0,0.0,,0.0,0.0,0.0,4.0
38,18935,Gerald Everett,CHI,TE,2,HOU,3.2,1.7,53.1,14.5,0.1,4.5,8.5,0.0,0.0,,0.0,0.0,0.0,3.8
39,20850,Dawson Knox,BUF,TE,2,MIA,2.4,1.6,66.7,15.0,0.1,6.2,9.4,0.0,0.0,,0.0,0.0,0.0,3.7
40,23140,Michael Mayer,LV,TE,2,BAL,2.7,1.5,55.6,14.3,0.1,5.3,9.5,0.0,0.0,,0.0,0.0,0.0,3.5
41,19950,Will Dissly,LAC,TE,2,CAR,1.3,1.1,84.6,12.8,0.1,9.8,11.6,0.0,0.0,,0.0,0.0,0.0,3.0
42,24150,Luke Musgrave,GB,TE,2,IND,2.0,1.1,55.0,11.8,0.1,5.9,10.7,0.0,0.0,,0.0,0.0,0.0,2.9
43,20931,Drew Sample,CIN,TE,2,KC,1.8,1.1,61.1,10.0,0.1,5.6,9.1,0.0,0.0,,0.0,0.0,0.0,2.7
44,18900,Mo Alie-Cox,IND,TE,2,GB,1.3,1.0,76.9,10.8,0.1,8.3,10.8,0.0,0.0,,0.0,0.0,0.0,2.7
45,24449,Elijah Higgins,ARI,TE,2,LA,1.2,1.0,83.3,10.0,0.1,8.3,10.0,0.0,0.0,,0.0,0.0,0.0,2.6
46,25134,Brevyn Spann-Ford,DAL,TE,2,NO,1.8,0.0,0.0,19.4,0.1,10.8,,0.0,0.0,,0.0,0.0,0.0,2.5
47,23485,Daniel Bellinger,NYG,TE,2,WAS,1.3,0.9,69.2,9.4,0.1,7.2,10.4,0.0,0.0,,0.0,0.0,0.0,2.4
48,20905,Donald Parham Jr.,LAC,TE,2,CAR,1.3,0.9,69.2,9.3,0.1,7.2,10.3,0.0,0.0,,0.0,0.0,0.0,2.4
49,22506,Brevin Jordan,HOU,TE,2,CHI,1.6,0.9,56.2,8.8,0.1,5.5,9.8,0.0,0.0,,0.0,0.0,0.0,2.4
50,19943,Durham Smythe,MIA,TE,2,BUF,1.7,0.9,52.9,8.6,0.1,5.1,9.6,0.0,0.0,,0.0,0.0,0.0,2.4
51,21786,Adam Trautman,DEN,TE,2,PIT,1.6,0.9,56.2,7.5,0.1,4.7,8.3,0.0,0.0,,0.0,0.0,0.0,2.2
52,20949,Irv Smith,KC,TE,2,CIN,0.9,0.8,88.9,7.9,0.1,8.8,9.9,0.0,0.0,,0.0,0.0,0.0,2.2
53,22661,Jack Stoll,NYG,TE,2,WAS,0.8,0.8,100.0,6.9,0.1,8.6,8.6,0.0,0.0,,0.0,0.0,0.0,2.1
54,23136,Darnell Washington,PIT,TE,2,DEN,1.1,0.8,72.7,6.9,0.1,6.3,8.6,0.0,0.0,,0.0,0.0,0.0,2.1
55,23010,Brock Wright,DET,TE,2,TB,0.8,0.8,100.0,6.7,0.1,8.4,8.4,0.0,0.0,,0.0,0.0,0.0,2.1
56,22517,Peyton Hendershot,DAL,TE,2,NO,1.1,0.8,72.7,6.6,0.1,6.0,8.2,0.0,0.0,,0.0,0.0,0.0,2.1
57,24375,Josh Whyle,TEN,TE,2,NYJ,1.8,0.7,38.9,7.0,0.1,3.9,10.0,0.0,0.0,,0.0,0.0,0.0,2.0
58,23608,Drew Ogletree,IND,TE,2,GB,0.9,0.4,44.4,5.0,0.1,5.6,12.5,0.0,0.0,,0.0,0.0,0.0,1.5
59,22119,Charlie Woerner,ATL,TE,2,PHI,1.3,0.7,53.8,6.4,0.0,4.9,9.1,0.0,0.0,,0.0,0.0,0.0,1.3
60,25106,AJ Barner,SEA,TE,2,NE,1.1,0.7,63.6,6.2,0.0,5.6,8.9,0.0,0.0,,0.0,0.0,0.0,1.3
61,22521,Jeremy Ruckert,NYJ,TE,2,TEN,1.1,0.6,54.5,6.6,0.0,6.0,11.0,0.0,0.0,,0.0,0.0,0.0,1.3
62,25208,Erick All Jr.,CIN,TE,2,KC,0.9,0.6,66.7,6.3,0.0,7.0,10.5,0.0,0.0,,0.0,0.0,0.0,1.2
63,22657,John Bates,WAS,TE,2,NYG,0.8,0.6,75.0,6.1,0.0,7.6,10.2,0.0,0.0,,0.0,0.0,0.0,1.2
64,24985,Ben Sinnott,WAS,TE,2,NYG,0.8,0.6,75.0,6.0,0.0,7.5,10.0,0.0,0.0,,0.0,0.0,0.0,1.2
65,22509,Hunter Long,LA,TE,2,ARI,0.9,0.6,66.7,5.7,0.0,6.3,9.5,0.0,0.0,,0.0,0.0,0.0,1.2
66,16903,MyCole Pruitt,PIT,TE,2,DEN,0.6,0.0,0.0,5.5,0.1,9.2,,0.0,0.0,,0.0,0.0,0.0,1.1
67,16917,C.J. Uzomah,PHI,TE,2,ATL,0.6,0.4,65.6,4.0,0.0,6.3,9.6,0.0,0.0,,0.0,0.0,0.0,1.0
68,23486,Grant Calcaterra,PHI,TE,2,ATL,1.1,0.5,45.5,4.7,0.0,4.3,9.4,0.0,0.0,,0.0,0.0,0.0,1.0
69,22662,Tommy Tremble,CAR,TE,2,LAC,1.2,0.5,41.7,4.5,0.0,3.8,9.0,0.0,0.0,,0.0,0.0,0.0,0.9
70,24463,Julian Hill,MIA,TE,2,BUF,1.4,0.4,28.6,4.3,0.0,3.1,10.7,0.0,0.0,,0.0,0.0,0.0,0.8
71,25099,Dallin Holker,NO,TE,2,DAL,0.4,0.4,100.0,3.3,0.0,8.2,8.2,0.1,0.2,2.0,0.0,0.0,0.0,0.8
72,21383,Jody Fortson Jr.,MIA,TE,2,BUF,0.8,0.3,34.2,2.7,0.0,3.5,10.3,0.0,0.0,,0.0,0.0,0.0,0.7
73,21732,Giovanni Ricci,CLE,TE,2,JAC,0.0,0.3,,2.4,0.0,,8.8,0.1,0.4,4.5,0.0,0.0,0.0,0.6
74,24151,Payne Durham,TB,TE,2,DET,1.1,0.3,27.3,2.8,0.0,2.5,9.3,0.0,0.0,,0.0,0.0,0.0,0.6
75,24421,Cameron Latu,SF,TE,2,MIN,0.6,0.3,50.0,2.7,0.0,4.5,9.0,0.0,0.0,,0.0,0.0,0.0,0.6
76,22517,Peyton Hendershot,KC,TE,2,CIN,0.8,0.3,37.5,2.7,0.0,3.4,9.0,0.0,0.0,,0.0,0.0,0.0,0.6
77,25141,Tip Reiman,ARI,TE,2,LA,0.8,0.3,37.5,2.2,0.0,2.8,7.3,0.0,0.0,,0.0,0.0,0.0,0.5
78,24223,Brenton Strange,JAC,TE,2,CLE,0.6,0.2,33.3,2.3,0.0,3.8,11.5,0.0,0.0,,0.0,0.0,0.0,0.4
79,23487,Connor Heyward,PIT,TE,2,DEN,0.3,0.2,66.7,2.2,0.0,7.3,11.0,0.0,0.0,,0.0,0.0,0.0,0.4
80,25144,Devin Culp,TB,TE,2,DET,0.4,0.2,50.0,2.1,0.0,5.2,10.5,0.0,0.0,,0.0,0.0,0.0,0.4
81,21795,Luke Farrell,JAC,TE,2,CLE,0.4,0.0,0.0,4.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.4
82,25112,Jared Wiley,KC,TE,2,CIN,0.8,0.2,25.0,1.8,0.0,2.2,9.0,0.0,0.0,,0.0,0.0,0.0,0.4
83,23644,Stone Smartt,LAC,TE,2,CAR,0.6,0.2,33.3,1.6,0.0,2.7,8.0,0.0,0.0,,0.0,0.0,0.0,0.4
84,23650,Lucas Krull,DEN,TE,2,PIT,1.3,0.2,15.4,1.6,0.0,1.2,8.0,0.0,0.0,,0.0,0.0,0.0,0.4
85,15974,Jordan Matthews,CAR,TE,2,LAC,0.3,0.0,0.0,2.9,0.0,9.7,,0.0,0.0,,0.0,0.0,0.0,0.3
86,19035,Eric Saubert,SF,TE,2,MIN,0.3,0.0,0.0,2.9,0.0,9.7,,0.0,0.0,,0.0,0.0,0.0,0.3
87,23143,Will Mallory,IND,TE,2,GB,1.1,0.2,18.2,0.8,0.0,0.7,4.0,0.0,0.0,,0.0,0.0,0.0,0.3
88,18019,Nick Vannett,TEN,TE,2,NYJ,0.5,0.0,0.0,2.8,0.0,5.6,,0.0,0.0,,0.0,0.0,0.0,0.3
89,21783,Harrison Bryant,LV,TE,2,BAL,0.5,0.1,20.0,1.4,0.0,2.8,14.0,0.0,0.0,,0.0,0.0,0.0,0.2
90,24986,Cade Stover,HOU,TE,2,CHI,0.5,0.1,20.0,1.4,0.0,2.8,14.0,0.0,0.0,,0.0,0.0,0.0,0.2
91,24686,Nate Adkins,DEN,TE,2,PIT,0.2,0.0,0.0,2.2,0.0,11.0,,0.0,0.0,,0.0,0.0,0.0,0.2
92,22511,Quintin Morris,BUF,TE,2,MIA,0.7,0.1,14.3,1.2,0.0,1.7,12.0,0.0,0.0,,0.0,0.0,0.0,0.2
93,23135,Charlie Kolar,BAL,TE,2,LV,0.4,0.1,25.0,1.1,0.0,2.8,11.0,0.0,0.0,,0.0,0.0,0.0,0.2
94,25104,Jaheim Bell,NE,TE,2,SEA,0.4,0.1,25.0,1.1,0.0,2.8,11.0,0.0,0.0,,0.0,0.0,0.0,0.2
95,25014,Tanner McLachlan,CIN,TE,2,KC,0.2,0.1,50.0,1.0,0.0,5.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.2
96,23355,Teagan Quitoriano,HOU,TE,2,CHI,0.1,0.0,0.0,2.0,0.0,20.0,,0.0,0.0,,0.0,0.0,0.0,0.2
97,17762,Chris Manhertz,NYG,TE,2,WAS,0.2,0.0,0.0,1.9,0.0,9.5,,0.0,0.0,,0.0,0.0,0.0,0.2
98,21158,Matt Sokol,PIT,TE,2,DEN,0.2,0.0,0.0,1.7,0.0,8.5,,0.0,0.0,,0.0,0.0,0.0,0.2
99,23138,Jake Ferguson,DAL,TE,2,NO,0.5,0.1,20.0,0.6,0.0,1.2,6.0,0.0,0.0,,0.0,0.0,0.0,0.2
100,23621,Nick Muse,MIN,TE,2,SF,0.1,0.0,0.0,1.4,0.0,14.0,,0.0,0.0,,0.0,0.0,0.0,0.1
101,23101,Parker Hesse,DET,TE,2,TB,0.1,0.0,0.0,1.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.1
102,3061,Marcedes Lewis,CHI,TE,2,HOU,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
103,20361,Ross Dwelley,ATL,TE,2,PHI,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
104,17223,Eric Tomlinson,LAC,TE,2,CAR,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
105,23618,Ko Kieft,TB,TE,2,DET,0.1,0.0,0.0,0.8,0.0,8.0,,0.0,0.0,,0.0,0.0,0.0,0.1
106,17223,Eric Tomlinson,IND,TE,2,GB,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
107,20770,Zach Gentry,LV,TE,2,BAL,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
108,23335,Cole Fotheringham,LV,TE,2,BAL,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
109,23867,Armani Rogers,PHI,TE,2,ATL,0.1,0.0,0.0,0.4,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0
110,22512,Tre' McKitty,BUF,TE,2,MIA,0.1,0.0,0.0,0.4,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0
111,20506,Tanner Hudson,CIN,TE,2,KC,0.3,0.0,0.0,0.3,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0
112,24718,Brady Russell,SEA,TE,2,NE,0.0,0.0,,0.2,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
113,24533,Ben Sims,GB,TE,2,IND,0.0,0.0,,0.2,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
114,22498,Feleipe Franks,CAR,TE,2,LAC,0.0,0.0,,0.0,0.0,,,0.0,0.1,5.0,0.0,0.0,0.0,0.0
115,21794,Albert Okwuegbunam Jr.,PHI,TE,2,ATL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
116,16656,Logan Thomas,SF,TE,2,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
117,25563,Neal Johnson,MIN,TE,2,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
118,23662,Jake Tonges,SF,TE,2,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
119,25142,Trey Knox,MIN,TE,2,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
120,24354,Blake Whiteheart,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
121,21798,Josiah Deguara,JAC,TE,2,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
122,24421,Cameron Latu,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
123,25662,Shawn Bowman,JAC,TE,2,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
124,20805,T.J. Hockenson,MIN,TE,2,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
125,22915,Sammis Reyes,MIN,TE,2,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
126,19491,Robert Tonyan,MIN,TE,2,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
127,25320,Mason Pline,SF,TE,2,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
128,24149,Brayden Willis,SF,TE,2,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
129,25860,Devon Garrison,SEA,TE,2,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
130,24630,Michael Ezeike,SEA,TE,2,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
131,24908,La'Michael Pettway,NE,TE,2,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
132,25420,Jacob Warren,NE,TE,2,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
133,21531,Chris Myarick,JAC,TE,2,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
134,21800,Mitchell Wilcox,NE,TE,2,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
135,25123,Jack Westover,SEA,TE,2,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
136,22407,Tyler Mabry,SEA,TE,2,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
137,18876,David Njoku,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
138,19304,Pharaoh Brown,SEA,TE,2,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
139,24825,Patrick Murtagh,JAC,TE,2,CLE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
140,23720,Zaire Mitchell-Paden,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
141,25621,Treyton Welch,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
142,17005,Geoff Swaim,CLE,TE,2,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
143,19296,Anthony Firkser,NYJ,TE,2,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
144,25468,Steven Stilianos,TEN,TE,2,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
145,25692,Lincoln Sefcik,NYJ,TE,2,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
146,25563,Neal Johnson,NYJ,TE,2,TEN,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
147,22138,Tyler Davis,GB,TE,2,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
148,22514,Kenny Yeboah,NYJ,TE,2,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
149,23889,Thomas Odukoya,TEN,TE,2,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
150,25486,Brenden Bates,NYJ,TE,2,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
151,25647,David Martin-Robinson,TEN,TE,2,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
152,24211,Zack Kuntz,NYJ,TE,2,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
153,25674,Colson Yankoff,WAS,TE,2,NYG,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
154,21728,Lawrence Cager,NYG,TE,2,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
155,24562,Johnny Lumpkin,GB,TE,2,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
156,20823,Tyree Jackson,NYG,TE,2,WAS,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
157,25567,Messiah Swinson,GB,TE,2,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
158,24539,Joel Wilson,GB,TE,2,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
159,22515,Cole Turner,WAS,TE,2,NYG,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
160,23490,Jelani Woods,IND,TE,2,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
161,22607,Sage Surratt,ARI,TE,2,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
162,24886,Jordan Murray,IND,TE,2,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
163,21781,Sean McKeon,IND,TE,2,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
164,22520,Miller Forristall,LA,TE,2,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
165,24354,Blake Whiteheart,ARI,TE,2,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
166,24886,Jordan Murray,ARI,TE,2,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
167,24148,Davis Allen,LA,TE,2,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
168,23415,Nikola Kalinic,LA,TE,2,ARI,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
169,24617,Princeton Fant,DAL,TE,2,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
170,18032,Tyler Higbee,LA,TE,2,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
171,23063,Bernhard Seikovits,ARI,TE,2,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
172,24444,Travis Vokolek,ARI,TE,2,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
173,25621,Treyton Welch,NO,TE,2,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
174,25518,Alec Holler,DAL,TE,2,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
175,25395,Thomas Yassmin,DEN,TE,2,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
176,23711,Rodney Williams,PIT,TE,2,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
177,20905,Donald Parham Jr.,DEN,TE,2,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
178,24776,John Stephens Jr.,DAL,TE,2,NO,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
179,21781,Sean McKeon,DET,TE,2,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
180,23107,Michael Jacobson,NO,TE,2,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
181,25712,Mason Fairchild,NO,TE,2,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
182,20134,Kevin Rader,NO,TE,2,DAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
183,22663,Hunter Kampmoyer,DEN,TE,2,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
