Christian McCaffrey,SF,238.255778364312,237.611088643753,0.380086242280121,0.378683234519897,83,564,7,0.807228915662651,67,6.88059701492537,1,0,0,2023
Rachaad White,TB,189.503087384886,196.855139099399,0.356553595643399,0.375756769693265,70,549,3,0.914285714285714,64,9.546875,1,0,0,2023
Samaje Perine,DEN,162.708317623249,175.791140095941,0.388978406528164,0.431384601742958,56,455,0,0.892857142857143,50,9.24,2,1,11,2023
James Cook,BUF,159.422653521737,164.810197213392,0.376756857635457,0.394166742149546,54,445,4,0.814814814814815,44,9.04545454545455,1,0,0,2023
Travis Etienne,JAC,152.28747717675,132.73792414667,0.227300477218268,0.180352142807287,73,476,1,0.794520547945205,58,9.01724137931035,0,0,0,2023
Joe Mixon,CIN,134.373032634351,109.796711953933,0.222234916058377,0.156272758903222,64,376,3,0.8125,52,8.90384615384615,0,0,0,2023
Breece Hall,NYJ,126.896756689906,152.682254979024,0.107842447011281,0.157882830513055,95,609,4,0.8,76,8.53947368421053,0,0,0,2023
Bijan Robinson,ATL,103.976379890588,94.8680728048855,0.0636870257867285,0.0459826240953689,86,487,4,0.674418604651163,58,8.94827586206897,0,0,0,2023
Brian Robinson,WAS,98.4233590936291,110.642023634359,0.221515224973908,0.26619882472121,43,368,4,0.837209302325581,36,11.3888888888889,1,0,0,2023
Kyle Juszczyk,SF,94.1719895160742,85.4113600942807,0.755151038909969,0.672024070676262,17,119,2,0.823529411764706,14,4.14285714285714,0,0,0,2023
Jerick McKinnon,KC,83.3365225540568,85.7710615866902,0.344646326787732,0.358758270121721,32,192,4,0.78125,25,8.76,0,0,0,2023
Zack Moss,IND,80.1342244884589,62.6070220612989,0.301613557287163,0.205368391528868,37,192,2,0.72972972972973,27,7,0,0,0,2023
AJ Dillon,GB,69.4346905631994,68.5121523770447,0.299019109420986,0.293207130763954,28,223,0,0.785714285714286,22,10.5,0,0,0,2023
D'Ernest Johnson,JAC,65.7185540101196,59.4615525595269,0.92440879621726,0.823218009057456,12,140,0,0.833333333333333,10,13.6,0,0,0,2023
De'Von Achane,MIA,65.5020516554852,57.7393889621549,0.158217744006118,0.123063311580688,37,197,3,0.72972972972973,27,9.7037037037037,0,0,0,2023
Chase Brown,CIN,64.5485361496895,60.9094374966983,0.679090451943005,0.633001166818037,15,156,1,0.933333333333333,14,13.8571428571429,0,0,0,2023
Antonio Gibson,WAS,63.1621673960338,68.7609820816216,0.0477921683088899,0.0642982401442576,59,389,2,0.813559322033898,48,7.85416666666667,2,0,0,2023
Alvin Kamara,NO,58.0026656576645,63.3171181019709,-0.0202106708912951,-0.00937995967137385,87,466,1,0.862068965517241,75,6.68,0,0,0,2023
Gus Edwards,BAL,55.238111387169,52.2520989354692,0.704117198606407,0.658572154503445,13,180,0,0.923076923076923,12,12.0833333333333,1,0,0,2023
Rico Dowdle,DAL,52.6566591289914,47.5436323980324,0.273657842297525,0.233644715474168,22,144,2,0.772727272727273,17,10,0,1,4,2023
