rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
14,14856,Zach Ertz,WAS,TE,4,ARI,4.2,3.1,73.8,32.0,0.2,7.6,10.3,0.0,0.0,,0.0,0.0,0.0,7.5
15,22507,Pat Freiermuth,PIT,TE,4,IND,4.6,3.2,69.6,33.0,0.2,7.2,10.3,0.0,0.0,,0.0,0.1,0.1,7.5
16,23256,Isaiah Likely,BAL,TE,4,BUF,4.1,2.8,68.3,33.3,0.2,8.1,11.9,0.0,0.0,,0.0,0.0,0.0,7.3
17,21807,Colby Parkinson,LA,TE,4,CHI,4.5,2.9,64.4,31.2,0.2,6.9,10.8,0.0,0.0,,0.0,0.0,0.0,7.2
18,19988,Tyler Conklin,NYJ,TE,4,DEN,4.4,2.9,65.9,29.9,0.2,6.8,10.3,0.0,0.0,,0.0,0.0,0.0,7.1
19,20753,Noah Fant,SEA,TE,4,DET,4.2,2.8,66.7,29.4,0.2,7.0,10.5,0.0,0.0,,0.0,0.0,0.0,6.9
20,24449,Elijah Higgins,ARI,TE,4,WAS,3.9,2.8,71.8,29.2,0.2,7.5,10.4,0.0,0.0,,0.0,0.0,0.0,6.9
21,19903,Jordan Akins,CLE,TE,4,LV,4.1,2.7,65.9,25.1,0.2,6.1,9.3,0.0,0.0,,0.0,0.0,0.0,6.4
22,24118,Tucker Kraft,GB,TE,4,MIN,3.7,2.5,67.6,26.6,0.2,7.2,10.6,0.0,0.0,,0.0,0.0,0.0,6.4
23,23134,Cade Otton,TB,TE,4,PHI,3.9,2.6,66.7,24.4,0.2,6.3,9.4,0.0,0.0,,0.0,0.0,0.0,6.2
24,18990,Jonnu Smith,MIA,TE,4,TEN,3.0,2.4,80.0,22.1,0.2,7.4,9.2,0.0,0.0,,0.0,0.0,0.0,5.8
25,19165,Johnny Mundt,MIN,TE,4,GB,3.4,2.0,58.8,17.8,0.2,5.2,8.9,0.0,0.0,,0.0,0.0,0.0,5.0
26,22662,Tommy Tremble,CAR,TE,4,CIN,3.3,2.1,63.6,21.9,0.1,6.6,10.4,0.0,0.0,,0.0,0.0,0.0,4.9
27,23310,Greg Dulcich,DEN,TE,4,NYJ,3.6,2.1,58.3,20.1,0.1,5.6,9.6,0.0,0.0,,0.0,0.0,0.0,4.7
28,21738,Juwan Johnson,NO,TE,4,ATL,2.7,1.5,55.6,16.8,0.2,6.2,11.2,0.0,0.0,,0.0,0.0,0.0,4.4
29,23489,Chigoziem Okonkwo,TEN,TE,4,MIA,2.6,1.9,73.1,18.0,0.1,6.9,9.5,0.0,0.1,5.0,0.0,0.0,0.0,4.3
30,19843,Hayden Hurst,LAC,TE,4,KC,3.1,1.8,58.1,18.5,0.1,6.0,10.3,0.0,0.0,,0.0,0.0,0.0,4.2
31,24223,Brenton Strange,JAC,TE,4,HOU,2.7,1.6,59.3,16.6,0.1,6.1,10.4,0.0,0.0,,0.0,0.0,0.0,3.9
32,23142,Theo Johnson,NYG,TE,4,DAL,2.8,1.5,53.6,16.8,0.1,6.0,11.2,0.0,0.0,,0.0,0.0,0.0,3.8
33,24375,Josh Whyle,TEN,TE,4,MIA,2.0,1.5,75.0,14.9,0.1,7.5,9.9,0.0,0.0,,0.0,0.0,0.0,3.6
34,21785,Noah Gray,KC,TE,4,LAC,1.9,1.4,73.7,15.8,0.1,8.3,11.3,0.0,0.0,,0.0,0.0,0.0,3.6
35,20884,Foster Moreau,NO,TE,4,ATL,2.0,1.5,75.0,14.6,0.1,7.3,9.7,0.0,0.0,,0.0,0.0,0.0,3.6
36,24150,Luke Musgrave,GB,TE,4,MIN,2.5,1.4,56.0,14.9,0.1,6.0,10.6,0.0,0.0,,0.0,0.0,0.0,3.5
37,19950,Will Dissly,LAC,TE,4,KC,1.9,1.4,73.7,13.0,0.1,6.8,9.3,0.0,0.0,,0.0,0.0,0.0,3.3
38,25208,Erick All Jr.,CIN,TE,4,CAR,2.0,1.4,70.0,12.9,0.1,6.5,9.2,0.0,0.0,,0.0,0.0,0.0,3.3
39,25141,Tip Reiman,ARI,TE,4,WAS,1.7,1.3,76.5,13.8,0.1,8.1,10.6,0.0,0.0,,0.0,0.0,0.0,3.3
40,23010,Brock Wright,DET,TE,4,SEA,1.8,0.8,44.4,17.3,0.1,9.6,21.6,0.0,0.0,,0.0,0.0,0.0,3.1
41,18935,Gerald Everett,CHI,TE,4,LA,1.9,1.3,68.4,12.1,0.1,6.4,9.3,0.0,0.0,,0.0,0.0,0.0,3.1
42,17963,Austin Hooper,NE,TE,4,SF,2.3,1.2,52.2,11.9,0.1,5.2,9.9,0.0,0.0,,0.0,0.0,0.0,3.0
43,22823,Kylen Granson,IND,TE,4,PIT,1.6,1.1,68.8,12.4,0.1,7.8,11.3,0.0,0.0,,0.0,0.0,0.0,2.9
44,20850,Dawson Knox,BUF,TE,4,BAL,1.9,1.1,57.9,12.2,0.1,6.4,11.1,0.0,0.0,,0.0,0.0,0.0,2.9
45,20506,Tanner Hudson,CIN,TE,4,CAR,2.0,1.1,55.0,11.4,0.1,5.7,10.4,0.0,0.0,,0.0,0.0,0.0,2.8
46,24947,Ja'Tavion Sanders,CAR,TE,4,CIN,1.7,1.1,64.7,10.1,0.1,5.9,9.2,0.0,0.0,,0.0,0.0,0.0,2.7
47,23486,Grant Calcaterra,PHI,TE,4,TB,1.5,0.9,60.0,10.5,0.1,7.0,11.7,0.0,0.0,,0.0,0.0,0.0,2.5
48,20905,Donald Parham Jr.,LAC,TE,4,KC,1.3,0.9,69.2,9.3,0.1,7.2,10.3,0.0,0.0,,0.0,0.0,0.0,2.4
49,22521,Jeremy Ruckert,NYJ,TE,4,DEN,1.3,0.9,69.2,9.1,0.1,7.0,10.1,0.0,0.0,,0.0,0.0,0.0,2.4
50,23485,Daniel Bellinger,NYG,TE,4,DAL,1.0,0.8,80.0,8.7,0.1,8.7,10.9,0.0,0.0,,0.0,0.0,0.0,2.3
51,21783,Harrison Bryant,LV,TE,4,CLE,1.2,1.0,83.3,6.6,0.1,5.5,6.6,0.0,0.0,,0.0,0.0,0.0,2.3
52,24986,Cade Stover,HOU,TE,4,JAC,1.4,0.8,57.1,8.1,0.1,5.8,10.1,0.0,0.0,,0.0,0.0,0.0,2.2
53,20949,Irv Smith,KC,TE,4,LAC,0.9,0.8,88.9,7.9,0.1,8.8,9.9,0.0,0.0,,0.0,0.0,0.0,2.2
54,21786,Adam Trautman,DEN,TE,4,NYJ,1.1,0.8,72.7,7.5,0.1,6.8,9.4,0.0,0.0,,0.0,0.0,0.0,2.1
55,22661,Jack Stoll,NYG,TE,4,DAL,0.8,0.8,100.0,6.9,0.1,8.6,8.6,0.0,0.0,,0.0,0.0,0.0,2.1
56,22517,Peyton Hendershot,DAL,TE,4,NYG,1.1,0.8,72.7,6.6,0.1,6.0,8.2,0.0,0.0,,0.0,0.0,0.0,2.1
57,20899,Josh Oliver,MIN,TE,4,GB,1.0,0.7,70.0,7.4,0.1,7.4,10.6,0.0,0.0,,0.0,0.0,0.0,2.0
58,22657,John Bates,WAS,TE,4,ARI,0.7,0.6,85.7,7.5,0.1,10.7,12.5,0.0,0.0,,0.0,0.0,0.0,1.9
59,20931,Drew Sample,CIN,TE,4,CAR,0.9,0.7,77.8,6.5,0.1,7.2,9.3,0.0,0.0,,0.0,0.0,0.0,1.9
60,19035,Eric Saubert,SF,TE,4,NE,0.9,0.6,66.7,12.8,0.0,14.2,21.3,0.0,0.0,,0.0,0.0,0.0,1.9
61,18900,Mo Alie-Cox,IND,TE,4,PIT,1.0,0.6,60.0,6.5,0.1,6.5,10.8,0.0,0.0,,0.0,0.0,0.0,1.9
62,24288,Luke Schoonmaker,DAL,TE,4,NYG,1.2,0.6,50.0,6.5,0.1,5.4,10.8,0.0,0.0,,0.0,0.0,0.0,1.9
63,25112,Jared Wiley,KC,TE,4,LAC,0.7,0.6,85.7,6.5,0.1,9.3,10.8,0.0,0.0,,0.0,0.0,0.0,1.9
64,24985,Ben Sinnott,WAS,TE,4,ARI,1.1,0.6,54.5,6.5,0.1,5.9,10.8,0.0,0.0,,0.0,0.0,0.0,1.9
65,24148,Davis Allen,LA,TE,4,CHI,0.8,0.6,75.0,6.3,0.1,7.9,10.5,0.0,0.0,,0.0,0.0,0.0,1.8
66,22509,Hunter Long,LA,TE,4,CHI,0.6,0.6,100.0,5.7,0.1,9.5,9.5,0.0,0.0,,0.0,0.0,0.0,1.8
67,19943,Durham Smythe,MIA,TE,4,TEN,1.1,0.6,54.5,5.5,0.1,5.0,9.2,0.0,0.0,,0.0,0.0,0.0,1.8
68,21795,Luke Farrell,JAC,TE,4,HOU,1.0,0.9,90.0,6.6,0.0,6.6,7.3,0.0,0.0,,0.0,0.0,0.0,1.6
69,19304,Pharaoh Brown,SEA,TE,4,DET,1.0,0.4,40.0,4.0,0.1,4.0,10.0,0.0,0.0,,0.0,0.0,0.0,1.4
70,22511,Quintin Morris,BUF,TE,4,BAL,0.7,0.4,57.1,3.6,0.1,5.1,9.0,0.0,0.0,,0.0,0.0,0.0,1.4
71,23136,Darnell Washington,PIT,TE,4,IND,1.0,0.7,70.0,6.5,0.0,6.5,9.3,0.0,0.0,,0.0,0.0,0.0,1.4
72,23101,Parker Hesse,DET,TE,4,SEA,0.6,0.0,0.0,5.6,0.1,9.3,,0.0,0.0,,0.0,0.0,0.0,1.2
73,24463,Julian Hill,MIA,TE,4,TEN,1.3,0.5,38.5,4.4,0.0,3.4,8.8,0.0,0.0,,0.0,0.0,0.0,0.9
74,18019,Nick Vannett,TEN,TE,4,MIA,0.5,0.0,0.0,3.4,0.1,6.8,,0.0,0.0,,0.0,0.0,0.0,0.9
75,25106,AJ Barner,SEA,TE,4,DET,0.7,0.5,71.4,4.0,0.0,5.7,8.0,0.0,0.0,,0.0,0.0,0.0,0.9
76,23650,Lucas Krull,DEN,TE,4,NYJ,0.7,0.4,57.1,4.4,0.0,6.3,11.0,0.0,0.0,,0.0,0.0,0.0,0.8
77,23143,Will Mallory,IND,TE,4,PIT,0.6,0.4,66.7,4.2,0.0,7.0,10.5,0.0,0.0,,0.0,0.0,0.0,0.8
78,24151,Payne Durham,TB,TE,4,PHI,0.6,0.4,66.7,3.9,0.0,6.5,9.8,0.0,0.0,,0.0,0.0,0.0,0.8
79,22119,Charlie Woerner,ATL,TE,4,NO,0.5,0.4,80.0,3.7,0.0,7.4,9.2,0.0,0.0,,0.0,0.0,0.0,0.8
80,23487,Connor Heyward,PIT,TE,4,IND,0.5,0.4,80.0,3.5,0.0,7.0,8.8,0.0,0.0,,0.0,0.0,0.0,0.8
81,25099,Dallin Holker,NO,TE,4,ATL,0.4,0.4,100.0,3.1,0.0,7.8,7.8,0.1,0.2,2.0,0.0,0.0,0.0,0.7
82,21383,Jody Fortson Jr.,MIA,TE,4,TEN,0.8,0.3,34.2,2.7,0.0,3.5,10.3,0.0,0.0,,0.0,0.0,0.0,0.7
83,23608,Drew Ogletree,IND,TE,4,PIT,0.6,0.3,50.0,3.5,0.0,5.8,11.7,0.0,0.0,,0.0,0.0,0.0,0.7
84,23135,Charlie Kolar,BAL,TE,4,BUF,0.4,0.3,75.0,2.9,0.0,7.2,9.7,0.0,0.0,,0.0,0.0,0.0,0.6
85,24421,Cameron Latu,SF,TE,4,NE,0.6,0.3,50.0,2.7,0.0,4.5,9.0,0.0,0.0,,0.0,0.0,0.0,0.6
86,25144,Devin Culp,TB,TE,4,PHI,0.4,0.2,50.0,2.2,0.0,5.5,11.0,0.0,0.0,,0.0,0.0,0.0,0.4
87,24686,Nate Adkins,DEN,TE,4,NYJ,0.4,0.0,0.0,2.6,0.0,6.5,,0.0,0.0,,0.0,0.0,0.0,0.3
88,24444,Travis Vokolek,ARI,TE,4,WAS,0.2,0.0,0.0,2.6,0.0,13.0,,0.0,0.0,,0.0,0.0,0.0,0.3
89,21798,Josiah Deguara,JAC,TE,4,HOU,0.2,0.0,0.0,2.4,0.0,12.0,,0.0,0.0,,0.0,0.0,0.0,0.2
90,23644,Stone Smartt,LAC,TE,4,KC,0.4,0.1,25.0,1.3,0.0,3.2,13.0,0.0,0.0,,0.0,0.0,0.0,0.2
91,22661,Jack Stoll,PHI,TE,4,TB,0.3,0.1,33.3,1.2,0.0,4.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.2
92,25014,Tanner McLachlan,CIN,TE,4,CAR,0.2,0.1,50.0,1.1,0.0,5.5,11.0,0.0,0.0,,0.0,0.0,0.0,0.2
93,23355,Teagan Quitoriano,HOU,TE,4,JAC,0.1,0.0,0.0,2.0,0.0,20.0,,0.0,0.0,,0.0,0.0,0.0,0.2
94,25104,Jaheim Bell,NE,TE,4,SF,0.4,0.1,25.0,0.4,0.0,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.1
95,17762,Chris Manhertz,NYG,TE,4,DAL,0.1,0.0,0.0,1.1,0.0,11.0,,0.0,0.0,,0.0,0.0,0.0,0.1
96,25134,Brevyn Spann-Ford,DAL,TE,4,NYG,0.1,0.0,0.0,1.1,0.0,11.0,,0.0,0.0,,0.0,0.0,0.0,0.1
97,15974,Jordan Matthews,CAR,TE,4,CIN,0.1,0.0,0.0,1.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.1
98,17223,Eric Tomlinson,LAC,TE,4,KC,0.1,0.0,0.0,1.0,0.0,10.0,,0.0,0.0,,0.0,0.0,0.0,0.1
99,20361,Ross Dwelley,ATL,TE,4,NO,0.1,0.0,0.0,0.9,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.1
100,20770,Zach Gentry,LV,TE,4,CLE,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
101,23335,Cole Fotheringham,LV,TE,4,CLE,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
102,17223,Eric Tomlinson,IND,TE,4,PIT,0.0,0.0,,0.7,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.1
103,23662,Jake Tonges,SF,TE,4,NE,0.1,0.0,0.0,0.5,0.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.1
104,22512,Tre' McKitty,BUF,TE,4,BAL,0.1,0.0,0.0,0.4,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0
105,23867,Armani Rogers,PHI,TE,4,TB,0.1,0.0,0.0,0.4,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0
106,24533,Ben Sims,GB,TE,4,MIN,0.0,0.0,,0.3,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
107,22498,Feleipe Franks,CAR,TE,4,CIN,0.0,0.0,,0.0,0.0,,,0.0,0.1,5.0,0.0,0.0,0.0,0.0
108,23737,Tanner Conner,MIA,TE,4,TEN,0.0,0.0,,0.1,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
109,23355,Teagan Quitoriano,CHI,TE,4,LA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
110,25598,Mike Rigerman,BAL,TE,4,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
111,22520,Miller Forristall,LA,TE,4,CHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
112,23720,Zaire Mitchell-Paden,BAL,TE,4,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
113,25601,Riley Sharp,BAL,TE,4,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
114,22667,Zach Davidson,BUF,TE,4,BAL,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
115,25711,Qadir Ismail,BAL,TE,4,BUF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
116,24825,Patrick Murtagh,JAC,TE,4,HOU,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
117,20949,Irv Smith,HOU,TE,4,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
118,23335,Cole Fotheringham,HOU,TE,4,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
119,21808,Dalton Keene,HOU,TE,4,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
120,18912,Evan Engram,JAC,TE,4,HOU,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
121,25662,Shawn Bowman,JAC,TE,4,HOU,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
122,22506,Brevin Jordan,HOU,TE,4,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
123,21531,Chris Myarick,HOU,TE,4,JAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
124,22407,Tyler Mabry,SEA,TE,4,DET,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
125,25860,Devon Garrison,SEA,TE,4,DET,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
126,21781,Sean McKeon,DET,TE,4,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
127,23084,Shane Zylstra,DET,TE,4,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
128,24718,Brady Russell,SEA,TE,4,DET,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
129,22524,James Mitchell,DET,TE,4,SEA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
130,25123,Jack Westover,SEA,TE,4,DET,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
131,24630,Michael Ezeike,SEA,TE,4,DET,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
132,16903,MyCole Pruitt,PIT,TE,4,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
133,23711,Rodney Williams,PIT,TE,4,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
134,21781,Sean McKeon,IND,TE,4,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
135,23490,Jelani Woods,IND,TE,4,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
136,21158,Matt Sokol,PIT,TE,4,IND,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
137,24886,Jordan Murray,IND,TE,4,PIT,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
138,24211,Zack Kuntz,NYJ,TE,4,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
139,25486,Brenden Bates,NYJ,TE,4,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
140,19296,Anthony Firkser,NYJ,TE,4,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
141,22663,Hunter Kampmoyer,DEN,TE,4,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
142,22514,Kenny Yeboah,NYJ,TE,4,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
143,20905,Donald Parham Jr.,DEN,TE,4,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
144,25692,Lincoln Sefcik,NYJ,TE,4,DEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
145,25395,Thomas Yassmin,DEN,TE,4,NYJ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
146,25468,Steven Stilianos,TEN,TE,4,MIA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
147,25529,Hayden Rucci,MIA,TE,4,TEN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
148,23889,Thomas Odukoya,TEN,TE,4,MIA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
149,25647,David Martin-Robinson,TEN,TE,4,MIA,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
150,25391,McCallan Castles,PHI,TE,4,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
151,24535,Tanner Taula,TB,TE,4,PHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
152,13250,DJ Williams,TB,TE,4,PHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
153,23618,Ko Kieft,TB,TE,4,PHI,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
154,20199,David Wells,TB,TE,4,PHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
155,21794,Albert Okwuegbunam Jr.,PHI,TE,4,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
156,23105,Sal Cannella,TB,TE,4,PHI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
157,25608,Kevin Foelsch,PHI,TE,4,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
158,24800,E.J. Jenkins,PHI,TE,4,TB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
159,16656,Logan Thomas,SF,TE,4,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
160,25420,Jacob Warren,NE,TE,4,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
161,24908,La'Michael Pettway,NE,TE,4,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
162,21800,Mitchell Wilcox,NE,TE,4,SF,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
163,25320,Mason Pline,SF,TE,4,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
164,24149,Brayden Willis,SF,TE,4,NE,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
165,22138,Tyler Davis,GB,TE,4,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
166,25563,Neal Johnson,MIN,TE,4,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
167,22915,Sammis Reyes,MIN,TE,4,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
168,20805,T.J. Hockenson,MIN,TE,4,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
169,23621,Nick Muse,MIN,TE,4,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
170,24539,Joel Wilson,GB,TE,4,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
171,19491,Robert Tonyan,MIN,TE,4,GB,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
172,25567,Messiah Swinson,GB,TE,4,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
173,24562,Johnny Lumpkin,GB,TE,4,MIN,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
174,23251,Trey McBride,ARI,TE,4,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
175,24354,Blake Whiteheart,ARI,TE,4,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
176,22515,Cole Turner,WAS,TE,4,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
177,22607,Sage Surratt,ARI,TE,4,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
178,23063,Bernhard Seikovits,ARI,TE,4,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
179,24886,Jordan Murray,ARI,TE,4,WAS,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
180,25674,Colson Yankoff,WAS,TE,4,ARI,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
181,25300,Isaac Rex,LAC,TE,4,KC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
182,25328,Baylor Cupp,KC,TE,4,LAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
183,25852,Geor'quarius Spivey,KC,TE,4,LAC,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
