rank,id,player,team,pos,game.week,opp,rec_tgt,rec,catch_rate,rec_yds,rec_td,rec_yds_per_tgt,rec_yds_per_rec,rush_att,rush_yds,rush_yds_per_att,rush_td,fum,fum_lost,fpts_ppr
1,24120,Rashee Rice,KC,WR,4,LAC,9.4,7.0,74.5,80.5,0.6,8.6,11.5,0.1,0.6,6.0,0.0,0.1,0.1,18.5
2,21679,CeeDee Lamb,DAL,WR,4,NYG,9.7,6.1,62.9,84.1,0.5,8.7,13.8,0.7,5.1,7.3,0.1,0.1,0.1,18.4
3,21756,Nico Collins,HOU,WR,4,JAC,9.2,5.8,63.0,84.7,0.6,9.2,14.6,0.1,0.4,4.0,0.0,0.1,0.1,17.7
4,22587,Amon-Ra St. Brown,DET,WR,4,SEA,9.5,6.7,70.5,79.7,0.5,8.4,11.9,0.1,1.1,11.0,0.0,0.1,0.1,17.6
5,21685,Justin Jefferson,MIN,WR,4,GB,10.3,5.8,56.3,88.5,0.5,8.6,15.3,0.2,0.6,3.0,0.0,0.1,0.1,17.5
6,22564,Ja'Marr Chase,CIN,WR,4,CAR,9.6,6.1,63.5,82.2,0.5,8.6,13.5,0.1,0.9,9.0,0.0,0.1,0.1,17.2
7,24953,Malik Nabers,NYG,WR,4,DAL,9.6,6.2,64.6,77.0,0.5,8.0,12.4,0.3,1.4,4.7,0.0,0.1,0.1,16.8
8,24974,Marvin Harrison Jr.,ARI,WR,4,WAS,8.5,5.0,58.8,75.1,0.6,8.8,15.0,0.1,0.5,4.2,0.0,0.1,0.1,16.0
9,18880,Chris Godwin,TB,WR,4,PHI,8.3,5.8,69.9,71.5,0.5,8.6,12.3,0.1,0.9,9.0,0.0,0.1,0.1,15.8
10,20875,DK Metcalf,SEA,WR,4,DET,8.2,4.9,59.8,72.4,0.5,8.8,14.8,0.0,0.1,5.0,0.0,0.1,0.1,14.9
11,16906,Stefon Diggs,HOU,WR,4,JAC,7.8,5.7,73.1,62.9,0.5,8.1,11.0,0.3,1.3,4.3,0.0,0.1,0.1,14.9
12,23122,Garrett Wilson,NYJ,WR,4,DEN,8.4,5.3,63.1,65.2,0.5,7.8,12.3,0.3,1.6,5.3,0.0,0.1,0.1,14.8
13,21077,Diontae Johnson,CAR,WR,4,CIN,9.3,5.5,59.1,68.3,0.4,7.3,12.4,0.1,0.4,4.0,0.0,0.1,0.1,14.6
14,19844,DJ Moore,CHI,WR,4,LA,8.1,5.2,64.2,61.7,0.4,7.6,11.9,0.7,2.9,4.1,0.0,0.1,0.1,13.9
15,21747,Brandon Aiyuk,SF,WR,4,NE,8.3,4.7,56.6,68.3,0.4,8.2,14.5,0.1,0.2,4.0,0.0,0.1,0.1,13.8
16,23233,Jayden Reed,GB,WR,4,MIN,6.3,4.3,68.3,52.0,0.4,8.3,12.1,2.7,13.1,4.8,0.1,0.1,0.1,13.6
17,23151,Drake London,ATL,WR,4,NO,7.7,5.1,66.2,62.1,0.4,8.1,12.2,0.1,0.2,4.0,0.0,0.1,0.1,13.5
18,23120,Zay Flowers,BAL,WR,4,BUF,8.0,5.3,66.2,55.8,0.4,7.0,10.5,0.7,4.3,6.1,0.0,0.1,0.1,13.5
19,16765,Amari Cooper,CLE,WR,4,LV,8.1,4.6,56.8,65.0,0.4,8.0,14.1,0.0,0.1,5.0,0.0,0.1,0.1,13.3
20,16597,Mike Evans,TB,WR,4,PHI,7.1,4.3,60.6,62.0,0.5,8.7,14.4,0.0,0.1,5.0,0.0,0.1,0.1,13.3
21,18082,Tyreek Hill,MIA,WR,4,TEN,8.2,4.6,56.1,61.6,0.4,7.5,13.4,0.3,1.3,4.3,0.0,0.1,0.1,13.1
22,22565,Chris Olave,NO,WR,4,ATL,6.5,4.9,75.4,64.4,0.3,9.9,13.1,0.0,0.1,5.0,0.0,0.1,0.1,12.9
23,21690,Tee Higgins,CIN,WR,4,CAR,7.5,4.1,54.7,59.3,0.5,7.9,14.5,0.0,0.1,5.0,0.0,0.1,0.1,12.8
24,23153,George Pickens,PIT,WR,4,IND,6.9,4.2,60.9,63.0,0.4,9.1,15.0,0.1,0.6,6.0,0.0,0.1,0.1,12.8
25,20873,Terry McLaurin,WAS,WR,4,ARI,6.8,4.6,67.6,62.8,0.3,9.2,13.7,0.0,0.1,5.0,0.0,0.1,0.1,12.5
26,20876,Jakobi Meyers,LV,WR,4,CLE,7.0,5.0,71.4,54.5,0.3,7.8,10.9,0.2,1.3,6.5,0.0,0.1,0.1,12.2
27,23157,Jaxon Smith-Njigba,SEA,WR,4,DET,7.2,4.9,68.1,55.5,0.3,7.7,11.3,0.1,0.3,4.3,0.0,0.1,0.1,12.1
28,23234,Jameson Williams,DET,WR,4,SEA,6.4,3.6,56.2,59.9,0.3,9.4,16.6,0.9,4.8,5.3,0.0,0.1,0.1,11.7
29,23729,Rashid Shaheed,NO,WR,4,ATL,6.6,3.5,53.0,54.4,0.4,8.2,15.5,0.8,4.5,5.6,0.0,0.1,0.1,11.6
30,23227,Khalil Shakir,BUF,WR,4,BAL,6.3,4.1,65.1,49.8,0.4,7.9,12.1,0.1,0.7,7.0,0.0,0.0,0.0,11.6
31,19815,Christian Kirk,JAC,WR,4,HOU,7.2,4.2,58.3,54.2,0.3,7.5,12.9,0.1,0.5,4.2,0.0,0.1,0.1,11.3
32,21717,Jauan Jennings,SF,WR,4,NE,6.4,4.0,62.5,53.4,0.3,8.3,13.3,0.1,0.4,4.0,0.0,0.0,0.0,11.2
33,24933,Brian Thomas Jr.,JAC,WR,4,HOU,6.1,3.8,62.3,51.0,0.4,8.4,13.4,0.1,0.3,4.3,0.0,0.1,0.1,11.1
34,15076,Keenan Allen,CHI,WR,4,LA,6.9,4.5,65.2,46.9,0.3,6.8,10.4,0.1,0.2,4.0,0.0,0.1,0.1,10.8
35,21961,Darnell Mooney,ATL,WR,4,NO,5.7,3.9,68.4,49.8,0.3,8.7,12.8,0.1,0.4,4.0,0.0,0.0,0.0,10.7
36,23162,Jordan Addison,MIN,WR,4,GB,6.8,3.6,52.9,48.6,0.4,7.1,13.5,0.1,0.4,4.0,0.0,0.1,0.1,10.7
37,23170,Wan'Dale Robinson,NYG,WR,4,DAL,6.6,4.5,68.2,40.9,0.3,6.2,9.1,0.6,4.3,7.2,0.0,0.1,0.1,10.6
38,19800,Courtland Sutton,DEN,WR,4,NYJ,7.4,3.9,52.7,49.6,0.3,6.7,12.7,0.0,0.1,5.0,0.0,0.1,0.1,10.5
39,19802,Calvin Ridley,TEN,WR,4,MIA,6.7,3.4,50.7,51.5,0.3,7.7,15.1,0.7,2.9,4.1,0.0,0.1,0.1,10.4
40,24977,Rome Odunze,CHI,WR,4,LA,6.3,3.5,55.6,52.7,0.3,8.4,15.1,0.1,0.5,5.0,0.0,0.1,0.1,10.4
41,16830,Tyler Lockett,SEA,WR,4,DET,6.5,4.0,61.5,45.8,0.3,7.0,11.4,0.0,0.1,5.0,0.0,0.1,0.1,10.2
42,24173,Michael Wilson,ARI,WR,4,WAS,5.3,3.6,67.9,44.8,0.3,8.5,12.4,0.0,0.1,5.0,0.0,0.0,0.0,9.9
43,21744,Michael Pittman Jr.,IND,WR,4,PIT,7.5,4.2,56.0,46.6,0.2,6.2,11.1,0.0,0.1,5.0,0.0,0.1,0.1,9.9
44,24177,Tre Tucker,LV,WR,4,CLE,5.1,3.5,68.6,41.8,0.3,8.2,11.9,0.4,3.1,7.8,0.0,0.0,0.0,9.8
45,22598,Jaylen Waddle,MIA,WR,4,TEN,5.9,3.7,62.7,46.5,0.2,7.9,12.6,0.5,1.7,3.4,0.0,0.0,0.0,9.7
46,21692,Jerry Jeudy,CLE,WR,4,LV,6.4,3.6,56.2,44.5,0.3,7.0,12.4,0.1,0.3,4.3,0.0,0.1,0.1,9.7
47,25097,Ladd McConkey,LAC,WR,4,KC,6.1,3.6,59.0,42.4,0.3,7.0,11.8,0.1,0.2,4.0,0.0,0.0,0.0,9.7
48,18047,Demarcus Robinson,LA,WR,4,CHI,5.3,3.4,64.2,44.2,0.3,8.3,13.0,0.1,0.3,4.3,0.0,0.0,0.0,9.7
49,21071,Greg Dortch,ARI,WR,4,WAS,5.8,4.0,69.0,42.4,0.2,7.3,10.6,0.1,1.0,10.0,0.0,0.0,0.0,9.5
50,23167,Romeo Doubs,GB,WR,4,MIN,5.4,3.5,64.8,44.1,0.3,8.2,12.6,0.0,0.1,5.0,0.0,0.1,0.1,9.5
51,14986,DeAndre Hopkins,TEN,WR,4,MIA,5.9,3.6,61.0,42.1,0.3,7.1,11.7,0.0,0.1,5.0,0.0,0.1,0.1,9.4
52,23395,Christian Watson,GB,WR,4,MIN,5.4,2.8,51.9,41.1,0.4,7.6,14.7,0.2,1.0,5.0,0.0,0.1,0.1,9.2
53,21735,Gabe Davis,JAC,WR,4,HOU,5.6,3.1,55.4,44.9,0.3,8.0,14.5,0.0,0.1,5.0,0.0,0.1,0.1,9.2
54,20932,Deebo Samuel Sr.,SF,WR,4,NE,5.5,2.8,50.9,38.6,0.2,7.0,13.8,1.8,8.7,4.8,0.1,0.1,0.1,9.1
55,24924,Xavier Worthy,KC,WR,4,LAC,5.0,2.8,56.0,37.6,0.3,7.5,13.4,1.7,7.4,4.4,0.0,0.0,0.0,9.1
56,22602,Tutu Atwell,LA,WR,4,CHI,5.0,3.3,66.0,43.3,0.2,8.7,13.1,0.1,1.3,13.0,0.0,0.0,0.0,9.0
57,24226,Quentin Johnston,LAC,WR,4,KC,5.7,3.4,59.6,41.4,0.2,7.3,12.2,0.1,0.2,4.0,0.0,0.0,0.0,8.8
58,24119,Andrei Iosivas,CIN,WR,4,CAR,5.3,3.3,62.3,35.1,0.3,6.6,10.6,0.1,0.3,4.3,0.0,0.0,0.0,8.6
59,24964,Keon Coleman,BUF,WR,4,BAL,3.6,2.8,77.8,37.9,0.3,10.5,13.5,0.0,0.1,5.0,0.0,0.1,0.1,8.2
60,16568,Brandin Cooks,DAL,WR,4,NYG,5.1,3.1,60.8,33.4,0.3,6.5,10.8,0.4,1.4,3.5,0.0,0.1,0.1,8.2
